rare_count,repetition,method,class_id,test_count,coverage,mean_set_size,mean_ordinal_span,threshold,threshold_is_infinite,preliminary_threshold,correction,correction_is_infinite,final_support
100,2,independent_mondrian,3,2429,0.8937834499794154,1.0625771922601894,1.0625771922601894,0.51118105950533,0,,,0,
100,2,independent_mondrian,4,2392,0.9243311036789298,1.015468227424749,1.015468227424749,0.630232004300373,0,,,0,
100,2,ordinal_cluster,0,484,0.9628099173553719,0.9628099173553719,0.9628099173553719,0.35955605519184863,0,,,0,
100,2,ordinal_cluster,1,2335,0.928051391862955,0.9361884368308351,0.9361884368308351,0.3945126163969354,0,,,0,
100,2,ordinal_cluster,2,2360,0.9127118644067796,0.9639830508474576,0.9639830508474576,0.4546411224161909,0,,,0,
100,2,ordinal_cluster,3,2429,0.9114862083161795,1.0477562783038288,1.0477562783038288,0.5346324072797374,0,,,0,
100,2,ordinal_cluster,4,2392,0.8946488294314381,0.995819397993311,0.995819397993311,0.5803453966934699,0,,,0,
100,2,linear_structured_final_mondrian,0,484,0.9338842975206612,0.9338842975206612,0.9338842975206612,0.3096597709722735,0,0.2826769374505419,0.026982833521731586,0,50
100,2,linear_structured_final_mondrian,1,2335,0.9665952890792291,0.9773019271948609,0.9773019271948609,0.472311707049832,0,0.36267693745054197,0.10963476959929003,0,50
100,2,linear_structured_final_mondrian,2,2360,0.9351694915254237,0.9800847457627119,0.9800847457627119,0.4936505664706431,0,0.44267693745054204,0.05097362902010105,0,50
100,2,linear_structured_final_mondrian,3,2429,0.8513791683820502,1.0662824207492796,1.0662824207492796,0.45682536050849387,0,0.5226769374505421,-0.06585157694204824,0,50
100,2,linear_structured_final_mondrian,4,2392,0.9448160535117057,1.0133779264214047,1.0133779264214047,0.6674001726486509,0,0.6026769374505422,0.06472323519810874,0,50
100,3,independent_mondrian,0,506,0.9110671936758893,0.9110671936758893,0.9110671936758893,0.28981261393937296,0,,,0,
100,3,independent_mondrian,1,2334,0.8680377035132819,0.8753213367609255,0.8753213367609255,0.3525928370266135,0,,,0,
100,3,independent_mondrian,2,2361,0.8818297331639136,0.9085133418043202,0.9085133418043202,0.420325778451557,0,,,0,
100,3,independent_mondrian,3,2442,0.8484848484848485,0.9733824733824734,0.9733824733824734,0.46028430000283643,0,,,0,
100,3,independent_mondrian,4,2357,0.9015697921086127,0.9635129401781927,0.9635129401781927,0.57455167293263,0,,,0,
100,3,ordinal_cluster,0,506,0.9426877470355731,0.9426877470355731,0.9426877470355731,0.32817237054000736,0,,,0,
100,3,ordinal_cluster,1,2334,0.8680377035132819,0.8757497857754927,0.8757497857754927,0.3525928370266135,0,,,0,
100,3,ordinal_cluster,2,2361,0.8818297331639136,0.9135959339263025,0.9135959339263025,0.420325778451557,0,,,0,
100,3,ordinal_cluster,3,2442,0.8648648648648649,0.9819819819819819,0.9819819819819819,0.47769591971414216,0,,,0,
100,3,ordinal_cluster,4,2357,0.8879932117098006,0.9567246499787866,0.9567246499787866,0.5567067286950012,0,,,0,
100,3,linear_structured_final_mondrian,0,506,0.8853754940711462,0.8893280632411067,0.8893280632411067,0.2658074326514269,0,0.2903257784515571,-0.02451834580013018,0,50
100,3,linear_structured_final_mondrian,1,2334,0.9511568123393316,0.9524421593830334,0.9524421593830334,0.4505211572765532,0,0.35532577845155705,0.09519537882499612,0,50
100,3,linear_structured_final_mondrian,2,2361,0.8166031342651419,0.8767471410419314,0.8767471410419314,0.35272444776962397,0,0.420325778451557,-0.06760133068193303,0,50
100,3,linear_structured_final_mondrian,3,2442,0.8984438984438985,1.0454545454545454,1.0454545454545454,0.5281697707925002,0,0.48532577845155694,0.042843992340943216,0,50
100,3,linear_structured_final_mondrian,4,2357,0.9372083156554942,1.0280016970725498,1.0280016970725498,0.6458196194070623,0,0.550325778451557,0.0954938409555054,0,50
100,4,independent_mondrian,0,494,0.8623481781376519,0.8643724696356275,0.8643724696356275,0.26837376166065796,0,,,0,
100,4,independent_mondrian,1,2411,0.9435918705931149,0.9655744504355039,0.9655744504355039,0.4195705637972531,0,,,0,
100,4,independent_mondrian,2,2342,0.96199829205807,1.0290350128095644,1.0290350128095644,0.5472305247304556,0,,,0,
100,4,independent_mondrian,3,2345,0.9347547974413646,1.1432835820895522,1.1432835820895522,0.581556536702029,0,,,0,
100,4,independent_mondrian,4,2408,0.9372923588039868,1.0502491694352158,1.0502491694352158,0.6447673069282265,0,,,0,
100,4,ordinal_cluster,0,494,0.9392712550607287,0.9412955465587044,0.9412955465587044,0.32485299317434946,0,,,0,
100,4,ordinal_cluster,1,2411,0.9419328079635007,0.9531314807133969,0.9531314807133969,0.41409497037102433,0,,,0,
100,4,ordinal_cluster,2,2342,0.9359521776259607,0.9970111016225448,0.9970111016225448,0.49013464378965693,0,,,0,
100,4,ordinal_cluster,3,2345,0.9270788912579957,1.0750533049040512,1.0750533049040512,0.5691168312651531,0,,,0,
100,4,ordinal_cluster,4,2408,0.9069767441860465,1.0116279069767442,1.0116279069767442,0.5891344983701599,0,,,0,
100,4,linear_structured_final_mondrian,0,494,0.8825910931174089,0.8866396761133604,0.8866396761133604,0.28723532757518927,0,0.2688986044553468,0.01833672311984247,0,50
100,4,linear_structured_final_mondrian,1,2411,0.9514724180837827,0.9738697635835752,0.9738697635835752,0.43724224371613263,0,0.3688986044553469,0.06834363926078574,0,50
100,4,linear_structured_final_mondrian,2,2342,0.9628522630230573,1.0350128095644748,1.0350128095644748,0.5495560938026798,0,0.468898604455347,0.0806574893473328,0,50
100,4,linear_structured_final_mondrian,3,2345,0.9377398720682303,1.086993603411514,1.086993603411514,0.5899106490254499,0,0.568898604455347,0.02101204457010286,0,50
100,4,linear_structured_final_mondrian,4,2408,0.8783222591362126,0.997093023255814,0.997093023255814,0.5476049432878433,0,0.6688986044553471,-0.12129366116750384,0,50
100,5,independent_mondrian,0,535,0.9383177570093458,0.9383177570093458,0.9383177570093458,0.3401602337104592,0,,,0,
100,5,independent_mondrian,1,2399,0.8903709879116298,0.8962067528136723,0.8962067528136723,0.3662662552680775,0,,,0,
100,5,independent_mondrian,2,2427,0.8908117016893284,0.9513803049031726,0.9513803049031726,0.42622636318805507,0,,,0,
100,5,independent_mondrian,3,2285,0.926039387308534,1.0708971553610502,1.0708971553610502,0.5621638722010839,0,,,0,
100,5,independent_mondrian,4,2354,0.9141886151231946,1.0254885301614274,1.0254885301614274,0.6146384934304259,0,,,0,
100,5,ordinal_cluster,0,535,0.9532710280373832,0.9532710280373832,0.9532710280373832,0.3512681276619779,0,,,0,
100,5,ordinal_cluster,1,2399,0.8870362651104627,0.8932888703626511,0.8932888703626511,0.3624410324907545,0,,,0,
100,5,ordinal_cluster,2,2427,0.8838071693448702,0.9443757725587144,0.9443757725587144,0.4194799325613631,0,,,0,
100,5,ordinal_cluster,3,2285,0.926039387308534,1.0595185995623633,1.0595185995623633,0.5621638722010839,0,,,0,
100,5,ordinal_cluster,4,2354,0.9061172472387425,1.0174171622769754,1.0174171622769754,0.5957540267359017,0,,,0,
100,5,linear_structured_final_mondrian,0,535,0.9532710280373832,0.9532710280373832,0.9532710280373832,0.35170689560759694,0,0.3160120324897433,0.03569486311785364,0,50
100,5,linear_structured_final_mondrian,1,2399,0.8903709879116298,0.9041267194664444,0.9041267194664444,0.3662662552680775,0,0.39101203248974326,-0.024745777221665766,0,50
100,5,linear_structured_final_mondrian,2,2427,0.9381953028430161,0.9641532756489494,0.9641532756489494,0.5050825350260659,0,0.4660120324897432,0.039070502536322715,0,50
100,5,linear_structured_final_mondrian,3,2285,0.8214442013129103,0.9960612691466083,0.9960612691466083,0.4194799325613631,0,0.5410120324897432,-0.12153209992838004,0,50
100,5,linear_structured_final_mondrian,4,2354,0.9226847918436704,0.9740866610025488,0.9740866610025488,0.6335424982008782,0,0.6160120324897431,0.017530465711135035,0,50
100,6,independent_mondrian,0,510,0.903921568627451,0.903921568627451,0.903921568627451,0.29065644481235714,0,,,0,
100,6,independent_mondrian,1,2356,0.9044991511035654,0.9087436332767402,0.9087436332767402,0.3695966814659989,0,,,0,
100,6,independent_mondrian,2,2439,0.8470684706847068,0.9077490774907749,0.9077490774907749,0.38863522578040216,0,,,0,
100,6,independent_mondrian,3,2374,0.9056444818871103,1.0303285593934288,1.0303285593934288,0.5369162948343852,0,,,0,
100,6,independent_mondrian,4,2321,0.9086600603188281,0.997845756139595,0.997845756139595,0.5872727757343197,0,,,0,
100,6,ordinal_cluster,0,510,0.9607843137254902,0.9607843137254902,0.9607843137254902,0.34960058308441955,0,,,0,
100,6,ordinal_cluster,1,2356,0.9049235993208828,0.9108658743633277,0.9108658743633277,0.37088216288591164,0,,,0,
100,6,ordinal_cluster,2,2439,0.8741287412874129,0.922509225092251,0.922509225092251,0.41507378805975365,0,,,0,
100,6,ordinal_cluster,3,2374,0.8845829823083403,1.0016849199663016,1.0016849199663016,0.5036620220945318,0,,,0,
100,6,ordinal_cluster,4,2321,0.8853942266264541,0.960361912968548,0.960361912968548,0.557410171631681,0,,,0,
100,6,linear_structured_final_mondrian,0,510,0.9705882352941176,0.9705882352941176,0.9705882352941176,0.36444480177169375,0,0.24808496060505403,0.11635984116663972,0,50
100,6,linear_structured_final_mondrian,1,2356,0.9129881154499151,0.9185059422750425,0.9185059422750425,0.38080523260110677,0,0.33058496060505405,0.05022027199605272,0,50
100,6,linear_structured_final_mondrian,2,2439,0.8622386223862238,0.9348093480934809,0.9348093480934809,0.40193877723974086,0,0.41308496060505406,-0.0111461833653132,0,50
100,6,linear_structured_final_mondrian,3,2374,0.9275484414490311,1.04212299915754,1.04212299915754,0.5775052775822286,0,0.4955849606050541,0.0819203169771745,0,50
100,6,linear_structured_final_mondrian,4,2321,0.8853942266264541,0.998707453683757,0.998707453683757,0.557410171631681,0,0.5780849606050541,-0.02067478897337305,0,50
100,7,independent_mondrian,0,516,0.877906976744186,0.8798449612403101,0.8798449612403101,0.27087014442863433,0,,,0,
100,7,independent_mondrian,1,2456,0.9100162866449512,0.9173452768729642,0.9173452768729642,0.3738919064000931,0,,,0,
100,7,independent_mondrian,2,2378,0.9192598822539949,0.9495374264087468,0.9495374264087468,0.4635759870052023,0,,,0,
100,7,independent_mondrian,3,2340,0.8521367521367521,0.961965811965812,0.961965811965812,0.4585461610332175,0,,,0,
100,7,independent_mondrian,4,2310,0.8705627705627705,0.9307359307359307,0.9307359307359307,0.5394163093401256,0,,,0,
100,7,ordinal_cluster,0,516,0.939922480620155,0.9418604651162791,0.9418604651162791,0.33675366406885926,0,,,0,
100,7,ordinal_cluster,1,2456,0.8990228013029316,0.9039087947882736,0.9039087947882736,0.3630505506267416,0,,,0,
100,7,ordinal_cluster,2,2378,0.875946173254836,0.9129520605550883,0.9129520605550883,0.41338026117095633,0,,,0,
100,7,ordinal_cluster,3,2340,0.8888888888888888,0.9709401709401709,0.9709401709401709,0.49494669813375813,0,,,0,
100,7,ordinal_cluster,4,2310,0.8523809523809524,0.9268398268398268,0.9268398268398268,0.5123376203901969,0,,,0,
100,7,linear_structured_final_mondrian,0,516,0.8294573643410853,0.8333333333333334,0.8333333333333334,0.23536624832245015,0,0.29386282003549824,-0.05849657171304809,0,50
100,7,linear_structured_final_mondrian,1,2456,0.9238599348534202,0.9258957654723127,0.9258957654723127,0.3881868756397636,0,0.3638628200354983,0.024324055604265316,0,50
100,7,linear_structured_final_mondrian,2,2378,0.8355761143818334,0.872161480235492,0.872161480235492,0.37603591589299656,0,0.43386282003549836,-0.0578269041425018,0,50
100,7,linear_structured_final_mondrian,3,2340,0.8773504273504273,0.947008547008547,0.947008547008547,0.4816582372959374,0,0.5038628200354984,-0.022204582739561052,0,50
100,7,linear_structured_final_mondrian,4,2310,0.8389610389610389,0.9090909090909091,0.9090909090909091,0.49494669813375813,0,0.5738628200354985,-0.07891612190174035,0,50
100,8,independent_mondrian,0,485,0.8824742268041237,0.8824742268041237,0.8824742268041237,0.29399223522499834,0,,,0,
100,8,independent_mondrian,1,2387,0.8604943443653121,0.870548806032677,0.870548806032677,0.3372654226706304,0,,,0,
100,8,independent_mondrian,2,2421,0.9182156133828996,0.9491945477075588,0.9491945477075588,0.44928832787198286,0,,,0,
100,8,independent_mondrian,3,2421,0.889301941346551,1.0194134655101197,1.0194134655101197,0.5102537296654542,0,,,0,
100,8,independent_mondrian,4,2286,0.8797025371828522,0.9623797025371829,0.9623797025371829,0.5575943825258524,0,,,0,
100,8,ordinal_cluster,0,485,0.9072164948453608,0.9072164948453608,0.9072164948453608,0.3134606792610648,0,,,0,
100,8,ordinal_cluster,1,2387,0.8651026392961877,0.8730624214495182,0.8730624214495182,0.3428619837255292,0,,,0,
100,8,ordinal_cluster,2,2421,0.9000413052457662,0.9301941346551011,0.9301941346551011,0.424208962266615,0,,,0,
100,8,ordinal_cluster,3,2421,0.8810408921933085,0.9917389508467576,0.9917389508467576,0.5030860105498773,0,,,0,
100,8,ordinal_cluster,4,2286,0.8613298337707787,0.9422572178477691,0.9422572178477691,0.5305658906847716,0,,,0,
100,8,linear_structured_final_mondrian,0,485,0.8886597938144329,0.8886597938144329,0.8886597938144329,0.29841196691425315,0,0.2775068782653738,0.020905088648879355,0,50
100,8,linear_structured_final_mondrian,1,2387,0.880184331797235,0.8948470883954754,0.8948470883954754,0.3568568056402139,0,0.34250687826537374,0.014349927374840143,0,50
100,8,linear_structured_final_mondrian,2,2421,0.9409334985543164,0.9954564229657167,0.9954564229657167,0.48672618823478336,0,0.4075068782653737,0.07921930996940968,0,50
100,8,linear_structured_final_mondrian,3,2421,0.9281288723667905,1.0673275505989261,1.0673275505989261,0.5761862647890601,0,0.47250687826537363,0.10367938652368647,0,50
100,8,linear_structured_final_mondrian,4,2286,0.8797025371828522,0.9938757655293088,0.9938757655293088,0.5575943825258524,0,0.5375068782653736,0.020087504260478783,0,50
100,9,independent_mondrian,0,507,0.8777120315581854,0.8777120315581854,0.8777120315581854,0.2818329053722858,0,,,0,
100,9,independent_mondrian,1,2418,0.8924731182795699,0.9069478908188585,0.9069478908188585,0.35515810133177783,0,,,0,
100,9,independent_mondrian,2,2398,0.926605504587156,0.9833194328607172,0.9833194328607172,0.5021306689118815,0,,,0,
100,9,independent_mondrian,3,2333,0.921988855550793,1.037719674239177,1.037719674239177,0.5436932522863612,0,,,0,
100,9,independent_mondrian,4,2344,0.8613481228668942,0.962457337883959,0.962457337883959,0.528257886895311,0,,,0,
100,9,ordinal_cluster,0,507,0.9349112426035503,0.9368836291913215,0.9368836291913215,0.32647904258652094,0,,,0,
100,9,ordinal_cluster,1,2418,0.9160463192721258,0.9296939619520265,0.9296939619520265,0.38485201067324304,0,,,0,
100,9,ordinal_cluster,2,2398,0.9132610508757297,0.9683069224353628,0.9683069224353628,0.47323863009823025,0,,,0,
100,9,ordinal_cluster,3,2333,0.9087012430347192,1.0167166738105444,1.0167166738105444,0.520411634853424,0,,,0,
100,9,ordinal_cluster,4,2344,0.8613481228668942,0.9505119453924915,0.9505119453924915,0.528257886895311,0,,,0,
100,9,linear_structured_final_mondrian,0,507,0.9526627218934911,0.9546351084812623,0.9546351084812623,0.3431178485616895,0,0.27291163485342396,0.07020621370826552,0,50
100,9,linear_structured_final_mondrian,1,2418,0.912737799834574,0.9330024813895782,0.9330024813895782,0.3795763452119858,0,0.355411634853424,0.024164710358561825,0,50
100,9,linear_structured_final_mondrian,2,2398,0.9382819015846539,0.9833194328607172,0.9833194328607172,0.5278195021105954,0,0.437911634853424,0.08990786725717137,0,50
100,9,linear_structured_final_mondrian,3,2333,0.876553793399057,1.1598799828546935,1.1598799828546935,0.478172194208013,0,0.520411634853424,-0.04223944064541102,0,50
100,9,linear_structured_final_mondrian,4,2344,0.962457337883959,1.0349829351535835,1.0349829351535835,0.7521881731695415,0,0.602911634853424,0.14927653831611742,0,50
100,10,independent_mondrian,0,492,0.8678861788617886,0.8678861788617886,0.8678861788617886,0.27963686224314166,0,,,0,
100,10,independent_mondrian,1,2418,0.9098428453267163,0.923490488006617,0.923490488006617,0.3765945803861791,0,,,0,
100,10,independent_mondrian,2,2372,0.9123102866779089,0.9991568296795953,0.9991568296795953,0.4813002588838758,0,,,0,
100,10,independent_mondrian,3,2412,0.9419568822553898,1.1264510779436152,1.1264510779436152,0.5836018803343297,0,,,0,
100,10,independent_mondrian,4,2306,0.9340849956634866,1.0498699045967042,1.0498699045967042,0.6538476910300078,0,,,0,
100,10,ordinal_cluster,0,492,0.9105691056910569,0.9105691056910569,0.9105691056910569,0.3146852111499964,0,,,0,
100,10,ordinal_cluster,1,2418,0.9081885856079405,0.9222497932175352,0.9222497932175352,0.3724140955786069,0,,,0,
100,10,ordinal_cluster,2,2372,0.9207419898819561,1.0008431703204048,1.0008431703204048,0.4923284665202994,0,,,0,
100,10,ordinal_cluster,3,2412,0.9365671641791045,1.086235489220564,1.086235489220564,0.5706301506104775,0,,,0,
100,10,ordinal_cluster,4,2306,0.9041630529054641,1.0143104943625325,1.0143104943625325,0.594793959998828,0,,,0,
100,10,linear_structured_final_mondrian,0,492,0.8983739837398373,0.8983739837398373,0.8983739837398373,0.30584616269078424,0,0.2527608527930013,0.05308530989778293,0,50
100,10,linear_structured_final_mondrian,1,2418,0.9156327543424317,0.9325889164598842,0.9325889164598842,0.38449475522321513,0,0.3477608527930013,0.03673390243021385,0,50
100,10,linear_structured_final_mondrian,2,2372,0.9312816188870152,1.0838954468802697,1.0838954468802697,0.5116120506660061,0,0.44276085279300126,0.06885119787300487,0,50
100,10,linear_structured_final_mondrian,3,2412,0.9771973466003316,1.1297678275290215,1.1297678275290215,0.6947959051454546,0,0.5377608527930012,0.1570350523524534,0,50
100,10,linear_structured_final_mondrian,4,2306,0.9006938421509106,1.088031222896791,1.088031222896791,0.5884198423507481,0,0.6327608527930012,-0.04434101044225314,0,50
100,11,independent_mondrian,0,481,0.893970893970894,0.893970893970894,0.893970893970894,0.29175830578538936,0,,,0,
100,11,independent_mondrian,1,2465,0.8888438133874239,0.8977687626774847,0.8977687626774847,0.36197656660590727,0,,,0,
100,11,independent_mondrian,2,2332,0.9206689536878216,0.9922813036020584,0.9922813036020584,0.47729736915583215,0,,,0,
100,11,independent_mondrian,3,2342,0.9393680614859095,1.073868488471392,1.073868488471392,0.5958650704826537,0,,,0,
100,11,independent_mondrian,4,2380,0.8819327731092437,1.0134453781512605,1.0134453781512605,0.5766544725462178,0,,,0,
100,11,ordinal_cluster,0,481,0.9501039501039501,0.9501039501039501,0.9501039501039501,0.33467386771412977,0,,,0,
100,11,ordinal_cluster,1,2465,0.896551724137931,0.9054766734279919,0.9054766734279919,0.3679400309076913,0,,,0,
100,11,ordinal_cluster,2,2332,0.9138078902229846,0.9716981132075472,0.9716981132075472,0.4614861077311734,0,,,0,
100,11,ordinal_cluster,3,2342,0.9205807002561913,1.051665243381725,1.051665243381725,0.5555926938509949,0,,,0,
100,11,ordinal_cluster,4,2380,0.8819327731092437,0.992436974789916,0.992436974789916,0.5766544725462178,0,,,0,
100,11,linear_structured_final_mondrian,0,481,0.893970893970894,0.893970893970894,0.893970893970894,0.29175830578538936,0,0.30148610773117324,-0.009727801945783876,0,50
100,11,linear_structured_final_mondrian,1,2465,0.8880324543610547,0.8933062880324544,0.8933062880324544,0.3616402606876489,0,0.3814861077311733,-0.019845847043524434,0,50
100,11,linear_structured_final_mondrian,2,2332,0.902229845626072,0.9909948542024014,0.9909948542024014,0.4374690800297518,0,0.4614861077311734,-0.024017027701421556,0,50
100,11,linear_structured_final_mondrian,3,2342,0.9487617421007686,1.073868488471392,1.073868488471392,0.6230086122278,0,0.5414861077311734,0.08152250449662657,0,50
100,11,linear_structured_final_mondrian,4,2380,0.880672268907563,1.0281512605042016,1.0281512605042016,0.5751373145379001,0,0.6214861077311735,-0.04634879319327345,0,50
100,12,independent_mondrian,0,504,0.9087301587301587,0.9087301587301587,0.9087301587301587,0.31357455641347304,0,,,0,
100,12,independent_mondrian,1,2377,0.9082877576777451,0.9204880100967606,0.9204880100967606,0.3751983164876897,0,,,0,
100,12,independent_mondrian,2,2322,0.9306632213608957,0.959086993970715,0.959086993970715,0.4857132847490199,0,,,0,
100,12,independent_mondrian,3,2464,0.8380681818181818,1.0024350649350648,1.0024350649350648,0.44306243893056063,0,,,0,
100,12,independent_mondrian,4,2333,0.9177025289327047,0.9867123874839263,0.9867123874839263,0.6190104526110131,0,,,0,
100,12,ordinal_cluster,0,504,0.9226190476190477,0.9226190476190477,0.9226190476190477,0.3314065419311247,0,,,0,
100,12,ordinal_cluster,1,2377,0.9280605805637357,0.9343710559528818,0.9343710559528818,0.40103329312353886,0,,,0,
100,12,ordinal_cluster,2,2322,0.8910422049956934,0.9409991386735572,0.9409991386735572,0.42680170873094087,0,,,0,
100,12,ordinal_cluster,3,2464,0.900974025974026,1.0267857142857142,1.0267857142857142,0.5231080773812986,0,,,0,
100,12,ordinal_cluster,4,2333,0.8894127732533219,0.994856408058294,0.994856408058294,0.5708370849238903,0,,,0,
100,12,linear_structured_final_mondrian,0,504,0.9087301587301587,0.9087301587301587,0.9087301587301587,0.31357455641347304,0,0.3133261691315494,0.00024838728192361215,0,50
100,12,linear_structured_final_mondrian,1,2377,0.8161548169962137,0.8308792595708877,0.8308792595708877,0.3004358251090703,0,0.38582616913154943,-0.08539034402247914,0,50
100,12,linear_structured_final_mondrian,2,2322,0.9444444444444444,0.9633936261843239,0.9633936261843239,0.5162469688946165,0,0.45832616913154944,0.05792079976306708,0,50
100,12,linear_structured_final_mondrian,3,2464,0.8031655844155844,0.9797077922077922,0.9797077922077922,0.4091443641761857,0,0.5308261691315495,-0.12168180495536374,0,50
100,12,linear_structured_final_mondrian,4,2333,0.9177025289327047,0.9734247749678525,0.9734247749678525,0.6190104526110131,0,0.6033261691315495,0.0156842834794636,0,50
100,13,independent_mondrian,0,517,0.8820116054158608,0.8820116054158608,0.8820116054158608,0.2898246343991637,0,,,0,
100,13,independent_mondrian,1,2354,0.9095157179269329,0.913338997451147,0.913338997451147,0.3775892180285056,0,,,0,
100,13,independent_mondrian,2,2340,0.8653846153846154,0.9414529914529914,0.9414529914529914,0.40793143303216656,0,,,0,
100,13,independent_mondrian,3,2359,0.9385332768122086,1.1097922848664687,1.1097922848664687,0.5906550218982813,0,,,0,
100,13,independent_mondrian,4,2430,0.9288065843621399,1.051440329218107,1.051440329218107,0.6643541995364636,0,,,0,
100,13,ordinal_cluster,0,517,0.9381044487427466,0.9381044487427466,0.9381044487427466,0.34856312964512354,0,,,0,
100,13,ordinal_cluster,1,2354,0.9010195412064571,0.9099405267629567,0.9099405267629567,0.36913157051965095,0,,,0,
100,13,ordinal_cluster,2,2340,0.8901709401709401,0.9504273504273504,0.9504273504273504,0.4433512566993152,0,,,0,
100,13,ordinal_cluster,3,2359,0.9181856718948707,1.0644340822382365,1.0644340822382365,0.5442078817551095,0,,,0,
100,13,ordinal_cluster,4,2430,0.9082304526748971,1.008230452674897,1.008230452674897,0.617724879441941,0,,,0,
100,13,linear_structured_final_mondrian,0,517,0.8878143133462283,0.8878143133462283,0.8878143133462283,0.2975606808894534,0,0.2722783978720812,0.02528228301737223,0,50
100,13,linear_structured_final_mondrian,1,2354,0.9290569243840272,0.9337298215802888,0.9337298215802888,0.40611586471145117,0,0.3697783978720811,0.03633746683937006,0,50
