n_str,repetition,class_j,class_k,true_ks,final_certificate,certificate_covers_true_ks,simultaneous_certificate_covers_all_pairs
20000,0,0,2,0.019945036390476102,0.06987462200007204,1,1
20000,0,0,3,0.029913659851819575,0.08216720227630157,1,1
20000,0,0,4,0.03987761167674496,0.1764241071081214,1,1
20000,0,1,2,0.009973297288075951,0.05897989122463092,1,1
20000,0,1,3,0.019945036390476102,0.07095041390049832,1,1
20000,0,1,4,0.029913659851819575,0.1658574191825095,1,1
20000,0,2,3,0.009973297288075951,0.0693300644659117,1,1
20000,0,2,4,0.019945036390476102,0.1644607754001907,1,1
20000,0,3,4,0.009973297288075951,0.15850385467644731,1,1
50000,0,0,1,0.009973297288075951,0.04273634552147498,1,1
50000,0,0,2,0.019945036390476102,0.05154192177073213,1,1
50000,0,0,3,0.029913659851819575,0.059217514472840946,1,1
50000,0,0,4,0.03987761167674496,0.11889347017356416,1,1
50000,0,1,2,0.009973297288075951,0.04217209462912452,1,1
50000,0,1,3,0.019945036390476102,0.05365969172282618,1,1
50000,0,1,4,0.029913659851819575,0.10862835510635371,1,1
50000,0,2,3,0.009973297288075951,0.046949939103504174,1,1
50000,0,2,4,0.019945036390476102,0.10549955635353597,1,1
50000,0,3,4,0.009973297288075951,0.09821497113026795,1,1
500,1,0,1,0.009973297288075951,0.3598478704881738,1,1
500,1,0,2,0.019945036390476102,0.3454467803850081,1,1
500,1,0,3,0.029913659851819575,0.34424898598103804,1,1
500,1,0,4,0.03987761167674496,1.0,1,1
500,1,1,2,0.009973297288075951,0.38012912603916194,1,1
500,1,1,3,0.019945036390476102,0.38478185149812993,1,1
500,1,1,4,0.029913659851819575,1.0,1,1
500,1,2,3,0.009973297288075951,0.3795022080898293,1,1
500,1,2,4,0.019945036390476102,1.0,1,1
500,1,3,4,0.009973297288075951,1.0,1,1
1000,1,0,1,0.009973297288075951,0.23455881519185673,1,1
1000,1,0,2,0.019945036390476102,0.2833489962161992,1,1
1000,1,0,3,0.029913659851819575,0.33745262656920694,1,1
1000,1,0,4,0.03987761167674496,0.7761342848695607,1,1
1000,1,1,2,0.009973297288075951,0.2901203772211597,1,1
1000,1,1,3,0.019945036390476102,0.3222062141952411,1,1
1000,1,1,4,0.029913659851819575,0.8012598791933292,1,1
1000,1,2,3,0.009973297288075951,0.36141917289649184,1,1
1000,1,2,4,0.019945036390476102,0.8035747766062749,1,1
1000,1,3,4,0.009973297288075951,0.8957815224817529,1,1
2000,1,0,1,0.009973297288075951,0.16441565391822704,1,1
2000,1,0,2,0.019945036390476102,0.2018242389745507,1,1
2000,1,0,3,0.029913659851819575,0.1865861267646856,1,1
2000,1,0,4,0.03987761167674496,0.4878433920402991,1,1
2000,1,1,2,0.009973297288075951,0.20141913724413252,1,1
2000,1,1,3,0.019945036390476102,0.19797156829382478,1,1
2000,1,1,4,0.029913659851819575,0.4857621260069904,1,1
2000,1,2,3,0.009973297288075951,0.24130047528173798,1,1
2000,1,2,4,0.019945036390476102,0.4673424087495711,1,1
2000,1,3,4,0.009973297288075951,0.5222196283474864,1,1
5000,1,0,1,0.009973297288075951,0.11967738107592779,1,1
5000,1,0,2,0.019945036390476102,0.11850525711789561,1,1
5000,1,0,3,0.029913659851819575,0.13120490634645843,1,1
5000,1,0,4,0.03987761167674496,0.2949192934036984,1,1
5000,1,1,2,0.009973297288075951,0.1418191764197546,1,1
5000,1,1,3,0.019945036390476102,0.13206762399536826,1,1
5000,1,1,4,0.029913659851819575,0.3199587956186888,1,1
5000,1,2,3,0.009973297288075951,0.14656352834387837,1,1
5000,1,2,4,0.019945036390476102,0.27917926672152305,1,1
5000,1,3,4,0.009973297288075951,0.3153017479189546,1,1
10000,1,0,1,0.009973297288075951,0.08889912842733459,1,1
10000,1,0,2,0.019945036390476102,0.09414306996920337,1,1
10000,1,0,3,0.029913659851819575,0.12550545414324146,1,1
10000,1,0,4,0.03987761167674496,0.19058583451903852,1,1
10000,1,1,2,0.009973297288075951,0.08826471492372151,1,1
10000,1,1,3,0.019945036390476102,0.11328948246831107,1,1
10000,1,1,4,0.029913659851819575,0.1808348014898286,1,1
10000,1,2,3,0.009973297288075951,0.10984740020284071,1,1
10000,1,2,4,0.019945036390476102,0.173700553160185,1,1
10000,1,3,4,0.009973297288075951,0.17201654833166263,1,1
20000,1,0,1,0.009973297288075951,0.0626455815017401,1,1
20000,1,0,2,0.019945036390476102,0.07623966996159386,1,1
20000,1,0,3,0.029913659851819575,0.08872912231841909,1,1
20000,1,0,4,0.03987761167674496,0.17575293141951165,1,1
20000,1,1,2,0.009973297288075951,0.06431128531172885,1,1
20000,1,1,3,0.019945036390476102,0.08108582084363555,1,1
20000,1,1,4,0.029913659851819575,0.1720067775534958,1,1
20000,1,2,3,0.009973297288075951,0.06830312046222961,1,1
20000,1,2,4,0.019945036390476102,0.1633401535943994,1,1
20000,1,3,4,0.009973297288075951,0.15175457688811386,1,1
50000,1,0,1,0.009973297288075951,0.05080453922141964,1,1
50000,1,0,2,0.019945036390476102,0.05521190632381882,1,1
50000,1,0,3,0.029913659851819575,0.06749319427530094,1,1
50000,1,0,4,0.03987761167674496,0.0999607210010004,1,1
50000,1,1,2,0.009973297288075951,0.03800893113623343,1,1
50000,1,1,3,0.019945036390476102,0.055786424437720944,1,1
50000,1,1,4,0.029913659851819575,0.08609632740258266,1,1
50000,1,2,3,0.009973297288075951,0.0539180848739016,1,1
50000,1,2,4,0.019945036390476102,0.08471544195447149,1,1
50000,1,3,4,0.009973297288075951,0.07808358907896182,1,1
500,2,0,1,0.009973297288075951,0.3985126229907124,1,1
500,2,0,2,0.019945036390476102,0.37789188691842013,1,1
500,2,0,3,0.029913659851819575,0.4695966512999118,1,1
500,2,0,4,0.03987761167674496,0.7260754372757828,1,1
500,2,1,2,0.009973297288075951,0.37627812027558105,1,1
500,2,1,3,0.019945036390476102,0.4131861756547562,1,1
500,2,1,4,0.029913659851819575,0.7423145342801998,1,1
500,2,2,3,0.009973297288075951,0.4221982689389641,1,1
500,2,2,4,0.019945036390476102,0.7890484055061842,1,1
500,2,3,4,0.009973297288075951,0.7706712908040598,1,1
1000,2,0,1,0.009973297288075951,0.3036740415477023,1,1
1000,2,0,2,0.019945036390476102,0.31231197984219505,1,1
1000,2,0,3,0.029913659851819575,0.37279282947479664,1,1
1000,2,0,4,0.03987761167674496,0.633740329614221,1,1
1000,2,1,2,0.009973297288075951,0.28691381826318746,1,1
1000,2,1,3,0.019945036390476102,0.3381872759037912,1,1
1000,2,1,4,0.029913659851819575,0.623809609298833,1,1
1000,2,2,3,0.009973297288075951,0.3686356401488375,1,1
1000,2,2,4,0.019945036390476102,0.6255033947893005,1,1
1000,2,3,4,0.009973297288075951,0.5242617618866448,1,1
2000,2,0,1,0.009973297288075951,0.21079440996241955,1,1
2000,2,0,2,0.019945036390476102,0.18421554512604138,1,1
2000,2,0,3,0.029913659851819575,0.26009878802070807,1,1
2000,2,0,4,0.03987761167674496,0.5129442120838252,1,1
2000,2,1,2,0.009973297288075951,0.21963263173982217,1,1
2000,2,1,3,0.019945036390476102,0.23963071575560355,1,1
2000,2,1,4,0.029913659851819575,0.4737994982308691,1,1
2000,2,2,3,0.009973297288075951,0.27211484849172407,1,1
2000,2,2,4,0.019945036390476102,0.5263551357643026,1,1
2000,2,3,4,0.009973297288075951,0.42856060525950634,1,1
5000,2,0,1,0.009973297288075951,0.12519716928714958,1,1
5000,2,0,2,0.019945036390476102,0.12184976479989357,1,1
5000,2,0,3,0.029913659851819575,0.14618584893028252,1,1
5000,2,0,4,0.03987761167674496,0.29232971091214194,1,1
5000,2,1,2,0.009973297288075951,0.12117131572363507,1,1
5000,2,1,3,0.019945036390476102,0.12911809886842335,1,1
5000,2,1,4,0.029913659851819575,0.28317422019941085,1,1
5000,2,2,3,0.009973297288075951,0.13620939499686133,1,1
5000,2,2,4,0.019945036390476102,0.2827606895438731,1,1
5000,2,3,4,0.009973297288075951,0.2627722944665577,1,1
10000,2,0,1,0.009973297288075951,0.08850495859695695,1,1
10000,2,0,2,0.019945036390476102,0.08897094324531223,1,1
10000,2,0,3,0.029913659851819575,0.10283569036279913,1,1
10000,2,0,4,0.03987761167674496,0.19631900608633585,1,1
10000,2,1,2,0.009973297288075951,0.10741160024187134,1,1
10000,2,1,3,0.019945036390476102,0.11408346917932241,1,1
10000,2,1,4,0.029913659851819575,0.2161002993507195,1,1
10000,2,2,3,0.009973297288075951,0.10616198055349864,1,1
10000,2,2,4,0.019945036390476102,0.19837078220000648,1,1
10000,2,3,4,0.009973297288075951,0.1887479335234669,1,1
20000,2,0,1,0.009973297288075951,0.06559138109320567,1,1
20000,2,0,2,0.019945036390476102,0.06922928417825522,1,1
20000,2,0,3,0.029913659851819575,0.08869069759984953,1,1
20000,2,0,4,0.03987761167674496,0.1378374611536068,1,1
20000,2,1,2,0.009973297288075951,0.07108594517066111,1,1
20000,2,1,3,0.019945036390476102,0.08104730554793672,1,1
20000,2,1,4,0.029913659851819575,0.12871180883965913,1,1
20000,2,2,3,0.009973297288075951,0.08165177826373413,1,1
20000,2,2,4,0.019945036390476102,0.13117868096328988,1,1
20000,2,3,4,0.009973297288075951,0.1230310800434515,1,1
50000,2,0,1,0.009973297288075951,0.04154444017728888,1,1
50000,2,0,2,0.019945036390476102,0.053971431815866465,1,1
50000,2,0,3,0.029913659851819575,0.05868718740660805,1,1
50000,2,0,4,0.03987761167674496,0.0930525874059235,1,1
50000,2,1,2,0.009973297288075951,0.04735050610686553,1,1
50000,2,1,3,0.019945036390476102,0.05131287769019205,1,1
50000,2,1,4,0.029913659851819575,0.08665436122779971,1,1
50000,2,2,3,0.009973297288075951,0.043763229249345725,1,1
50000,2,2,4,0.019945036390476102,0.07721772923323975,1,1
50000,2,3,4,0.009973297288075951,0.0750641134905706,1,1
500,3,0,1,0.009973297288075951,0.35812658037896605,1,1
500,3,0,2,0.019945036390476102,0.3723945750206502,1,1
500,3,0,3,0.029913659851819575,0.3888822042041111,1,1
500,3,0,4,0.03987761167674496,0.6909817109400824,1,1
500,3,1,2,0.009973297288075951,0.3727191016818149,1,1
500,3,1,3,0.019945036390476102,0.3931982111183562,1,1
500,3,1,4,0.029913659851819575,0.6892752177179555,1,1
500,3,2,3,0.009973297288075951,0.4015217326723195,1,1
500,3,2,4,0.019945036390476102,0.7082347716414232,1,1
500,3,3,4,0.009973297288075951,0.6780112179253508,1,1
1000,3,0,1,0.009973297288075951,0.2546215009739526,1,1
1000,3,0,2,0.019945036390476102,0.3162881208157353,1,1
1000,3,0,3,0.029913659851819575,0.2749906212383089,1,1
1000,3,0,4,0.03987761167674496,0.5822120705417764,1,1
1000,3,1,2,0.009973297288075951,0.2716881811719919,1,1
1000,3,1,3,0.019945036390476102,0.2724983180242082,1,1
1000,3,1,4,0.029913659851819575,0.5461302990188502,1,1
1000,3,2,3,0.009973297288075951,0.33708375071857866,1,1
1000,3,2,4,0.019945036390476102,0.5302924512899403,1,1
1000,3,3,4,0.009973297288075951,0.5868489668393548,1,1
2000,3,0,1,0.009973297288075951,0.18090138267061928,1,1
2000,3,0,2,0.019945036390476102,0.21023940558369034,1,1
2000,3,0,3,0.029913659851819575,0.2203221911441568,1,1
2000,3,0,4,0.03987761167674496,0.40268980717710046,1,1
2000,3,1,2,0.009973297288075951,0.22111451004794577,1,1
2000,3,1,3,0.019945036390476102,0.24054705246636043,1,1
2000,3,1,4,0.029913659851819575,0.41477651428982676,1,1
2000,3,2,3,0.009973297288075951,0.2423869011718975,1,1
2000,3,2,4,0.019945036390476102,0.43691655895659687,1,1
2000,3,3,4,0.009973297288075951,0.3768581418579341,1,1
5000,3,0,1,0.009973297288075951,0.11483839067774756,1,1
5000,3,0,2,0.019945036390476102,0.13643043435299407,1,1
5000,3,0,3,0.029913659851819575,0.11761840251311312,1,1
5000,3,0,4,0.03987761167674496,0.26251693555104705,1,1
5000,3,1,2,0.009973297288075951,0.1227354088618626,1,1
5000,3,1,3,0.019945036390476102,0.12817307164443695,1,1
5000,3,1,4,0.029913659851819575,0.2847629392896237,1,1
5000,3,2,3,0.009973297288075951,0.13708440256272264,1,1
5000,3,2,4,0.019945036390476102,0.2806273854115148,1,1
5000,3,3,4,0.009973297288075951,0.2805228176318394,1,1
10000,3,0,1,0.009973297288075951,0.08965711909676054,1,1
10000,3,0,2,0.019945036390476102,0.10113768639203588,1,1
10000,3,0,3,0.029913659851819575,0.11256305181967573,1,1
10000,3,0,4,0.03987761167674496,0.21677291363266202,1,1
10000,3,1,2,0.009973297288075951,0.09564139798612858,1,1
10000,3,1,3,0.019945036390476102,0.1052075349829539,1,1
10000,3,1,4,0.029913659851819575,0.20712771849772277,1,1
10000,3,2,3,0.009973297288075951,0.09681506636967524,1,1
10000,3,2,4,0.019945036390476102,0.1908182663689958,1,1
10000,3,3,4,0.009973297288075951,0.18519495109592404,1,1
20000,3,0,1,0.009973297288075951,0.05964741926490728,1,1
20000,3,0,2,0.019945036390476102,0.06330861874501784,1,1
20000,3,0,3,0.029913659851819575,0.07942865773378764,1,1
20000,3,0,4,0.03987761167674496,0.15189319245893734,1,1
20000,3,1,2,0.009973297288075951,0.06964599979690266,1,1
20000,3,1,3,0.019945036390476102,0.07664000835105476,1,1
20000,3,1,4,0.029913659851819575,0.1541589709377152,1,1
20000,3,2,3,0.009973297288075951,0.07123974292315903,1,1
20000,3,2,4,0.019945036390476102,0.1466125450339597,1,1
20000,3,3,4,0.009973297288075951,0.13646002967632836,1,1
50000,3,0,1,0.009973297288075951,0.04156474713740599,1,1
50000,3,0,2,0.019945036390476102,0.049828136607006954,1,1
50000,3,0,3,0.029913659851819575,0.06776899742114995,1,1
50000,3,0,4,0.03987761167674496,0.09808863166918698,1,1
50000,3,1,2,0.009973297288075951,0.042412160571127705,1,1
50000,3,1,3,0.019945036390476102,0.05777176399185334,1,1
50000,3,1,4,0.029913659851819575,0.09544239960521822,1,1
50000,3,2,3,0.009973297288075951,0.05357563332390361,1,1
50000,3,2,4,0.019945036390476102,0.08934265394888427,1,1
50000,3,3,4,0.009973297288075951,0.07336297608483683,1,1
500,4,0,1,0.009973297288075951,0.38098711160565646,1,1
500,4,0,2,0.019945036390476102,0.41544672470259636,1,1
500,4,0,3,0.029913659851819575,0.4158943937574915,1,1
500,4,0,4,0.03987761167674496,0.7689854121019981,1,1
500,4,1,2,0.009973297288075951,0.4196145487164221,1,1
500,4,1,3,0.019945036390476102,0.47658017379093426,1,1
500,4,1,4,0.029913659851819575,0.7236789009272028,1,1
500,4,2,3,0.009973297288075951,0.4562778821259695,1,1
500,4,2,4,0.019945036390476102,0.8530364732078162,1,1
500,4,3,4,0.009973297288075951,0.8660734908985714,1,1
1000,4,0,1,0.009973297288075951,0.2792798448036543,1,1
1000,4,0,2,0.019945036390476102,0.31167925742305763,1,1
1000,4,0,3,0.029913659851819575,0.3311608630662212,1,1
1000,4,0,4,0.03987761167674496,0.6467913159590573,1,1
1000,4,1,2,0.009973297288075951,0.25937594668122754,1,1
1000,4,1,3,0.019945036390476102,0.2834882059959655,1,1
1000,4,1,4,0.029913659851819575,0.606551091321234,1,1
1000,4,2,3,0.009973297288075951,0.29373259914577127,1,1
1000,4,2,4,0.019945036390476102,0.6214958369974793,1,1
1000,4,3,4,0.009973297288075951,0.643474504920314,1,1
2000,4,0,1,0.009973297288075951,0.16893311867008512,1,1
2000,4,0,2,0.019945036390476102,0.17333194402612406,1,1
2000,4,0,3,0.029913659851819575,0.20046768162516604,1,1
2000,4,0,4,0.03987761167674496,0.43488223067674125,1,1
2000,4,1,2,0.009973297288075951,0.18382247111529693,1,1
2000,4,1,3,0.019945036390476102,0.2008406678092085,1,1
2000,4,1,4,0.029913659851819575,0.4572855722350325,1,1
2000,4,2,3,0.009973297288075951,0.2101119090563327,1,1
2000,4,2,4,0.019945036390476102,0.46195642845217744,1,1
2000,4,3,4,0.009973297288075951,0.48670553120635063,1,1
5000,4,0,1,0.009973297288075951,0.13558646733343035,1,1
5000,4,0,2,0.019945036390476102,0.1247374210075423,1,1
5000,4,0,3,0.029913659851819575,0.13815303323604625,1,1
5000,4,0,4,0.03987761167674496,0.22815707891250864,1,1
5000,4,1,2,0.009973297288075951,0.1232637955072847,1,1
5000,4,1,3,0.019945036390476102,0.1368760376307241,1,1
5000,4,1,4,0.029913659851819575,0.20806652096510247,1,1
5000,4,2,3,0.009973297288075951,0.1282281102265965,1,1
5000,4,2,4,0.019945036390476102,0.2272032421392469,1,1
5000,4,3,4,0.009973297288075951,0.2366337378779847,1,1
10000,4,0,1,0.009973297288075951,0.08038355830979912,1,1
10000,4,0,2,0.019945036390476102,0.0867870363561784,1,1
10000,4,0,3,0.029913659851819575,0.11357150730078085,1,1
10000,4,0,4,0.03987761167674496,0.1688756358431171,1,1
10000,4,1,2,0.009973297288075951,0.09647459162767846,1,1
10000,4,1,3,0.019945036390476102,0.12615661844230977,1,1
10000,4,1,4,0.029913659851819575,0.18285693959873073,1,1
10000,4,2,3,0.009973297288075951,0.11236400452639042,1,1
10000,4,2,4,0.019945036390476102,0.17438587867291994,1,1
10000,4,3,4,0.009973297288075951,0.1610453346713384,1,1
20000,4,0,1,0.009973297288075951,0.060818624783133005,1,1
20000,4,0,2,0.019945036390476102,0.07094115305770028,1,1
20000,4,0,3,0.029913659851819575,0.08480191409144301,1,1
20000,4,0,4,0.03987761167674496,0.1342813683922325,1,1
20000,4,1,2,0.009973297288075951,0.06918284032863876,1,1
20000,4,1,3,0.019945036390476102,0.0759212478863592,1,1
20000,4,1,4,0.029913659851819575,0.1359323558419353,1,1
20000,4,2,3,0.009973297288075951,0.07014495318822822,1,1
20000,4,2,4,0.019945036390476102,0.12634947953669165,1,1
20000,4,3,4,0.009973297288075951,0.11708167328516253,1,1
50000,4,0,1,0.009973297288075951,0.051979535476932834,1,1
50000,4,0,2,0.019945036390476102,0.05750073034785736,1,1
50000,4,0,3,0.029913659851819575,0.06925290910798657,1,1
50000,4,0,4,0.03987761167674496,0.12367109274479997,1,1
50000,4,1,2,0.009973297288075951,0.03990868423121539,1,1
50000,4,1,3,0.019945036390476102,0.054568878556685574,1,1
50000,4,1,4,0.029913659851819575,0.11476586594142912,1,1
50000,4,2,3,0.009973297288075951,0.04977889330475728,1,1
50000,4,2,4,0.019945036390476102,0.10883260092909577,1,1
50000,4,3,4,0.009973297288075951,0.09591145741151207,1,1
500,5,0,1,0.009973297288075951,0.3974940246154418,1,1
500,5,0,2,0.019945036390476102,0.46017323687854106,1,1
500,5,0,3,0.029913659851819575,0.3856869553923276,1,1
500,5,0,4,0.03987761167674496,0.7197422298254732,1,1
500,5,1,2,0.009973297288075951,0.45412271935510173,1,1
500,5,1,3,0.019945036390476102,0.4254583096214404,1,1
500,5,1,4,0.029913659851819575,0.6981039624395727,1,1
500,5,2,3,0.009973297288075951,0.4553827511700921,1,1
500,5,2,4,0.019945036390476102,0.7455046627844258,1,1
500,5,3,4,0.009973297288075951,0.6918351290499447,1,1
1000,5,0,1,0.009973297288075951,0.24493474423977712,1,1
1000,5,0,2,0.019945036390476102,0.25041108153856817,1,1
1000,5,0,3,0.029913659851819575,0.27202924808169876,1,1
1000,5,0,4,0.03987761167674496,0.5181510522595234,1,1
1000,5,1,2,0.009973297288075951,0.2836677613833538,1,1
1000,5,1,3,0.019945036390476102,0.294206169018121,1,1
1000,5,1,4,0.029913659851819575,0.5584651053168646,1,1
1000,5,2,3,0.009973297288075951,0.27814898420435114,1,1
1000,5,2,4,0.019945036390476102,0.5217690180460105,1,1
1000,5,3,4,0.009973297288075951,0.5381622178992063,1,1
2000,5,0,1,0.009973297288075951,0.18491483247778429,1,1
2000,5,0,2,0.019945036390476102,0.1852101858011698,1,1
2000,5,0,3,0.029913659851819575,0.19612914304805243,1,1
2000,5,0,4,0.03987761167674496,0.43253174742626077,1,1
2000,5,1,2,0.009973297288075951,0.21531747393422018,1,1
2000,5,1,3,0.019945036390476102,0.21224148622527447,1,1
2000,5,1,4,0.029913659851819575,0.47874005755013893,1,1
2000,5,2,3,0.009973297288075951,0.21086186984292865,1,1
2000,5,2,4,0.019945036390476102,0.4320370316219265,1,1
2000,5,3,4,0.009973297288075951,0.45130841686965006,1,1
5000,5,0,1,0.009973297288075951,0.11038412677038849,1,1
5000,5,0,2,0.019945036390476102,0.11593656685366965,1,1
5000,5,0,3,0.029913659851819575,0.11218508825145795,1,1
5000,5,0,4,0.03987761167674496,0.27146532316345195,1,1
5000,5,1,2,0.009973297288075951,0.1263282706378804,1,1
5000,5,1,3,0.019945036390476102,0.1139372166111825,1,1
5000,5,1,4,0.029913659851819575,0.2673699997019235,1,1
5000,5,2,3,0.009973297288075951,0.12826020000187016,1,1
5000,5,2,4,0.019945036390476102,0.28982159935184054,1,1
5000,5,3,4,0.009973297288075951,0.27492520325287234,1,1
10000,5,0,1,0.009973297288075951,0.089314501662764,1,1
10000,5,0,2,0.019945036390476102,0.09665442467032759,1,1
10000,5,0,3,0.029913659851819575,0.11433915698697,1,1
10000,5,0,4,0.03987761167674496,0.1748798788657463,1,1
10000,5,1,2,0.009973297288075951,0.08555750685308801,1,1
10000,5,1,3,0.019945036390476102,0.09381600285046154,1,1
10000,5,1,4,0.029913659851819575,0.16979689547665422,1,1
10000,5,2,3,0.009973297288075951,0.1018717956319306,1,1
10000,5,2,4,0.019945036390476102,0.17476407708457387,1,1
10000,5,3,4,0.009973297288075951,0.17782977741426825,1,1
20000,5,0,1,0.009973297288075951,0.06212987509542492,1,1
20000,5,0,2,0.019945036390476102,0.07228008064980357,1,1
20000,5,0,3,0.029913659851819575,0.08902143259871076,1,1
20000,5,0,4,0.03987761167674496,0.14902867594271846,1,1
20000,5,1,2,0.009973297288075951,0.05936528076555171,1,1
20000,5,1,3,0.019945036390476102,0.07745496659154252,1,1
20000,5,1,4,0.029913659851819575,0.1378296011170385,1,1
20000,5,2,3,0.009973297288075951,0.08062568688104127,1,1
20000,5,2,4,0.019945036390476102,0.1275267699338284,1,1
20000,5,3,4,0.009973297288075951,0.12542446538360832,1,1
50000,5,0,1,0.009973297288075951,0.049750302305839385,1,1
50000,5,0,2,0.019945036390476102,0.0607668226129774,1,1
50000,5,0,3,0.029913659851819575,0.06302159106854403,1,1
50000,5,0,4,0.03987761167674496,0.1116962115514922,1,1
50000,5,1,2,0.009973297288075951,0.04384875190585273,1,1
50000,5,1,3,0.019945036390476102,0.046275913301358836,1,1
50000,5,1,4,0.029913659851819575,0.09825143567372932,1,1
50000,5,2,3,0.009973297288075951,0.041548335225895364,1,1
50000,5,2,4,0.019945036390476102,0.09096315296551172,1,1
50000,5,3,4,0.009973297288075951,0.08693361625070413,1,1
500,6,0,1,0.009973297288075951,0.3794069039193224,1,1
500,6,0,2,0.019945036390476102,0.4430194043203804,1,1
500,6,0,3,0.029913659851819575,0.42012734313766886,1,1
500,6,0,4,0.03987761167674496,0.9222803631961701,1,1
500,6,1,2,0.009973297288075951,0.3893581718886459,1,1
500,6,1,3,0.019945036390476102,0.4275696855396013,1,1
500,6,1,4,0.029913659851819575,0.9398127479709838,1,1
500,6,2,3,0.009973297288075951,0.4347149529739376,1,1
500,6,2,4,0.019945036390476102,0.9257568619213279,1,1
500,6,3,4,0.009973297288075951,0.8543651933260924,1,1
1000,6,0,1,0.009973297288075951,0.27420999920020594,1,1
1000,6,0,2,0.019945036390476102,0.29717633216440276,1,1
1000,6,0,3,0.029913659851819575,0.3487592143631472,1,1
1000,6,0,4,0.03987761167674496,0.6170381492579221,1,1
1000,6,1,2,0.009973297288075951,0.2668368409814236,1,1
1000,6,1,3,0.019945036390476102,0.2957235075923334,1,1
1000,6,1,4,0.029913659851819575,0.5634699960728252,1,1
1000,6,2,3,0.009973297288075951,0.3164038008198541,1,1
1000,6,2,4,0.019945036390476102,0.5492973200966553,1,1
1000,6,3,4,0.009973297288075951,0.5246340590177928,1,1
2000,6,0,1,0.009973297288075951,0.17390395646691187,1,1
2000,6,0,2,0.019945036390476102,0.18337597486385576,1,1
2000,6,0,3,0.029913659851819575,0.2035138401019987,1,1
2000,6,0,4,0.03987761167674496,0.4871127823279995,1,1
2000,6,1,2,0.009973297288075951,0.19393470957561684,1,1
2000,6,1,3,0.019945036390476102,0.21203025197911413,1,1
2000,6,1,4,0.029913659851819575,0.4951985839688944,1,1
2000,6,2,3,0.009973297288075951,0.22277257547847057,1,1
2000,6,2,4,0.019945036390476102,0.5063948404124682,1,1
2000,6,3,4,0.009973297288075951,0.5485258449129498,1,1
5000,6,0,1,0.009973297288075951,0.12189148187029666,1,1
