repetition,n_cert,method,tau,candidate_threshold,candidate_true_coverage,threshold,finite,true_coverage,pac_valid,support,successes,lower_bound,accepted
3,1000,ordinal_pooled_candidate_uncertified,0.95,0.8685767599686607,0.9593230428068141,0.8685767599686607,1,0.9593230428068141,1,39,,,
3,1000,ordinal_candidate_plus_cp_certification,0.95,0.8685767599686607,0.9593230428068141,,0,1.0,1,27,27,0.8431909292866258,0
3,1000,ordinal_pooled_candidate_uncertified,0.97,0.9131287061055693,0.9753300989910394,0.9131287061055693,1,0.9753300989910394,1,39,,,
3,1000,ordinal_candidate_plus_cp_certification,0.97,0.9131287061055693,0.9753300989910394,,0,1.0,1,27,27,0.8431909292866258,0
4,1000,independent_mondrian_total_budget,,,,0.7613997863937614,1,0.8862837223568323,0,30,,,
4,1000,direct_pac_split_matched,,,1.0,,0,1.0,1,22,0,0.0,0
4,1000,direct_pac_total_budget,,,1.0,,0,1.0,1,30,0,0.0,0
4,1000,ordinal_pooled_candidate_uncertified,0.9,0.7296482663487347,0.8527362839014152,0.7296482663487347,1,0.8527362839014152,0,43,,,
4,1000,ordinal_candidate_plus_cp_certification,0.9,0.7296482663487347,0.8527362839014152,,0,1.0,1,22,19,0.6112730432159965,0
4,1000,ordinal_pooled_candidate_uncertified,0.93,0.7633625433369389,0.8881622597377541,0.7633625433369389,1,0.8881622597377541,0,43,,,
4,1000,ordinal_candidate_plus_cp_certification,0.93,0.7633625433369389,0.8881622597377541,,0,1.0,1,22,20,0.6695000540987375,0
4,1000,ordinal_pooled_candidate_uncertified,0.95,0.8399812628561577,0.9451903158234027,0.8399812628561577,1,0.9451903158234027,1,43,,,
4,1000,ordinal_candidate_plus_cp_certification,0.95,0.8399812628561577,0.9451903158234027,,0,1.0,1,22,21,0.7341595291255449,0
4,1000,ordinal_pooled_candidate_uncertified,0.97,0.9894977996531317,0.9905497843401543,0.9894977996531317,1,0.9905497843401543,1,43,,,
4,1000,ordinal_candidate_plus_cp_certification,0.97,0.9894977996531317,0.9905497843401543,,0,1.0,1,22,22,0.8111308307896872,0
5,1000,independent_mondrian_total_budget,,,,0.8679678247200104,1,0.9590563647284255,1,42,,,
5,1000,direct_pac_split_matched,,,1.0,,0,1.0,1,33,0,0.0,0
5,1000,direct_pac_total_budget,,,1.0,,0,1.0,1,42,0,0.0,0
5,1000,ordinal_pooled_candidate_uncertified,0.9,0.851050072962822,0.9510631386469228,0.851050072962822,1,0.9510631386469228,1,50,,,
5,1000,ordinal_candidate_plus_cp_certification,0.9,0.851050072962822,0.9510631386469228,,0,1.0,1,33,31,0.7687792986407331,0
5,1000,ordinal_pooled_candidate_uncertified,0.93,0.931192051117153,0.9801068263512196,0.931192051117153,1,0.9801068263512196,1,50,,,
5,1000,ordinal_candidate_plus_cp_certification,0.93,0.931192051117153,0.9801068263512196,,0,1.0,1,33,33,0.8697490026177834,0
5,1000,ordinal_pooled_candidate_uncertified,0.95,0.9504078930632828,0.9843028769063794,0.9504078930632828,1,0.9843028769063794,1,50,,,
5,1000,ordinal_candidate_plus_cp_certification,0.95,0.9504078930632828,0.9843028769063794,,0,1.0,1,33,33,0.8697490026177834,0
5,1000,ordinal_pooled_candidate_uncertified,0.97,0.9722851578534457,0.9881335483539315,0.9722851578534457,1,0.9881335483539315,1,50,,,
5,1000,ordinal_candidate_plus_cp_certification,0.97,0.9722851578534457,0.9881335483539315,,0,1.0,1,33,33,0.8697490026177834,0
6,1000,independent_mondrian_total_budget,,,,0.7231819363002564,1,0.8451638009472825,0,37,,,
6,1000,direct_pac_split_matched,,,1.0,,0,1.0,1,29,0,0.0,0
6,1000,direct_pac_total_budget,,,1.0,,0,1.0,1,37,0,0.0,0
6,1000,ordinal_pooled_candidate_uncertified,0.9,0.8116470887200731,0.9276121713141308,0.8116470887200731,1,0.9276121713141308,1,48,,,
6,1000,ordinal_candidate_plus_cp_certification,0.9,0.8116470887200731,0.9276121713141308,,0,1.0,1,29,28,0.7921220242253999,0
6,1000,ordinal_pooled_candidate_uncertified,0.93,0.8348291071126359,0.9422730963025875,0.8348291071126359,1,0.9422730963025875,1,48,,,
6,1000,ordinal_candidate_plus_cp_certification,0.93,0.8348291071126359,0.9422730963025875,,0,1.0,1,29,28,0.7921220242253999,0
6,1000,ordinal_pooled_candidate_uncertified,0.95,0.8832517516545036,0.9653346557744443,0.8832517516545036,1,0.9653346557744443,1,48,,,
6,1000,ordinal_candidate_plus_cp_certification,0.95,0.8832517516545036,0.9653346557744443,,0,1.0,1,29,29,0.8531678524172808,0
6,1000,ordinal_pooled_candidate_uncertified,0.97,1.0552808123479809,0.996279156611414,1.0552808123479809,1,0.996279156611414,1,48,,,
6,1000,ordinal_candidate_plus_cp_certification,0.97,1.0552808123479809,0.996279156611414,,0,1.0,1,29,29,0.8531678524172808,0
7,1000,independent_mondrian_total_budget,,,,0.7524494478556036,1,0.877432474431233,0,52,,,
7,1000,direct_pac_split_matched,,0.8417578756920047,0.9461687979076475,0.8417578756920047,1,0.9461687979076475,1,49,49,0.9102981779915218,1
7,1000,direct_pac_total_budget,,0.8417578756920047,0.9461687979076475,0.8417578756920047,1,0.9461687979076475,1,52,52,0.9152473108773889,1
7,1000,ordinal_pooled_candidate_uncertified,0.9,0.7842914817080919,0.9068255525174836,0.7842914817080919,1,0.9068255525174836,1,40,,,
7,1000,ordinal_candidate_plus_cp_certification,0.9,0.7842914817080919,0.9068255525174836,,0,1.0,1,49,47,0.8392870366056464,0
7,1000,ordinal_pooled_candidate_uncertified,0.93,0.8776703035435772,0.9631403434863317,0.8776703035435772,1,0.9631403434863317,1,40,,,
7,1000,ordinal_candidate_plus_cp_certification,0.93,0.8776703035435772,0.9631403434863317,0.8776703035435772,1,0.9631403434863317,1,49,49,0.9102981779915218,1
7,1000,ordinal_pooled_candidate_uncertified,0.95,0.8776703035435772,0.9631403434863317,0.8776703035435772,1,0.9631403434863317,1,40,,,
7,1000,ordinal_candidate_plus_cp_certification,0.95,0.8776703035435772,0.9631403434863317,0.8776703035435772,1,0.9631403434863317,1,49,49,0.9102981779915218,1
7,1000,ordinal_pooled_candidate_uncertified,0.97,0.9231434703735121,0.9780852299433702,0.9231434703735121,1,0.9780852299433702,1,40,,,
7,1000,ordinal_candidate_plus_cp_certification,0.97,0.9231434703735121,0.9780852299433702,0.9231434703735121,1,0.9780852299433702,1,49,49,0.9102981779915218,1
8,1000,independent_mondrian_total_budget,,,,0.7598346479469015,1,0.8847697048163863,0,40,,,
8,1000,direct_pac_split_matched,,,1.0,,0,1.0,1,28,0,0.0,0
8,1000,direct_pac_total_budget,,,1.0,,0,1.0,1,40,0,0.0,0
8,1000,ordinal_pooled_candidate_uncertified,0.9,0.7085111207535029,0.8270458713156037,0.7085111207535029,1,0.8270458713156037,0,49,,,
8,1000,ordinal_candidate_plus_cp_certification,0.9,0.7085111207535029,0.8270458713156037,,0,1.0,1,28,24,0.6387251755890322,0
8,1000,ordinal_pooled_candidate_uncertified,0.93,0.7598346479469015,0.8847697048163863,0.7598346479469015,1,0.8847697048163863,0,49,,,
8,1000,ordinal_candidate_plus_cp_certification,0.93,0.7598346479469015,0.8847697048163863,,0,1.0,1,28,25,0.6838068618994857,0
8,1000,ordinal_pooled_candidate_uncertified,0.95,0.8196686632771515,0.9329779623244498,0.8196686632771515,1,0.9329779623244498,1,49,,,
8,1000,ordinal_candidate_plus_cp_certification,0.95,0.8196686632771515,0.9329779623244498,,0,1.0,1,28,27,0.7854308593666239,0
8,1000,ordinal_pooled_candidate_uncertified,0.97,0.9660747372985995,0.9871386775140301,0.9660747372985995,1,0.9871386775140301,1,49,,,
8,1000,ordinal_candidate_plus_cp_certification,0.97,0.9660747372985995,0.9871386775140301,,0,1.0,1,28,28,0.8483428982440722,0
9,1000,independent_mondrian_total_budget,,,,0.8315278531908342,1,0.9403406074560166,1,36,,,
9,1000,direct_pac_split_matched,,,1.0,,0,1.0,1,30,0,0.0,0
9,1000,direct_pac_total_budget,,,1.0,,0,1.0,1,36,0,0.0,0
9,1000,ordinal_pooled_candidate_uncertified,0.9,0.7257301789362548,0.8481781236111146,0.7257301789362548,1,0.8481781236111146,0,49,,,
9,1000,ordinal_candidate_plus_cp_certification,0.9,0.7257301789362548,0.8481781236111146,,0,1.0,1,30,25,0.6191953441225875,0
9,1000,ordinal_pooled_candidate_uncertified,0.93,0.7978915988083235,0.9176532371207102,0.7978915988083235,1,0.9176532371207102,1,49,,,
9,1000,ordinal_candidate_plus_cp_certification,0.93,0.7978915988083235,0.9176532371207102,,0,1.0,1,30,26,0.6596735012709622,0
9,1000,ordinal_pooled_candidate_uncertified,0.95,0.8323701701352773,0.9408384353767821,0.8323701701352773,1,0.9408384353767821,1,49,,,
9,1000,ordinal_candidate_plus_cp_certification,0.95,0.8323701701352773,0.9408384353767821,,0,1.0,1,30,28,0.7481011741706618,0
9,1000,ordinal_pooled_candidate_uncertified,0.97,0.9765979585201099,0.9887845151847392,0.9765979585201099,1,0.9887845151847392,1,49,,,
9,1000,ordinal_candidate_plus_cp_certification,0.97,0.9765979585201099,0.9887845151847392,,0,1.0,1,30,30,0.857695898590894,0
10,1000,independent_mondrian_total_budget,,,,0.8962706307114565,1,0.9700380525327927,1,42,,,
10,1000,direct_pac_split_matched,,,1.0,,0,1.0,1,35,0,0.0,0
10,1000,direct_pac_total_budget,,,1.0,,0,1.0,1,42,0,0.0,0
10,1000,ordinal_pooled_candidate_uncertified,0.9,0.7087155569785919,0.8273072755626917,0.7087155569785919,1,0.8273072755626917,0,49,,,
10,1000,ordinal_candidate_plus_cp_certification,0.9,0.7087155569785919,0.8273072755626917,,0,1.0,1,35,27,0.5673421615351053,0
10,1000,ordinal_pooled_candidate_uncertified,0.93,0.7561469220341013,0.8811459161030288,0.7561469220341013,1,0.8811459161030288,0,49,,,
10,1000,ordinal_candidate_plus_cp_certification,0.93,0.7561469220341013,0.8811459161030288,,0,1.0,1,35,27,0.5673421615351053,0
10,1000,ordinal_pooled_candidate_uncertified,0.95,0.7635519055911766,0.8883423158460497,0.7635519055911766,1,0.8883423158460497,0,49,,,
10,1000,ordinal_candidate_plus_cp_certification,0.95,0.7635519055911766,0.8883423158460497,,0,1.0,1,35,27,0.5673421615351053,0
10,1000,ordinal_pooled_candidate_uncertified,0.97,0.8651534756977595,0.9578053646053272,0.8651534756977595,1,0.9578053646053272,1,49,,,
10,1000,ordinal_candidate_plus_cp_certification,0.97,0.8651534756977595,0.9578053646053272,,0,1.0,1,35,31,0.702853766610473,0
11,1000,independent_mondrian_total_budget,,,,0.884169529968547,1,0.9656849906201077,1,20,,,
11,1000,direct_pac_split_matched,,,1.0,,0,1.0,1,13,0,0.0,0
11,1000,direct_pac_total_budget,,,1.0,,0,1.0,1,20,0,0.0,0
11,1000,ordinal_pooled_candidate_uncertified,0.9,0.8016399177932365,0.9204640110231701,0.8016399177932365,1,0.9204640110231701,1,36,,,
11,1000,ordinal_candidate_plus_cp_certification,0.9,0.8016399177932365,0.9204640110231701,,0,1.0,1,13,11,0.4938292820196446,0
11,1000,ordinal_pooled_candidate_uncertified,0.93,0.8505319777872851,0.950799948952018,0.8505319777872851,1,0.950799948952018,1,36,,,
11,1000,ordinal_candidate_plus_cp_certification,0.93,0.8505319777872851,0.950799948952018,,0,1.0,1,13,12,0.5871734733626781,0
11,1000,ordinal_pooled_candidate_uncertified,0.95,0.9453471910016076,0.983278985846842,0.9453471910016076,1,0.983278985846842,1,36,,,
11,1000,ordinal_candidate_plus_cp_certification,0.95,0.9453471910016076,0.983278985846842,,0,1.0,1,13,13,0.7017038286703827,0
11,1000,ordinal_pooled_candidate_uncertified,0.97,0.9453471910016076,0.983278985846842,0.9453471910016076,1,0.983278985846842,1,36,,,
11,1000,ordinal_candidate_plus_cp_certification,0.97,0.9453471910016076,0.983278985846842,,0,1.0,1,13,13,0.7017038286703827,0
12,1000,independent_mondrian_total_budget,,,,0.8732491597300072,1,0.9613226897449689,1,32,,,
12,1000,direct_pac_split_matched,,,1.0,,0,1.0,1,30,0,0.0,0
12,1000,direct_pac_total_budget,,,1.0,,0,1.0,1,32,0,0.0,0
12,1000,ordinal_pooled_candidate_uncertified,0.9,0.7608459173606175,0.8857495733123875,0.7608459173606175,1,0.8857495733123875,0,53,,,
12,1000,ordinal_candidate_plus_cp_certification,0.9,0.7608459173606175,0.8857495733123875,,0,1.0,1,30,24,0.58049195949909,0
12,1000,ordinal_pooled_candidate_uncertified,0.93,0.8029345768079637,0.9214177858538191,0.8029345768079637,1,0.9214177858538191,1,53,,,
12,1000,ordinal_candidate_plus_cp_certification,0.93,0.8029345768079637,0.9214177858538191,,0,1.0,1,30,26,0.6596735012709622,0
12,1000,ordinal_pooled_candidate_uncertified,0.95,0.827724551755158,0.9380517904412065,0.827724551755158,1,0.9380517904412065,1,53,,,
12,1000,ordinal_candidate_plus_cp_certification,0.95,0.827724551755158,0.9380517904412065,,0,1.0,1,30,27,0.7023813218540047,0
12,1000,ordinal_pooled_candidate_uncertified,0.97,0.9923823856324365,0.9909095195720676,0.9923823856324365,1,0.9909095195720676,1,53,,,
12,1000,ordinal_candidate_plus_cp_certification,0.97,0.9923823856324365,0.9909095195720676,,0,1.0,1,30,30,0.857695898590894,0
13,1000,independent_mondrian_total_budget,,,,0.8657671699734819,1,0.9580807610306062,1,34,,,
13,1000,direct_pac_split_matched,,,1.0,,0,1.0,1,31,0,0.0,0
13,1000,direct_pac_total_budget,,,1.0,,0,1.0,1,34,0,0.0,0
13,1000,ordinal_pooled_candidate_uncertified,0.9,0.8234470085680442,0.9353963241284916,0.8234470085680442,1,0.9353963241284916,1,46,,,
13,1000,ordinal_candidate_plus_cp_certification,0.9,0.8234470085680442,0.9353963241284916,,0,1.0,1,31,27,0.6692734687190798,0
13,1000,ordinal_pooled_candidate_uncertified,0.93,0.8279480733372151,0.9381881734927797,0.8279480733372151,1,0.9381881734927797,1,46,,,
13,1000,ordinal_candidate_plus_cp_certification,0.93,0.8279480733372151,0.9381881734927797,,0,1.0,1,31,27,0.6692734687190798,0
13,1000,ordinal_pooled_candidate_uncertified,0.95,0.8633090284287263,0.9569688434373393,0.8633090284287263,1,0.9569688434373393,1,46,,,
13,1000,ordinal_candidate_plus_cp_certification,0.95,0.8633090284287263,0.9569688434373393,,0,1.0,1,31,28,0.7108808679396739,0
13,1000,ordinal_pooled_candidate_uncertified,0.97,0.9672836792055572,0.9873378113838449,0.9672836792055572,1,0.9873378113838449,1,46,,,
13,1000,ordinal_candidate_plus_cp_certification,0.97,0.9672836792055572,0.9873378113838449,,0,1.0,1,31,30,0.8043306237041099,0
14,1000,independent_mondrian_total_budget,,,,0.7466956449880724,1,0.8714932597927492,0,32,,,
14,1000,direct_pac_split_matched,,,1.0,,0,1.0,1,27,0,0.0,0
14,1000,direct_pac_total_budget,,,1.0,,0,1.0,1,32,0,0.0,0
14,1000,ordinal_pooled_candidate_uncertified,0.9,0.7821455791765817,0.9050251447426862,0.7821455791765817,1,0.9050251447426862,1,39,,,
14,1000,ordinal_candidate_plus_cp_certification,0.9,0.7821455791765817,0.9050251447426862,,0,1.0,1,27,27,0.8431909292866258,0
14,1000,ordinal_pooled_candidate_uncertified,0.93,0.8463471747903455,0.9486324303319585,0.8463471747903455,1,0.9486324303319585,1,39,,,
14,1000,ordinal_candidate_plus_cp_certification,0.93,0.8463471747903455,0.9486324303319585,,0,1.0,1,27,27,0.8431909292866258,0
14,1000,ordinal_pooled_candidate_uncertified,0.95,0.8463471747903455,0.9486324303319585,0.8463471747903455,1,0.9486324303319585,1,39,,,
14,1000,ordinal_candidate_plus_cp_certification,0.95,0.8463471747903455,0.9486324303319585,,0,1.0,1,27,27,0.8431909292866258,0
14,1000,ordinal_pooled_candidate_uncertified,0.97,0.9295622607446541,0.9797107538355443,0.9295622607446541,1,0.9797107538355443,1,39,,,
14,1000,ordinal_candidate_plus_cp_certification,0.97,0.9295622607446541,0.9797107538355443,,0,1.0,1,27,27,0.8431909292866258,0
15,1000,independent_mondrian_total_budget,,,,0.787378118522893,1,0.9093708239940494,1,29,,,
15,1000,direct_pac_split_matched,,,1.0,,0,1.0,1,24,0,0.0,0
15,1000,direct_pac_total_budget,,,1.0,,0,1.0,1,29,0,0.0,0
15,1000,ordinal_pooled_candidate_uncertified,0.9,0.7757055019995855,0.8994682543855269,0.7757055019995855,1,0.8994682543855269,0,42,,,
15,1000,ordinal_candidate_plus_cp_certification,0.9,0.7757055019995855,0.8994682543855269,,0,1.0,1,24,21,0.6388303727216045,0
15,1000,ordinal_pooled_candidate_uncertified,0.93,0.8097364233379005,0.9262868115453994,0.8097364233379005,1,0.9262868115453994,1,42,,,
15,1000,ordinal_candidate_plus_cp_certification,0.93,0.8097364233379005,0.9262868115453994,,0,1.0,1,24,22,0.693369819692401,0
15,1000,ordinal_pooled_candidate_uncertified,0.95,0.8757066351140799,0.9623418358852309,0.8757066351140799,1,0.9623418358852309,1,42,,,
15,1000,ordinal_candidate_plus_cp_certification,0.95,0.8757066351140799,0.9623418358852309,,0,1.0,1,24,22,0.693369819692401,0
15,1000,ordinal_pooled_candidate_uncertified,0.97,0.8903450268688315,0.9679673485573888,0.8903450268688315,1,0.9679673485573888,1,42,,,
15,1000,ordinal_candidate_plus_cp_certification,0.97,0.8903450268688315,0.9679673485573888,,0,1.0,1,24,22,0.693369819692401,0
16,1000,independent_mondrian_total_budget,,,,0.7983721344809787,1,0.9180177035256509,1,38,,,
16,1000,direct_pac_split_matched,,,1.0,,0,1.0,1,31,0,0.0,0
16,1000,direct_pac_total_budget,,,1.0,,0,1.0,1,38,0,0.0,0
16,1000,ordinal_pooled_candidate_uncertified,0.9,0.8404390025214197,0.9454437536956322,0.8404390025214197,1,0.9454437536956322,1,53,,,
16,1000,ordinal_candidate_plus_cp_certification,0.9,0.8404390025214197,0.9454437536956322,,0,1.0,1,31,29,0.7553904519975658,0
16,1000,ordinal_pooled_candidate_uncertified,0.93,0.8438266172572639,0.9472906843442401,0.8438266172572639,1,0.9472906843442401,1,53,,,
16,1000,ordinal_candidate_plus_cp_certification,0.93,0.8438266172572639,0.9472906843442401,,0,1.0,1,31,29,0.7553904519975658,0
16,1000,ordinal_pooled_candidate_uncertified,0.95,0.9563260724778442,0.985431587916624,0.9563260724778442,1,0.985431587916624,1,53,,,
16,1000,ordinal_candidate_plus_cp_certification,0.95,0.9563260724778442,0.985431587916624,,0,1.0,1,31,30,0.8043306237041099,0
16,1000,ordinal_pooled_candidate_uncertified,0.97,1.0693127055180573,0.9969888389241339,1.0693127055180573,1,0.9969888389241339,1,53,,,
16,1000,ordinal_candidate_plus_cp_certification,0.97,1.0693127055180573,0.9969888389241339,,0,1.0,1,31,30,0.8043306237041099,0
17,1000,independent_mondrian_total_budget,,,,0.7113245734634744,1,0.8306211787289921,0,31,,,
17,1000,direct_pac_split_matched,,,1.0,,0,1.0,1,28,0,0.0,0
17,1000,direct_pac_total_budget,,,1.0,,0,1.0,1,31,0,0.0,0
17,1000,ordinal_pooled_candidate_uncertified,0.9,0.8129191365410002,0.9284843697025478,0.8129191365410002,1,0.9284843697025478,1,47,,,
17,1000,ordinal_candidate_plus_cp_certification,0.9,0.8129191365410002,0.9284843697025478,,0,1.0,1,28,28,0.8483428982440722,0
17,1000,ordinal_pooled_candidate_uncertified,0.93,0.8345641099011576,0.9421198120055371,0.8345641099011576,1,0.9421198120055371,1,47,,,
17,1000,ordinal_candidate_plus_cp_certification,0.93,0.8345641099011576,0.9421198120055371,,0,1.0,1,28,28,0.8483428982440722,0
17,1000,ordinal_pooled_candidate_uncertified,0.95,0.8778881439295211,0.9632280667778905,0.8778881439295211,1,0.9632280667778905,1,47,,,
17,1000,ordinal_candidate_plus_cp_certification,0.95,0.8778881439295211,0.9632280667778905,,0,1.0,1,28,28,0.8483428982440722,0
17,1000,ordinal_pooled_candidate_uncertified,0.97,1.1103058290987087,0.99841897648559,1.1103058290987087,1,0.99841897648559,1,47,,,
17,1000,ordinal_candidate_plus_cp_certification,0.97,1.1103058290987087,0.99841897648559,,0,1.0,1,28,28,0.8483428982440722,0
18,1000,independent_mondrian_total_budget,,,,0.8704773978684288,1,0.9601463564441731,1,34,,,
18,1000,direct_pac_split_matched,,,1.0,,0,1.0,1,24,0,0.0,0
18,1000,direct_pac_total_budget,,,1.0,,0,1.0,1,34,0,0.0,0
18,1000,ordinal_pooled_candidate_uncertified,0.9,0.9371139550056395,0.9814911942013691,0.9371139550056395,1,0.9814911942013691,1,44,,,
18,1000,ordinal_candidate_plus_cp_certification,0.9,0.9371139550056395,0.9814911942013691,,0,1.0,1,24,23,0.7537544946563022,0
18,1000,ordinal_pooled_candidate_uncertified,0.93,0.9397847630708803,0.9820881914477049,0.9397847630708803,1,0.9820881914477049,1,44,,,
18,1000,ordinal_candidate_plus_cp_certification,0.93,0.9397847630708803,0.9820881914477049,,0,1.0,1,24,23,0.7537544946563022,0
18,1000,ordinal_pooled_candidate_uncertified,0.95,0.9850721415018607,0.9899736596678839,0.9850721415018607,1,0.9899736596678839,1,44,,,
18,1000,ordinal_candidate_plus_cp_certification,0.95,0.9850721415018607,0.9899736596678839,,0,1.0,1,24,24,0.8254041852680185,0
18,1000,ordinal_pooled_candidate_uncertified,0.97,1.1890589944532843,0.9995890244798893,1.1890589944532843,1,0.9995890244798893,1,44,,,
18,1000,ordinal_candidate_plus_cp_certification,0.97,1.1890589944532843,0.9995890244798893,,0,1.0,1,24,24,0.8254041852680185,0
19,1000,independent_mondrian_total_budget,,,,0.8033144129587129,1,0.9216959596299994,1,32,,,
19,1000,direct_pac_split_matched,,,1.0,,0,1.0,1,26,0,0.0,0
19,1000,direct_pac_total_budget,,,1.0,,0,1.0,1,32,0,0.0,0
19,1000,ordinal_pooled_candidate_uncertified,0.9,0.7562823394542016,0.88128039328022,0.7562823394542016,1,0.88128039328022,0,49,,,
19,1000,ordinal_candidate_plus_cp_certification,0.9,0.7562823394542016,0.88128039328022,,0,1.0,1,26,22,0.6150774820527913,0
19,1000,ordinal_pooled_candidate_uncertified,0.93,0.835723084757241,0.9427878526495106,0.835723084757241,1,0.9427878526495106,1,49,,,
19,1000,ordinal_candidate_plus_cp_certification,0.93,0.835723084757241,0.9427878526495106,,0,1.0,1,26,26,0.8376776400682919,0
19,1000,ordinal_pooled_candidate_uncertified,0.95,0.8966648443274421,0.9701717785766568,0.8966648443274421,1,0.9701717785766568,1,49,,,
19,1000,ordinal_candidate_plus_cp_certification,0.95,0.8966648443274421,0.9701717785766568,,0,1.0,1,26,26,0.8376776400682919,0
19,1000,ordinal_pooled_candidate_uncertified,0.97,1.067839665298649,0.996920539594313,1.067839665298649,1,0.996920539594313,1,49,,,
