scenario,n_cal,repetition,method,eta,class_id,radius,cost,global_cost,oracle_cost,ding_cluster_cost,own_support,pooled_support,threshold,finite,guarantee_floor,actual_coverage
strong_smoothness,200,0,v0_2_local_path,0.005,2,1,0.003721379585102967,0.006698483253185341,0.0007488839385014212,0.009973297288075951,42,139,0.7467248666129016,1,0.896278620414897,0.8817190981333112
strong_smoothness,200,0,v0_2_local_path,0.005,3,1,0.004875834229726019,0.005540720715597749,0.004211188066927718,0.009973297288075951,42,90,0.7486041175081257,1,0.895124165770274,0.8786007696936482
strong_smoothness,200,0,v0_2_local_path,0.005,4,0,0.0,0.0,0.0,0.0,6,6,,0,0.9,1.0
strong_smoothness,200,0,v0_1_global_L,0.01,0,2,0.00893711055684728,0.00893711055684728,0.0,0.019945036390476102,55,152,0.7201672718460961,1,0.8910628894431527,0.8645160579244373
strong_smoothness,200,0,v0_1_global_L,0.01,1,2,0.009459209798999871,0.009459209798999871,1.1102230246251565e-16,0.019945036390476102,55,194,0.721553782192675,1,0.8905407902010002,0.8605444959474418
strong_smoothness,200,0,v0_1_global_L,0.01,2,1,0.006698483253185341,0.006698483253185341,0.0007488839385014212,0.009973297288075951,42,139,0.7467248666129016,1,0.8933015167468147,0.8817190981333112
strong_smoothness,200,0,v0_1_global_L,0.01,3,1,0.005540720715597749,0.005540720715597749,0.004211188066927718,0.009973297288075951,42,90,0.7486041175081257,1,0.8944592792844023,0.8786007696936482
strong_smoothness,200,0,v0_1_global_L,0.01,4,1,0.00867243242441387,0.00867243242441387,0.008672431937807368,0.009973297288075951,6,48,0.7963366068554723,1,0.8913275675755862,0.9164654770477856
strong_smoothness,200,0,v0_2_local_path,0.01,0,4,0.0,0.014062349176187093,0.0,0.03987761167674496,55,200,0.7201672718460961,1,0.9,0.8645160579244373
strong_smoothness,200,0,v0_2_local_path,0.01,1,3,0.002991989186422785,0.010073030260956711,0.0,0.029913659851819575,55,200,0.7201672718460961,1,0.8970080108135773,0.8589997759402883
strong_smoothness,200,0,v0_2_local_path,0.01,2,2,0.008477302694864557,0.011070359989764307,0.005886236864802108,0.019945036390476102,42,200,0.7201672718460961,1,0.8915226973051354,0.8533331232557428
strong_smoothness,200,0,v0_2_local_path,0.01,3,1,0.004875834229726019,0.005540720715597749,0.004211188066927718,0.009973297288075951,42,90,0.7486041175081257,1,0.895124165770274,0.8786007696936482
strong_smoothness,200,0,v0_2_local_path,0.01,4,1,0.00867243242441387,0.00867243242441387,0.008672431937807368,0.009973297288075951,6,48,0.7963366068554723,1,0.8913275675755862,0.9164654770477856
strong_smoothness,200,0,v0_1_global_L,0.02,0,4,0.014062349176187093,0.014062349176187093,0.0,0.03987761167674496,55,200,0.7201672718460961,1,0.8859376508238129,0.8645160579244373
strong_smoothness,200,0,v0_1_global_L,0.02,1,3,0.010073030260956711,0.010073030260956711,0.0,0.029913659851819575,55,200,0.7201672718460961,1,0.8899269697390433,0.8589997759402883
strong_smoothness,200,0,v0_1_global_L,0.02,2,2,0.011070359989764307,0.011070359989764307,0.005886236864802108,0.019945036390476102,42,200,0.7201672718460961,1,0.8889296400102357,0.8533331232557428
strong_smoothness,200,0,v0_1_global_L,0.02,3,3,0.016455940525325317,0.016455940525325317,0.01585491065390876,0.029913659851819575,42,200,0.7201672718460961,1,0.8835440594746747,0.8475156377267206
strong_smoothness,200,0,v0_1_global_L,0.02,4,3,0.019804118900607962,0.019804118900607962,0.01980058850864047,0.029913659851819575,6,145,0.7467248666129016,1,0.8801958810993921,0.8715239191877262
strong_smoothness,200,0,v0_2_local_path,0.02,0,4,0.0,0.014062349176187093,0.0,0.03987761167674496,55,200,0.7201672718460961,1,0.9,0.8645160579244373
strong_smoothness,200,0,v0_2_local_path,0.02,1,3,0.002991989186422785,0.010073030260956711,0.0,0.029913659851819575,55,200,0.7201672718460961,1,0.8970080108135773,0.8589997759402883
strong_smoothness,200,0,v0_2_local_path,0.02,2,2,0.008477302694864557,0.011070359989764307,0.005886236864802108,0.019945036390476102,42,200,0.7201672718460961,1,0.8915226973051354,0.8533331232557428
strong_smoothness,200,0,v0_2_local_path,0.02,3,3,0.01615674160668304,0.016455940525325317,0.01585491065390876,0.029913659851819575,42,200,0.7201672718460961,1,0.883843258393317,0.8475156377267206
strong_smoothness,200,0,v0_2_local_path,0.02,4,3,0.019804118900607962,0.019804118900607962,0.01980058850864047,0.029913659851819575,6,145,0.7467248666129016,1,0.8801958810993921,0.8715239191877262
strong_smoothness,200,0,v0_1_global_L,0.05,0,4,0.014062349176187093,0.014062349176187093,0.0,0.03987761167674496,55,200,0.7201672718460961,1,0.8859376508238129,0.8645160579244373
strong_smoothness,200,0,v0_1_global_L,0.05,1,3,0.010073030260956711,0.010073030260956711,0.0,0.029913659851819575,55,200,0.7201672718460961,1,0.8899269697390433,0.8589997759402883
strong_smoothness,200,0,v0_1_global_L,0.05,2,2,0.011070359989764307,0.011070359989764307,0.005886236864802108,0.019945036390476102,42,200,0.7201672718460961,1,0.8889296400102357,0.8533331232557428
strong_smoothness,200,0,v0_1_global_L,0.05,3,3,0.016455940525325317,0.016455940525325317,0.01585491065390876,0.029913659851819575,42,200,0.7201672718460961,1,0.8835440594746747,0.8475156377267206
strong_smoothness,200,0,v0_1_global_L,0.05,4,4,0.025830839976116717,0.025830839976116717,0.025822403772904734,0.03987761167674496,6,200,0.7201672718460961,1,0.8741691600238833,0.8415470358886412
strong_smoothness,200,0,v0_2_local_path,0.05,0,4,0.0,0.014062349176187093,0.0,0.03987761167674496,55,200,0.7201672718460961,1,0.9,0.8645160579244373
strong_smoothness,200,0,v0_2_local_path,0.05,1,3,0.002991989186422785,0.010073030260956711,0.0,0.029913659851819575,55,200,0.7201672718460961,1,0.8970080108135773,0.8589997759402883
strong_smoothness,200,0,v0_2_local_path,0.05,2,2,0.008477302694864557,0.011070359989764307,0.005886236864802108,0.019945036390476102,42,200,0.7201672718460961,1,0.8915226973051354,0.8533331232557428
strong_smoothness,200,0,v0_2_local_path,0.05,3,3,0.01615674160668304,0.016455940525325317,0.01585491065390876,0.029913659851819575,42,200,0.7201672718460961,1,0.883843258393317,0.8475156377267206
strong_smoothness,200,0,v0_2_local_path,0.05,4,4,0.025830839976116713,0.025830839976116717,0.025822403772904734,0.03987761167674496,6,200,0.7201672718460961,1,0.8741691600238833,0.8415470358886412
strong_smoothness,200,1,independent_mondrian,,0,0,0.0,0.0,0.0,0.0,62,62,0.8684170340994138,1,0.9,0.9672686536906114
strong_smoothness,200,1,independent_mondrian,,1,0,0.0,0.0,0.0,0.0,46,46,0.7413349727406116,1,0.9,0.881332632098285
strong_smoothness,200,1,independent_mondrian,,2,0,0.0,0.0,0.0,0.0,47,47,0.8439977934199772,1,0.9,0.9525392267521604
strong_smoothness,200,1,independent_mondrian,,3,0,0.0,0.0,0.0,0.0,38,38,0.7721198940096989,1,0.9,0.9007085591017001
strong_smoothness,200,1,independent_mondrian,,4,0,0.0,0.0,0.0,0.0,7,7,,0,0.9,1.0
strong_smoothness,200,1,v0_1_global_L,0.0,0,0,0.0,0.0,0.0,0.0,62,62,0.8684170340994138,1,0.9,0.9672686536906114
strong_smoothness,200,1,v0_1_global_L,0.0,1,0,0.0,0.0,0.0,0.0,46,46,0.7413349727406116,1,0.9,0.881332632098285
strong_smoothness,200,1,v0_1_global_L,0.0,2,0,0.0,0.0,0.0,0.0,47,47,0.8439977934199772,1,0.9,0.9525392267521604
strong_smoothness,200,1,v0_1_global_L,0.0,3,0,0.0,0.0,0.0,0.0,38,38,0.7721198940096989,1,0.9,0.9007085591017001
strong_smoothness,200,1,v0_1_global_L,0.0,4,0,0.0,0.0,0.0,0.0,7,7,,0,0.9,1.0
strong_smoothness,200,1,v0_2_local_path,0.0,0,4,0.0,0.014062349176187093,0.0,0.03987761167674496,62,200,0.7721198940096989,1,0.9,0.9131798504154631
strong_smoothness,200,1,v0_2_local_path,0.0,1,0,0.0,0.0,0.0,0.0,46,46,0.7413349727406116,1,0.9,0.881332632098285
strong_smoothness,200,1,v0_2_local_path,0.0,2,0,0.0,0.0,0.0,0.0,47,47,0.8439977934199772,1,0.9,0.9525392267521604
strong_smoothness,200,1,v0_2_local_path,0.0,3,0,0.0,0.0,0.0,0.0,38,38,0.7721198940096989,1,0.9,0.9007085591017001
strong_smoothness,200,1,v0_2_local_path,0.0,4,0,0.0,0.0,0.0,0.0,7,7,,0,0.9,1.0
strong_smoothness,200,1,v0_1_global_L,0.005,0,1,0.004533316949125432,0.004533316949125432,0.0,0.009973297288075951,62,108,0.8335307936319737,1,0.8954666830508746,0.9523077808775912
strong_smoothness,200,1,v0_1_global_L,0.005,1,0,0.0,0.0,0.0,0.0,46,46,0.7413349727406116,1,0.9,0.881332632098285
strong_smoothness,200,1,v0_1_global_L,0.005,2,0,0.0,0.0,0.0,0.0,47,47,0.8439977934199772,1,0.9,0.9525392267521604
strong_smoothness,200,1,v0_1_global_L,0.005,3,0,0.0,0.0,0.0,0.0,38,38,0.7721198940096989,1,0.9,0.9007085591017001
strong_smoothness,200,1,v0_1_global_L,0.005,4,0,0.0,0.0,0.0,0.0,7,7,,0,0.9,1.0
strong_smoothness,200,1,v0_2_local_path,0.005,0,4,0.0,0.014062349176187093,0.0,0.03987761167674496,62,200,0.7721198940096989,1,0.9,0.9131798504154631
strong_smoothness,200,1,v0_2_local_path,0.005,1,3,0.002991989186422785,0.010073030260956711,0.0,0.029913659851819575,46,200,0.7721198940096989,1,0.8970080108135773,0.9091598882714991
strong_smoothness,200,1,v0_2_local_path,0.005,2,1,0.003721379585102967,0.006698483253185341,0.0007488839385014212,0.009973297288075951,47,131,0.7521178786421199,1,0.896278620414897,0.8869735943088597
strong_smoothness,200,1,v0_2_local_path,0.005,3,1,0.004875834229726019,0.005540720715597749,0.004211188066927718,0.009973297288075951,38,92,0.7717584490762766,1,0.895124165770274,0.9003926711882759
strong_smoothness,200,1,v0_2_local_path,0.005,4,0,0.0,0.0,0.0,0.0,7,7,,0,0.9,1.0
strong_smoothness,200,1,v0_1_global_L,0.01,0,2,0.00893711055684728,0.00893711055684728,0.0,0.019945036390476102,62,155,0.8264574166895298,1,0.8910628894431527,0.9486904885172188
strong_smoothness,200,1,v0_1_global_L,0.01,1,2,0.009459209798999871,0.009459209798999871,1.1102230246251565e-16,0.019945036390476102,46,193,0.7828391455512238,1,0.8905407902010002,0.9176133797539362
strong_smoothness,200,1,v0_1_global_L,0.01,2,1,0.006698483253185341,0.006698483253185341,0.0007488839385014212,0.009973297288075951,47,131,0.7521178786421199,1,0.8933015167468147,0.8869735943088597
strong_smoothness,200,1,v0_1_global_L,0.01,3,1,0.005540720715597749,0.005540720715597749,0.004211188066927718,0.009973297288075951,38,92,0.7717584490762766,1,0.8944592792844023,0.9003926711882759
strong_smoothness,200,1,v0_1_global_L,0.01,4,1,0.00867243242441387,0.00867243242441387,0.008672431937807368,0.009973297288075951,7,45,0.7521178786421199,1,0.8913275675755862,0.8770955395290311
strong_smoothness,200,1,v0_2_local_path,0.01,0,4,0.0,0.014062349176187093,0.0,0.03987761167674496,62,200,0.7721198940096989,1,0.9,0.9131798504154631
strong_smoothness,200,1,v0_2_local_path,0.01,1,3,0.002991989186422785,0.010073030260956711,0.0,0.029913659851819575,46,200,0.7721198940096989,1,0.8970080108135773,0.9091598882714991
strong_smoothness,200,1,v0_2_local_path,0.01,2,2,0.008477302694864557,0.011070359989764307,0.005886236864802108,0.019945036390476102,47,200,0.7721198940096989,1,0.8915226973051354,0.9050034408116913
strong_smoothness,200,1,v0_2_local_path,0.01,3,1,0.004875834229726019,0.005540720715597749,0.004211188066927718,0.009973297288075951,38,92,0.7717584490762766,1,0.895124165770274,0.9003926711882759
strong_smoothness,200,1,v0_2_local_path,0.01,4,1,0.00867243242441387,0.00867243242441387,0.008672431937807368,0.009973297288075951,7,45,0.7521178786421199,1,0.8913275675755862,0.8770955395290311
strong_smoothness,200,1,v0_1_global_L,0.02,0,4,0.014062349176187093,0.014062349176187093,0.0,0.03987761167674496,62,200,0.7721198940096989,1,0.8859376508238129,0.9131798504154631
strong_smoothness,200,1,v0_1_global_L,0.02,1,3,0.010073030260956711,0.010073030260956711,0.0,0.029913659851819575,46,200,0.7721198940096989,1,0.8899269697390433,0.9091598882714991
strong_smoothness,200,1,v0_1_global_L,0.02,2,2,0.011070359989764307,0.011070359989764307,0.005886236864802108,0.019945036390476102,47,200,0.7721198940096989,1,0.8889296400102357,0.9050034408116913
strong_smoothness,200,1,v0_1_global_L,0.02,3,3,0.016455940525325317,0.016455940525325317,0.01585491065390876,0.029913659851819575,38,200,0.7721198940096989,1,0.8835440594746747,0.9007085591017001
strong_smoothness,200,1,v0_1_global_L,0.02,4,3,0.019804118900607962,0.019804118900607962,0.01980058850864047,0.029913659851819575,7,138,0.7521178786421199,1,0.8801958810993921,0.8770955395290311
strong_smoothness,200,1,v0_2_local_path,0.02,0,4,0.0,0.014062349176187093,0.0,0.03987761167674496,62,200,0.7721198940096989,1,0.9,0.9131798504154631
strong_smoothness,200,1,v0_2_local_path,0.02,1,3,0.002991989186422785,0.010073030260956711,0.0,0.029913659851819575,46,200,0.7721198940096989,1,0.8970080108135773,0.9091598882714991
strong_smoothness,200,1,v0_2_local_path,0.02,2,2,0.008477302694864557,0.011070359989764307,0.005886236864802108,0.019945036390476102,47,200,0.7721198940096989,1,0.8915226973051354,0.9050034408116913
strong_smoothness,200,1,v0_2_local_path,0.02,3,3,0.01615674160668304,0.016455940525325317,0.01585491065390876,0.029913659851819575,38,200,0.7721198940096989,1,0.883843258393317,0.9007085591017001
strong_smoothness,200,1,v0_2_local_path,0.02,4,3,0.019804118900607962,0.019804118900607962,0.01980058850864047,0.029913659851819575,7,138,0.7521178786421199,1,0.8801958810993921,0.8770955395290311
strong_smoothness,200,1,v0_1_global_L,0.05,0,4,0.014062349176187093,0.014062349176187093,0.0,0.03987761167674496,62,200,0.7721198940096989,1,0.8859376508238129,0.9131798504154631
strong_smoothness,200,1,v0_1_global_L,0.05,1,3,0.010073030260956711,0.010073030260956711,0.0,0.029913659851819575,46,200,0.7721198940096989,1,0.8899269697390433,0.9091598882714991
strong_smoothness,200,1,v0_1_global_L,0.05,2,2,0.011070359989764307,0.011070359989764307,0.005886236864802108,0.019945036390476102,47,200,0.7721198940096989,1,0.8889296400102357,0.9050034408116913
strong_smoothness,200,1,v0_1_global_L,0.05,3,3,0.016455940525325317,0.016455940525325317,0.01585491065390876,0.029913659851819575,38,200,0.7721198940096989,1,0.8835440594746747,0.9007085591017001
strong_smoothness,200,1,v0_1_global_L,0.05,4,4,0.025830839976116717,0.025830839976116717,0.025822403772904734,0.03987761167674496,7,200,0.7721198940096989,1,0.8741691600238833,0.8962734051565262
strong_smoothness,200,1,v0_2_local_path,0.05,0,4,0.0,0.014062349176187093,0.0,0.03987761167674496,62,200,0.7721198940096989,1,0.9,0.9131798504154631
strong_smoothness,200,1,v0_2_local_path,0.05,1,3,0.002991989186422785,0.010073030260956711,0.0,0.029913659851819575,46,200,0.7721198940096989,1,0.8970080108135773,0.9091598882714991
strong_smoothness,200,1,v0_2_local_path,0.05,2,2,0.008477302694864557,0.011070359989764307,0.005886236864802108,0.019945036390476102,47,200,0.7721198940096989,1,0.8915226973051354,0.9050034408116913
strong_smoothness,200,1,v0_2_local_path,0.05,3,3,0.01615674160668304,0.016455940525325317,0.01585491065390876,0.029913659851819575,38,200,0.7721198940096989,1,0.883843258393317,0.9007085591017001
strong_smoothness,200,1,v0_2_local_path,0.05,4,4,0.025830839976116713,0.025830839976116717,0.025822403772904734,0.03987761167674496,7,200,0.7721198940096989,1,0.8741691600238833,0.8962734051565262
strong_smoothness,200,2,independent_mondrian,,0,0,0.0,0.0,0.0,0.0,67,67,0.8751716979125574,1,0.9,0.9696626430255482
strong_smoothness,200,2,independent_mondrian,,1,0,0.0,0.0,0.0,0.0,47,47,0.7588386529967437,1,0.9,0.8978139287068649
strong_smoothness,200,2,independent_mondrian,,2,0,0.0,0.0,0.0,0.0,35,35,0.6807107541742856,1,0.9,0.8033238588256946
strong_smoothness,200,2,independent_mondrian,,3,0,0.0,0.0,0.0,0.0,47,47,0.8773158069732387,1,0.9,0.9649743666037442
strong_smoothness,200,2,independent_mondrian,,4,0,0.0,0.0,0.0,0.0,4,4,,0,0.9,1.0
strong_smoothness,200,2,v0_1_global_L,0.0,0,0,0.0,0.0,0.0,0.0,67,67,0.8751716979125574,1,0.9,0.9696626430255482
strong_smoothness,200,2,v0_1_global_L,0.0,1,0,0.0,0.0,0.0,0.0,47,47,0.7588386529967437,1,0.9,0.8978139287068649
strong_smoothness,200,2,v0_1_global_L,0.0,2,0,0.0,0.0,0.0,0.0,35,35,0.6807107541742856,1,0.9,0.8033238588256946
strong_smoothness,200,2,v0_1_global_L,0.0,3,0,0.0,0.0,0.0,0.0,47,47,0.8773158069732387,1,0.9,0.9649743666037442
strong_smoothness,200,2,v0_1_global_L,0.0,4,0,0.0,0.0,0.0,0.0,4,4,,0,0.9,1.0
strong_smoothness,200,2,v0_2_local_path,0.0,0,4,0.0,0.014062349176187093,0.0,0.03987761167674496,67,200,0.8129896692922975,1,0.9,0.9412024893535649
strong_smoothness,200,2,v0_2_local_path,0.0,1,0,0.0,0.0,0.0,0.0,47,47,0.7588386529967437,1,0.9,0.8978139287068649
strong_smoothness,200,2,v0_2_local_path,0.0,2,0,0.0,0.0,0.0,0.0,35,35,0.6807107541742856,1,0.9,0.8033238588256946
strong_smoothness,200,2,v0_2_local_path,0.0,3,0,0.0,0.0,0.0,0.0,47,47,0.8773158069732387,1,0.9,0.9649743666037442
strong_smoothness,200,2,v0_2_local_path,0.0,4,0,0.0,0.0,0.0,0.0,4,4,,0,0.9,1.0
strong_smoothness,200,2,v0_1_global_L,0.005,0,1,0.004533316949125432,0.004533316949125432,0.0,0.009973297288075951,67,114,0.8129896692922975,1,0.8954666830508746,0.9412024893535649
strong_smoothness,200,2,v0_1_global_L,0.005,1,0,0.0,0.0,0.0,0.0,47,47,0.7588386529967437,1,0.9,0.8978139287068649
strong_smoothness,200,2,v0_1_global_L,0.005,2,0,0.0,0.0,0.0,0.0,35,35,0.6807107541742856,1,0.9,0.8033238588256946
strong_smoothness,200,2,v0_1_global_L,0.005,3,0,0.0,0.0,0.0,0.0,47,47,0.8773158069732387,1,0.9,0.9649743666037442
strong_smoothness,200,2,v0_1_global_L,0.005,4,0,0.0,0.0,0.0,0.0,4,4,,0,0.9,1.0
strong_smoothness,200,2,v0_2_local_path,0.005,0,4,0.0,0.014062349176187093,0.0,0.03987761167674496,67,200,0.8129896692922975,1,0.9,0.9412024893535649
strong_smoothness,200,2,v0_2_local_path,0.005,1,3,0.002991989186422785,0.010073030260956711,0.0,0.029913659851819575,47,200,0.8129896692922975,1,0.8970080108135773,0.9382135276317428
strong_smoothness,200,2,v0_2_local_path,0.005,2,1,0.003721379585102967,0.006698483253185341,0.0007488839385014212,0.009973297288075951,35,129,0.7699265977465248,1,0.896278620414897,0.9031366062053867
strong_smoothness,200,2,v0_2_local_path,0.005,3,1,0.004875834229726019,0.005540720715597749,0.004211188066927718,0.009973297288075951,47,86,0.823681133414832,1,0.895124165770274,0.9386338102285448
strong_smoothness,200,2,v0_2_local_path,0.005,4,0,0.0,0.0,0.0,0.0,4,4,,0,0.9,1.0
strong_smoothness,200,2,v0_1_global_L,0.01,0,2,0.00893711055684728,0.00893711055684728,0.0,0.019945036390476102,67,149,0.7708402517648911,1,0.8910628894431527,0.9121639112363534
strong_smoothness,200,2,v0_1_global_L,0.01,1,2,0.009459209798999871,0.009459209798999871,1.1102230246251565e-16,0.019945036390476102,47,196,0.8129896692922975,1,0.8905407902010002,0.9382135276317428
strong_smoothness,200,2,v0_1_global_L,0.01,2,1,0.006698483253185341,0.006698483253185341,0.0007488839385014212,0.009973297288075951,35,129,0.7699265977465248,1,0.8933015167468147,0.9031366062053867
strong_smoothness,200,2,v0_1_global_L,0.01,3,1,0.005540720715597749,0.005540720715597749,0.004211188066927718,0.009973297288075951,47,86,0.823681133414832,1,0.8944592792844023,0.9386338102285448
strong_smoothness,200,2,v0_1_global_L,0.01,4,1,0.00867243242441387,0.00867243242441387,0.008672431937807368,0.009973297288075951,4,51,0.8773158069732387,1,0.8913275675755862,0.9629972236521114
strong_smoothness,200,2,v0_2_local_path,0.01,0,4,0.0,0.014062349176187093,0.0,0.03987761167674496,67,200,0.8129896692922975,1,0.9,0.9412024893535649
strong_smoothness,200,2,v0_2_local_path,0.01,1,3,0.002991989186422785,0.010073030260956711,0.0,0.029913659851819575,47,200,0.8129896692922975,1,0.8970080108135773,0.9382135276317428
strong_smoothness,200,2,v0_2_local_path,0.01,2,2,0.008477302694864557,0.011070359989764307,0.005886236864802108,0.019945036390476102,35,200,0.8129896692922975,1,0.8915226973051354,0.9351072572247952
strong_smoothness,200,2,v0_2_local_path,0.01,3,1,0.004875834229726019,0.005540720715597749,0.004211188066927718,0.009973297288075951,47,86,0.823681133414832,1,0.895124165770274,0.9386338102285448
strong_smoothness,200,2,v0_2_local_path,0.01,4,1,0.00867243242441387,0.00867243242441387,0.008672431937807368,0.009973297288075951,4,51,0.8773158069732387,1,0.8913275675755862,0.9629972236521114
strong_smoothness,200,2,v0_1_global_L,0.02,0,4,0.014062349176187093,0.014062349176187093,0.0,0.03987761167674496,67,200,0.8129896692922975,1,0.8859376508238129,0.9412024893535649
strong_smoothness,200,2,v0_1_global_L,0.02,1,3,0.010073030260956711,0.010073030260956711,0.0,0.029913659851819575,47,200,0.8129896692922975,1,0.8899269697390433,0.9382135276317428
strong_smoothness,200,2,v0_1_global_L,0.02,2,2,0.011070359989764307,0.011070359989764307,0.005886236864802108,0.019945036390476102,35,200,0.8129896692922975,1,0.8889296400102357,0.9351072572247952
strong_smoothness,200,2,v0_1_global_L,0.02,3,3,0.016455940525325317,0.016455940525325317,0.01585491065390876,0.029913659851819575,47,200,0.8129896692922975,1,0.8835440594746747,0.9318810909623422
strong_smoothness,200,2,v0_1_global_L,0.02,4,3,0.019804118900607962,0.019804118900607962,0.01980058850864047,0.029913659851819575,4,133,0.7708402517648911,1,0.8801958810993921,0.8951155687754988
strong_smoothness,200,2,v0_2_local_path,0.02,0,4,0.0,0.014062349176187093,0.0,0.03987761167674496,67,200,0.8129896692922975,1,0.9,0.9412024893535649
strong_smoothness,200,2,v0_2_local_path,0.02,1,3,0.002991989186422785,0.010073030260956711,0.0,0.029913659851819575,47,200,0.8129896692922975,1,0.8970080108135773,0.9382135276317428
strong_smoothness,200,2,v0_2_local_path,0.02,2,2,0.008477302694864557,0.011070359989764307,0.005886236864802108,0.019945036390476102,35,200,0.8129896692922975,1,0.8915226973051354,0.9351072572247952
strong_smoothness,200,2,v0_2_local_path,0.02,3,3,0.01615674160668304,0.016455940525325317,0.01585491065390876,0.029913659851819575,47,200,0.8129896692922975,1,0.883843258393317,0.9318810909623422
strong_smoothness,200,2,v0_2_local_path,0.02,4,3,0.019804118900607962,0.019804118900607962,0.01980058850864047,0.029913659851819575,4,133,0.7708402517648911,1,0.8801958810993921,0.8951155687754988
strong_smoothness,200,2,v0_1_global_L,0.05,0,4,0.014062349176187093,0.014062349176187093,0.0,0.03987761167674496,67,200,0.8129896692922975,1,0.8859376508238129,0.9412024893535649
strong_smoothness,200,2,v0_1_global_L,0.05,1,3,0.010073030260956711,0.010073030260956711,0.0,0.029913659851819575,47,200,0.8129896692922975,1,0.8899269697390433,0.9382135276317428
strong_smoothness,200,2,v0_1_global_L,0.05,2,2,0.011070359989764307,0.011070359989764307,0.005886236864802108,0.019945036390476102,35,200,0.8129896692922975,1,0.8889296400102357,0.9351072572247952
strong_smoothness,200,2,v0_1_global_L,0.05,3,3,0.016455940525325317,0.016455940525325317,0.01585491065390876,0.029913659851819575,47,200,0.8129896692922975,1,0.8835440594746747,0.9318810909623422
strong_smoothness,200,2,v0_1_global_L,0.05,4,4,0.025830839976116717,0.025830839976116717,0.025822403772904734,0.03987761167674496,4,200,0.8129896692922975,1,0.8741691600238833,0.928532494520855
strong_smoothness,200,2,v0_2_local_path,0.05,0,4,0.0,0.014062349176187093,0.0,0.03987761167674496,67,200,0.8129896692922975,1,0.9,0.9412024893535649
strong_smoothness,200,2,v0_2_local_path,0.05,1,3,0.002991989186422785,0.010073030260956711,0.0,0.029913659851819575,47,200,0.8129896692922975,1,0.8970080108135773,0.9382135276317428
