scenario,class_id,radius,global_L,path_cost,global_cost,oracle_cost,ding_cluster_cost,path_over_oracle,global_over_oracle
moderate_smoothness,0,4,0.06972591456743077,0.0,0.09831353954007739,0.0,0.27366130235123814,,
moderate_smoothness,1,0,0.06972591456743077,0.0,0.0,0.0,0.0,,
moderate_smoothness,1,1,0.06972591456743077,0.02716594074055744,0.04708763061696623,0.008194321553680883,0.06972591456743077,3.3152153674460725,5.7463733035731925
moderate_smoothness,1,2,0.06972591456743077,0.021564715845597146,0.06613179525983125,3.243905478160329e-06,0.13892036641534725,6647.76331825391,20386.474175978656
moderate_smoothness,1,3,0.06972591456743077,0.02091777437022923,0.07042317371310508,5.9689446627935e-07,0.20706401464198906,35044.342931535226,117982.62120283527
moderate_smoothness,2,0,0.06972591456743077,0.0,0.0,0.0,0.0,,
moderate_smoothness,2,1,0.06972591456743077,0.026017132301280062,0.04683083814230425,0.006389427736886277,0.06972591456743077,4.071903364847951,7.329426056726334
moderate_smoothness,2,2,0.06972591456743077,0.05926702738231604,0.07739576516984815,0.04177770196132008,0.13892036641534747,1.4186282298913537,1.8525615707993008
moderate_smoothness,3,0,0.06972591456743077,0.0,0.0,0.0,0.0,,
moderate_smoothness,3,1,0.06972591456743077,0.03408822489963281,0.0387366192041282,0.029521075989154044,0.06972591456743077,1.1547080774480145,1.3121682698272894
moderate_smoothness,3,2,0.06972591456743077,0.07171808355507157,0.07470633703653298,0.06856715802704871,0.13892036641534725,1.045953859233598,1.0895352700349992
moderate_smoothness,3,3,0.06972591456743077,0.11295598159923773,0.11504775903626076,0.1099708766331321,0.20706401464198906,1.0271445045951946,1.0461656991247361
moderate_smoothness,4,0,0.06972591456743077,0.0,0.0,0.0,0.0,,
moderate_smoothness,4,1,0.06972591456743077,0.06063123005863545,0.06063123005863545,0.06063122715273234,0.06972591456743077,1.0000000479274995,1.0000000479274995
moderate_smoothness,4,2,0.06972591456743077,0.09916574516256818,0.0991657451625682,0.09882490850846459,0.13892036641534747,1.0034488942033717,1.003448894203372
moderate_smoothness,4,3,0.06972591456743077,0.13845574464104102,0.13845574464104113,0.13725935381827353,0.20706401464198906,1.0087162789965591,1.0087162789965598
moderate_smoothness,4,4,0.06972591456743077,0.18059011872964556,0.1805901187296457,0.17775380074220554,0.27366130235123814,1.015956440737678,1.0159564407376787
local_discontinuity,0,0,0.5315479695746101,0.0,0.0,0.0,0.0,,
local_discontinuity,0,1,0.5315479695746101,0.0,0.2416127134430046,0.0,0.009973297288075951,,
local_discontinuity,0,2,0.5315479695746101,0.0,0.47632220650192336,0.0,0.019945036390476102,,
local_discontinuity,0,3,0.5315479695746101,0.0,0.7069040007744816,0.0,0.5467452952462636,,
local_discontinuity,0,4,0.5315479695746101,0.0,0.7494826371002004,0.0,0.5542383568540251,,
local_discontinuity,1,0,0.5315479695746101,0.0,0.0,0.0,0.0,,
local_discontinuity,1,1,0.5315479695746101,0.003885700242107513,0.358967459972464,0.0010395093226208685,0.009973297288075951,3.7380138470626414,345.3239448275609
local_discontinuity,1,2,0.5315479695746101,0.00308452493445648,0.5041485896996302,0.0,0.5391816567928531,,
local_discontinuity,1,3,0.5315479695746101,0.002991989186422785,0.5368634492703562,0.0,0.5467452952462636,,
local_discontinuity,2,0,0.5315479695746101,0.0,0.0,0.0,0.0,,
local_discontinuity,2,1,0.5315479695746101,0.003721379585102967,0.35700983031130534,0.0,0.5315479695746101,,
local_discontinuity,2,2,0.5315479695746101,0.008477302694864557,0.5900182462278173,0.0,0.5391816567928531,,
local_discontinuity,3,0,0.5315479695746101,0.0,0.0,0.0,0.0,,
local_discontinuity,3,1,0.5315479695746101,0.25986789623647605,0.29530442754145003,0.2593616323357477,0.5315479695746101,1.001951961422239,1.1385817743434534
local_discontinuity,3,2,0.5315479695746101,0.36045838574583683,0.5695156816870824,0.35929301792966006,0.5391816567928531,1.0032435025397708,1.5851008877622508
local_discontinuity,3,3,0.5315479695746101,0.41776923926731435,0.8770541497981067,0.4155160662852581,0.5467452952462636,1.0054225893169422,2.1107586949381534
local_discontinuity,4,0,0.5315479695746101,0.0,0.0,0.0,0.0,,
local_discontinuity,4,1,0.5315479695746101,0.00867243242441387,0.46221562571705227,0.008672432403167452,0.009973297288075951,1.0000000024498799,53.29711483807429
local_discontinuity,4,2,0.5315479695746101,0.26917630703868023,0.7559793345061121,0.2670219299408398,0.5391816567928531,1.0080681654061814,2.8311507398422426
local_discontinuity,4,3,0.5315479695746101,0.370004256007281,1.055502396726726,0.36690194853176566,0.5467452952462636,1.00845541291871,2.8767969234029365
local_discontinuity,4,4,0.5315479695746101,0.427443337636748,1.3767092411982405,0.42307974263150483,0.5542383568540251,1.0103138830947145,3.2540183385649133
no_ordinal_structure,0,0,0.9544997361036416,0.0,0.0,0.0,0.0,,
no_ordinal_structure,0,1,0.9544997361036416,0.0,0.43386351641074616,0.0,0.8663855974622838,,
no_ordinal_structure,0,2,0.9544997361036416,0.2544004047431097,0.8553309323526138,1.4426574960764275e-06,0.8663855974622838,176341.51240678984,592885.6535101669
no_ordinal_structure,0,3,0.9544997361036416,0.38553463399213533,1.2693862469831936,1.7183799761992043e-10,0.9198816862723658,2243593613.3571544,7387110328.129424
no_ordinal_structure,0,4,0.9544997361036416,0.42931562955350705,1.3458446279061347,8.98994667684647e-07,0.9198816862723658,477550.8075695329,1497055.184289742
no_ordinal_structure,1,0,0.9544997361036416,0.0,0.0,0.0,0.0,,
no_ordinal_structure,1,1,0.9544997361036416,0.5919532349232203,0.64459722438168,0.5916496197940398,0.890401416600884,1.0005131671161829,1.0894914875565573
no_ordinal_structure,1,2,0.9544997361036416,0.6534889424856252,0.9052987187787116,0.46169253339021504,0.890401416600884,1.415420209824591,1.960825989822902
no_ordinal_structure,1,3,0.9544997361036416,0.6892313087921922,0.964044733464678,0.47535095797948257,0.9198816862723658,1.4499419791259605,2.0280694027891046
no_ordinal_structure,2,0,0.9544997361036416,0.0,0.0,0.0,0.0,,
no_ordinal_structure,2,1,0.9544997361036416,0.0,0.641081912308416,0.0,0.9356864504087725,,
no_ordinal_structure,2,2,0.9544997361036416,0.2885506713217944,1.0594947070750422,0.0,0.9356864504087725,,
no_ordinal_structure,3,0,0.9544997361036416,0.0,0.0,0.0,0.0,,
no_ordinal_structure,3,1,0.9544997361036416,0.5210800248289759,0.5302776311686896,0.5209339632929694,0.9544997361036416,1.0002803839762784,1.0179363768425778
no_ordinal_structure,3,2,0.9544997361036416,0.669153748250332,1.0226782886824732,0.36165971695378557,0.9544997361036416,1.8502302492700324,2.827736241393883
no_ordinal_structure,3,3,0.9544997361036416,1.009029238136549,1.5749245645710086,0.5273497774201293,0.9544997361036416,1.9133965374421218,2.986489483840811
no_ordinal_structure,4,0,0.9544997361036416,0.0,0.0,0.0,0.0,,
no_ordinal_structure,4,1,0.9544997361036416,0.0,0.8299997705249057,0.0,0.9544997361036416,,
no_ordinal_structure,4,2,0.9544997361036416,0.45744670908873314,1.3575107357918457,0.0,0.9544997361036416,,
no_ordinal_structure,4,3,0.9544997361036416,0.6282466167030331,1.895363761691517,0.0,0.9544997361036416,,
no_ordinal_structure,4,4,0.9544997361036416,0.9803942460534399,2.472154316508432,0.0,0.9544997361036416,,
