scenario,n_cal,method,eta,class_id,repetitions,mean_own_support,mean_pooled_support,mean_radius,mean_cost,mean_global_cost,mean_oracle_cost,mean_ding_cluster_cost,guarantee_floor,mean_actual_coverage,finite_rate
local_discontinuity,200,v0_2_local_path,0.02,0,100,59.94,200.0,4.0,0.0,0.7494826371002004,0.0,0.5542383568540251,0.9,0.9702827173737826,1
local_discontinuity,200,v0_2_local_path,0.02,1,100,50.26,200.0,3.0,0.002991989186422785,0.5368634492703562,0.0,0.5467452952462636,0.8970080108135773,0.9685759400820672,1
local_discontinuity,200,v0_2_local_path,0.02,2,100,44.26,200.0,2.0,0.008477302694864557,0.5900182462278173,0.0,0.5391816567928531,0.8915226973051354,0.9667889273901191,1
local_discontinuity,200,v0_2_local_path,0.02,3,100,39.4,39.4,0.0,0.0,0.0,0.0,0.0,0.9,0.9110064268526811,1
local_discontinuity,200,v0_2_local_path,0.02,4,100,6.14,45.54,1.0,0.00867243242441387,0.46221562571705227,0.008672432403167452,0.009973297288075951,0.8913275675755862,0.9042264291778516,1
local_discontinuity,200,v0_2_local_path,0.05,0,100,59.94,200.0,4.0,0.0,0.7494826371002004,0.0,0.5542383568540251,0.9,0.9702827173737826,1
local_discontinuity,200,v0_2_local_path,0.05,1,100,50.26,200.0,3.0,0.002991989186422785,0.5368634492703562,0.0,0.5467452952462636,0.8970080108135773,0.9685759400820672,1
local_discontinuity,200,v0_2_local_path,0.05,2,100,44.26,200.0,2.0,0.008477302694864557,0.5900182462278173,0.0,0.5391816567928531,0.8915226973051354,0.9667889273901191,1
local_discontinuity,200,v0_2_local_path,0.05,3,100,39.4,39.4,0.0,0.0,0.0,0.0,0.0,0.9,0.9110064268526811,1
local_discontinuity,200,v0_2_local_path,0.05,4,100,6.14,45.54,1.0,0.00867243242441387,0.46221562571705227,0.008672432403167452,0.009973297288075951,0.8913275675755862,0.9042264291778516,1
local_discontinuity,400,independent_mondrian,,0,100,119.2,119.2,0.0,0.0,0.0,0.0,0.0,0.9,0.9013955218450063,1
local_discontinuity,400,independent_mondrian,,1,100,99.58,99.58,0.0,0.0,0.0,0.0,0.0,0.9,0.9000571750176806,1
local_discontinuity,400,independent_mondrian,,2,100,88.07,88.07,0.0,0.0,0.0,0.0,0.0,0.9,0.9075119029201724,1
local_discontinuity,400,independent_mondrian,,3,100,81.04,81.04,0.0,0.0,0.0,0.0,0.0,0.9,0.9044415451918474,1
local_discontinuity,400,independent_mondrian,,4,100,12.11,12.11,0.0,0.0,0.0,0.0,0.0,0.9,0.9195806844635256,0.88
local_discontinuity,400,v0_1_global_L,0.0,0,100,119.2,119.2,0.0,0.0,0.0,0.0,0.0,0.9,0.9013955218450063,1
local_discontinuity,400,v0_1_global_L,0.0,1,100,99.58,99.58,0.0,0.0,0.0,0.0,0.0,0.9,0.9000571750176806,1
local_discontinuity,400,v0_1_global_L,0.0,2,100,88.07,88.07,0.0,0.0,0.0,0.0,0.0,0.9,0.9075119029201724,1
local_discontinuity,400,v0_1_global_L,0.0,3,100,81.04,81.04,0.0,0.0,0.0,0.0,0.0,0.9,0.9044415451918474,1
local_discontinuity,400,v0_1_global_L,0.0,4,100,12.11,12.11,0.0,0.0,0.0,0.0,0.0,0.9,0.9195806844635256,0.88
local_discontinuity,400,v0_1_global_L,0.005,0,100,119.2,119.2,0.0,0.0,0.0,0.0,0.0,0.9,0.9013955218450063,1
local_discontinuity,400,v0_1_global_L,0.005,1,100,99.58,99.58,0.0,0.0,0.0,0.0,0.0,0.9,0.9000571750176806,1
local_discontinuity,400,v0_1_global_L,0.005,2,100,88.07,88.07,0.0,0.0,0.0,0.0,0.0,0.9,0.9075119029201724,1
local_discontinuity,400,v0_1_global_L,0.005,3,100,81.04,81.04,0.0,0.0,0.0,0.0,0.0,0.9,0.9044415451918474,1
local_discontinuity,400,v0_1_global_L,0.005,4,100,12.11,12.11,0.0,0.0,0.0,0.0,0.0,0.9,0.9195806844635256,0.88
local_discontinuity,400,v0_1_global_L,0.01,0,100,119.2,119.2,0.0,0.0,0.0,0.0,0.0,0.9,0.9013955218450063,1
local_discontinuity,400,v0_1_global_L,0.01,1,100,99.58,99.58,0.0,0.0,0.0,0.0,0.0,0.9,0.9000571750176806,1
local_discontinuity,400,v0_1_global_L,0.01,2,100,88.07,88.07,0.0,0.0,0.0,0.0,0.0,0.9,0.9075119029201724,1
local_discontinuity,400,v0_1_global_L,0.01,3,100,81.04,81.04,0.0,0.0,0.0,0.0,0.0,0.9,0.9044415451918474,1
local_discontinuity,400,v0_1_global_L,0.01,4,100,12.11,12.11,0.0,0.0,0.0,0.0,0.0,0.9,0.9195806844635256,0.88
local_discontinuity,400,v0_1_global_L,0.02,0,100,119.2,119.2,0.0,0.0,0.0,0.0,0.0,0.9,0.9013955218450063,1
local_discontinuity,400,v0_1_global_L,0.02,1,100,99.58,99.58,0.0,0.0,0.0,0.0,0.0,0.9,0.9000571750176806,1
local_discontinuity,400,v0_1_global_L,0.02,2,100,88.07,88.07,0.0,0.0,0.0,0.0,0.0,0.9,0.9075119029201724,1
local_discontinuity,400,v0_1_global_L,0.02,3,100,81.04,81.04,0.0,0.0,0.0,0.0,0.0,0.9,0.9044415451918474,1
local_discontinuity,400,v0_1_global_L,0.02,4,100,12.11,12.11,0.0,0.0,0.0,0.0,0.0,0.9,0.9195806844635256,0.88
local_discontinuity,400,v0_1_global_L,0.05,0,100,119.2,119.2,0.0,0.0,0.0,0.0,0.0,0.9,0.9013955218450063,1
local_discontinuity,400,v0_1_global_L,0.05,1,100,99.58,99.58,0.0,0.0,0.0,0.0,0.0,0.9,0.9000571750176806,1
local_discontinuity,400,v0_1_global_L,0.05,2,100,88.07,88.07,0.0,0.0,0.0,0.0,0.0,0.9,0.9075119029201724,1
local_discontinuity,400,v0_1_global_L,0.05,3,100,81.04,81.04,0.0,0.0,0.0,0.0,0.0,0.9,0.9044415451918474,1
local_discontinuity,400,v0_1_global_L,0.05,4,100,12.11,12.11,0.0,0.0,0.0,0.0,0.0,0.9,0.9195806844635256,0.88
local_discontinuity,400,v0_2_local_path,0.0,0,100,119.2,400.0,4.0,0.0,0.7494826371002004,0.0,0.5542383568540251,0.9,0.9726391199389395,1
local_discontinuity,400,v0_2_local_path,0.0,1,100,99.58,99.58,0.0,0.0,0.0,0.0,0.0,0.9,0.9000571750176806,1
local_discontinuity,400,v0_2_local_path,0.0,2,100,88.07,88.07,0.0,0.0,0.0,0.0,0.0,0.9,0.9075119029201724,1
local_discontinuity,400,v0_2_local_path,0.0,3,100,81.04,81.04,0.0,0.0,0.0,0.0,0.0,0.9,0.9044415451918474,1
local_discontinuity,400,v0_2_local_path,0.0,4,100,12.11,12.11,0.0,0.0,0.0,0.0,0.0,0.9,0.9195806844635256,0.88
local_discontinuity,400,v0_2_local_path,0.005,0,100,119.2,400.0,4.0,0.0,0.7494826371002004,0.0,0.5542383568540251,0.9,0.9726391199389395,1
local_discontinuity,400,v0_2_local_path,0.005,1,100,99.58,400.0,3.0,0.002991989186422785,0.5368634492703562,0.0,0.5467452952462636,0.8970080108135773,0.9710347791103618,1
local_discontinuity,400,v0_2_local_path,0.005,2,100,88.07,268.69,1.0,0.003721379585102967,0.35700983031130534,0.0,0.5315479695746101,0.896278620414897,0.9786478630684314,1
local_discontinuity,400,v0_2_local_path,0.005,3,100,81.04,81.04,0.0,0.0,0.0,0.0,0.0,0.9,0.9044415451918474,1
local_discontinuity,400,v0_2_local_path,0.005,4,100,12.11,12.11,0.0,0.0,0.0,0.0,0.0,0.9,0.9195806844635256,0.88
local_discontinuity,400,v0_2_local_path,0.01,0,100,119.2,400.0,4.0,0.0,0.7494826371002004,0.0,0.5542383568540251,0.9,0.9726391199389395,1
local_discontinuity,400,v0_2_local_path,0.01,1,100,99.58,400.0,3.0,0.002991989186422785,0.5368634492703562,0.0,0.5467452952462636,0.8970080108135773,0.9710347791103618,1
local_discontinuity,400,v0_2_local_path,0.01,2,100,88.07,400.0,2.0,0.008477302694864557,0.5900182462278173,0.0,0.5391816567928531,0.8915226973051354,0.9693530212599408,1
local_discontinuity,400,v0_2_local_path,0.01,3,100,81.04,81.04,0.0,0.0,0.0,0.0,0.0,0.9,0.9044415451918474,1
local_discontinuity,400,v0_2_local_path,0.01,4,100,12.11,93.15,1.0,0.00867243242441387,0.46221562571705227,0.008672432403167452,0.009973297288075951,0.8913275675755862,0.8977740103815085,1
local_discontinuity,400,v0_2_local_path,0.02,0,100,119.2,400.0,4.0,0.0,0.7494826371002004,0.0,0.5542383568540251,0.9,0.9726391199389395,1
local_discontinuity,400,v0_2_local_path,0.02,1,100,99.58,400.0,3.0,0.002991989186422785,0.5368634492703562,0.0,0.5467452952462636,0.8970080108135773,0.9710347791103618,1
local_discontinuity,400,v0_2_local_path,0.02,2,100,88.07,400.0,2.0,0.008477302694864557,0.5900182462278173,0.0,0.5391816567928531,0.8915226973051354,0.9693530212599408,1
local_discontinuity,400,v0_2_local_path,0.02,3,100,81.04,81.04,0.0,0.0,0.0,0.0,0.0,0.9,0.9044415451918474,1
local_discontinuity,400,v0_2_local_path,0.02,4,100,12.11,93.15,1.0,0.00867243242441387,0.46221562571705227,0.008672432403167452,0.009973297288075951,0.8913275675755862,0.8977740103815085,1
local_discontinuity,400,v0_2_local_path,0.05,0,100,119.2,400.0,4.0,0.0,0.7494826371002004,0.0,0.5542383568540251,0.9,0.9726391199389395,1
local_discontinuity,400,v0_2_local_path,0.05,1,100,99.58,400.0,3.0,0.002991989186422785,0.5368634492703562,0.0,0.5467452952462636,0.8970080108135773,0.9710347791103618,1
local_discontinuity,400,v0_2_local_path,0.05,2,100,88.07,400.0,2.0,0.008477302694864557,0.5900182462278173,0.0,0.5391816567928531,0.8915226973051354,0.9693530212599408,1
local_discontinuity,400,v0_2_local_path,0.05,3,100,81.04,81.04,0.0,0.0,0.0,0.0,0.0,0.9,0.9044415451918474,1
local_discontinuity,400,v0_2_local_path,0.05,4,100,12.11,93.15,1.0,0.00867243242441387,0.46221562571705227,0.008672432403167452,0.009973297288075951,0.8913275675755862,0.8977740103815085,1
local_discontinuity,800,independent_mondrian,,0,100,239.8,239.8,0.0,0.0,0.0,0.0,0.0,0.9,0.9006573643736027,1
local_discontinuity,800,independent_mondrian,,1,100,201.61,201.61,0.0,0.0,0.0,0.0,0.0,0.9,0.8991045100607405,1
local_discontinuity,800,independent_mondrian,,2,100,174.81,174.81,0.0,0.0,0.0,0.0,0.0,0.9,0.8985451107881578,1
local_discontinuity,800,independent_mondrian,,3,100,159.3,159.3,0.0,0.0,0.0,0.0,0.0,0.9,0.9050035974980649,1
local_discontinuity,800,independent_mondrian,,4,100,24.48,24.48,0.0,0.0,0.0,0.0,0.0,0.9,0.9184745381289443,1
local_discontinuity,800,v0_1_global_L,0.0,0,100,239.8,239.8,0.0,0.0,0.0,0.0,0.0,0.9,0.9006573643736027,1
local_discontinuity,800,v0_1_global_L,0.0,1,100,201.61,201.61,0.0,0.0,0.0,0.0,0.0,0.9,0.8991045100607405,1
local_discontinuity,800,v0_1_global_L,0.0,2,100,174.81,174.81,0.0,0.0,0.0,0.0,0.0,0.9,0.8985451107881578,1
local_discontinuity,800,v0_1_global_L,0.0,3,100,159.3,159.3,0.0,0.0,0.0,0.0,0.0,0.9,0.9050035974980649,1
local_discontinuity,800,v0_1_global_L,0.0,4,100,24.48,24.48,0.0,0.0,0.0,0.0,0.0,0.9,0.9184745381289443,1
local_discontinuity,800,v0_1_global_L,0.005,0,100,239.8,239.8,0.0,0.0,0.0,0.0,0.0,0.9,0.9006573643736027,1
local_discontinuity,800,v0_1_global_L,0.005,1,100,201.61,201.61,0.0,0.0,0.0,0.0,0.0,0.9,0.8991045100607405,1
local_discontinuity,800,v0_1_global_L,0.005,2,100,174.81,174.81,0.0,0.0,0.0,0.0,0.0,0.9,0.8985451107881578,1
local_discontinuity,800,v0_1_global_L,0.005,3,100,159.3,159.3,0.0,0.0,0.0,0.0,0.0,0.9,0.9050035974980649,1
local_discontinuity,800,v0_1_global_L,0.005,4,100,24.48,24.48,0.0,0.0,0.0,0.0,0.0,0.9,0.9184745381289443,1
local_discontinuity,800,v0_1_global_L,0.01,0,100,239.8,239.8,0.0,0.0,0.0,0.0,0.0,0.9,0.9006573643736027,1
local_discontinuity,800,v0_1_global_L,0.01,1,100,201.61,201.61,0.0,0.0,0.0,0.0,0.0,0.9,0.8991045100607405,1
local_discontinuity,800,v0_1_global_L,0.01,2,100,174.81,174.81,0.0,0.0,0.0,0.0,0.0,0.9,0.8985451107881578,1
local_discontinuity,800,v0_1_global_L,0.01,3,100,159.3,159.3,0.0,0.0,0.0,0.0,0.0,0.9,0.9050035974980649,1
local_discontinuity,800,v0_1_global_L,0.01,4,100,24.48,24.48,0.0,0.0,0.0,0.0,0.0,0.9,0.9184745381289443,1
local_discontinuity,800,v0_1_global_L,0.02,0,100,239.8,239.8,0.0,0.0,0.0,0.0,0.0,0.9,0.9006573643736027,1
local_discontinuity,800,v0_1_global_L,0.02,1,100,201.61,201.61,0.0,0.0,0.0,0.0,0.0,0.9,0.8991045100607405,1
local_discontinuity,800,v0_1_global_L,0.02,2,100,174.81,174.81,0.0,0.0,0.0,0.0,0.0,0.9,0.8985451107881578,1
local_discontinuity,800,v0_1_global_L,0.02,3,100,159.3,159.3,0.0,0.0,0.0,0.0,0.0,0.9,0.9050035974980649,1
local_discontinuity,800,v0_1_global_L,0.02,4,100,24.48,24.48,0.0,0.0,0.0,0.0,0.0,0.9,0.9184745381289443,1
local_discontinuity,800,v0_1_global_L,0.05,0,100,239.8,239.8,0.0,0.0,0.0,0.0,0.0,0.9,0.9006573643736027,1
local_discontinuity,800,v0_1_global_L,0.05,1,100,201.61,201.61,0.0,0.0,0.0,0.0,0.0,0.9,0.8991045100607405,1
local_discontinuity,800,v0_1_global_L,0.05,2,100,174.81,174.81,0.0,0.0,0.0,0.0,0.0,0.9,0.8985451107881578,1
local_discontinuity,800,v0_1_global_L,0.05,3,100,159.3,159.3,0.0,0.0,0.0,0.0,0.0,0.9,0.9050035974980649,1
local_discontinuity,800,v0_1_global_L,0.05,4,100,24.48,24.48,0.0,0.0,0.0,0.0,0.0,0.9,0.9184745381289443,1
local_discontinuity,800,v0_2_local_path,0.0,0,100,239.8,800.0,4.0,0.0,0.7494826371002004,0.0,0.5542383568540251,0.9,0.9714542976155912,1
local_discontinuity,800,v0_2_local_path,0.0,1,100,201.61,201.61,0.0,0.0,0.0,0.0,0.0,0.9,0.8991045100607405,1
local_discontinuity,800,v0_2_local_path,0.0,2,100,174.81,174.81,0.0,0.0,0.0,0.0,0.0,0.9,0.8985451107881578,1
local_discontinuity,800,v0_2_local_path,0.0,3,100,159.3,159.3,0.0,0.0,0.0,0.0,0.0,0.9,0.9050035974980649,1
local_discontinuity,800,v0_2_local_path,0.0,4,100,24.48,24.48,0.0,0.0,0.0,0.0,0.0,0.9,0.9184745381289443,1
local_discontinuity,800,v0_2_local_path,0.005,0,100,239.8,800.0,4.0,0.0,0.7494826371002004,0.0,0.5542383568540251,0.9,0.9714542976155912,1
local_discontinuity,800,v0_2_local_path,0.005,1,100,201.61,800.0,3.0,0.002991989186422785,0.5368634492703562,0.0,0.5467452952462636,0.8970080108135773,0.9697875245944302,1
local_discontinuity,800,v0_2_local_path,0.005,2,100,174.81,535.72,1.0,0.003721379585102967,0.35700983031130534,0.0,0.5315479695746101,0.896278620414897,0.9778419266534473,1
local_discontinuity,800,v0_2_local_path,0.005,3,100,159.3,159.3,0.0,0.0,0.0,0.0,0.0,0.9,0.9050035974980649,1
local_discontinuity,800,v0_2_local_path,0.005,4,100,24.48,24.48,0.0,0.0,0.0,0.0,0.0,0.9,0.9184745381289443,1
local_discontinuity,800,v0_2_local_path,0.01,0,100,239.8,800.0,4.0,0.0,0.7494826371002004,0.0,0.5542383568540251,0.9,0.9714542976155912,1
local_discontinuity,800,v0_2_local_path,0.01,1,100,201.61,800.0,3.0,0.002991989186422785,0.5368634492703562,0.0,0.5467452952462636,0.8970080108135773,0.9697875245944302,1
local_discontinuity,800,v0_2_local_path,0.01,2,100,174.81,800.0,2.0,0.008477302694864557,0.5900182462278173,0.0,0.5391816567928531,0.8915226973051354,0.9680408795055977,1
local_discontinuity,800,v0_2_local_path,0.01,3,100,159.3,159.3,0.0,0.0,0.0,0.0,0.0,0.9,0.9050035974980649,1
local_discontinuity,800,v0_2_local_path,0.01,4,100,24.48,183.78,1.0,0.00867243242441387,0.46221562571705227,0.008672432403167452,0.009973297288075951,0.8913275675755862,0.8995651117658067,1
local_discontinuity,800,v0_2_local_path,0.02,0,100,239.8,800.0,4.0,0.0,0.7494826371002004,0.0,0.5542383568540251,0.9,0.9714542976155912,1
local_discontinuity,800,v0_2_local_path,0.02,1,100,201.61,800.0,3.0,0.002991989186422785,0.5368634492703562,0.0,0.5467452952462636,0.8970080108135773,0.9697875245944302,1
local_discontinuity,800,v0_2_local_path,0.02,2,100,174.81,800.0,2.0,0.008477302694864557,0.5900182462278173,0.0,0.5391816567928531,0.8915226973051354,0.9680408795055977,1
local_discontinuity,800,v0_2_local_path,0.02,3,100,159.3,159.3,0.0,0.0,0.0,0.0,0.0,0.9,0.9050035974980649,1
local_discontinuity,800,v0_2_local_path,0.02,4,100,24.48,183.78,1.0,0.00867243242441387,0.46221562571705227,0.008672432403167452,0.009973297288075951,0.8913275675755862,0.8995651117658067,1
local_discontinuity,800,v0_2_local_path,0.05,0,100,239.8,800.0,4.0,0.0,0.7494826371002004,0.0,0.5542383568540251,0.9,0.9714542976155912,1
local_discontinuity,800,v0_2_local_path,0.05,1,100,201.61,800.0,3.0,0.002991989186422785,0.5368634492703562,0.0,0.5467452952462636,0.8970080108135773,0.9697875245944302,1
local_discontinuity,800,v0_2_local_path,0.05,2,100,174.81,800.0,2.0,0.008477302694864557,0.5900182462278173,0.0,0.5391816567928531,0.8915226973051354,0.9680408795055977,1
local_discontinuity,800,v0_2_local_path,0.05,3,100,159.3,159.3,0.0,0.0,0.0,0.0,0.0,0.9,0.9050035974980649,1
local_discontinuity,800,v0_2_local_path,0.05,4,100,24.48,183.78,1.0,0.00867243242441387,0.46221562571705227,0.008672432403167452,0.009973297288075951,0.8913275675755862,0.8995651117658067,1
local_discontinuity,1600,independent_mondrian,,0,100,483.66,483.66,0.0,0.0,0.0,0.0,0.0,0.9,0.9012409376260754,1
local_discontinuity,1600,independent_mondrian,,1,100,400.1,400.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9009571386646207,1
local_discontinuity,1600,independent_mondrian,,2,100,350.2,350.2,0.0,0.0,0.0,0.0,0.0,0.9,0.9003563991044076,1
local_discontinuity,1600,independent_mondrian,,3,100,318.01,318.01,0.0,0.0,0.0,0.0,0.0,0.9,0.8986012417682534,1
local_discontinuity,1600,independent_mondrian,,4,100,48.03,48.03,0.0,0.0,0.0,0.0,0.0,0.9,0.9161797686604756,1
local_discontinuity,1600,v0_1_global_L,0.0,0,100,483.66,483.66,0.0,0.0,0.0,0.0,0.0,0.9,0.9012409376260754,1
local_discontinuity,1600,v0_1_global_L,0.0,1,100,400.1,400.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9009571386646207,1
local_discontinuity,1600,v0_1_global_L,0.0,2,100,350.2,350.2,0.0,0.0,0.0,0.0,0.0,0.9,0.9003563991044076,1
local_discontinuity,1600,v0_1_global_L,0.0,3,100,318.01,318.01,0.0,0.0,0.0,0.0,0.0,0.9,0.8986012417682534,1
local_discontinuity,1600,v0_1_global_L,0.0,4,100,48.03,48.03,0.0,0.0,0.0,0.0,0.0,0.9,0.9161797686604756,1
local_discontinuity,1600,v0_1_global_L,0.005,0,100,483.66,483.66,0.0,0.0,0.0,0.0,0.0,0.9,0.9012409376260754,1
local_discontinuity,1600,v0_1_global_L,0.005,1,100,400.1,400.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9009571386646207,1
local_discontinuity,1600,v0_1_global_L,0.005,2,100,350.2,350.2,0.0,0.0,0.0,0.0,0.0,0.9,0.9003563991044076,1
local_discontinuity,1600,v0_1_global_L,0.005,3,100,318.01,318.01,0.0,0.0,0.0,0.0,0.0,0.9,0.8986012417682534,1
local_discontinuity,1600,v0_1_global_L,0.005,4,100,48.03,48.03,0.0,0.0,0.0,0.0,0.0,0.9,0.9161797686604756,1
local_discontinuity,1600,v0_1_global_L,0.01,0,100,483.66,483.66,0.0,0.0,0.0,0.0,0.0,0.9,0.9012409376260754,1
local_discontinuity,1600,v0_1_global_L,0.01,1,100,400.1,400.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9009571386646207,1
local_discontinuity,1600,v0_1_global_L,0.01,2,100,350.2,350.2,0.0,0.0,0.0,0.0,0.0,0.9,0.9003563991044076,1
local_discontinuity,1600,v0_1_global_L,0.01,3,100,318.01,318.01,0.0,0.0,0.0,0.0,0.0,0.9,0.8986012417682534,1
local_discontinuity,1600,v0_1_global_L,0.01,4,100,48.03,48.03,0.0,0.0,0.0,0.0,0.0,0.9,0.9161797686604756,1
