rare_count,repetition,method,class_id,test_count,coverage,mean_set_size,mean_ordinal_span,mean_preliminary_threshold,preliminary_threshold_variance,mean_correction,correction_is_infinite,calibration_support
100,1,input_dependent_structured_mondrian,4,2398,0.8932443703085905,1.6538782318598833,1.6538782318598833,0.740317871343308,0.052510323700469944,-0.0029055805830342507,0,100
100,1,input_dependent_structured_mondrian,2,2374,0.9056444818871103,2.0922493681550125,2.0922493681550125,0.6085886671992267,0.0424584767369207,0.026130995489465514,0,100
100,1,input_dependent_structured_mondrian,0,549,0.8743169398907104,1.3387978142076502,1.3387978142076502,0.477926607772752,0.03452756283105639,-0.050778341638666735,0,100
100,1,input_dependent_structured_mondrian,3,2380,0.9470588235294117,2.073529411764706,2.073529411764706,0.6685502024883587,0.04456843879866342,0.11399127048039115,0,100
100,1,input_dependent_structured_mondrian,1,2299,0.8755980861244019,1.823836450630709,1.823836450630709,0.5486858850095049,0.038504925407871406,-0.03242931537994431,0,100
100,2,independent_mondrian,1,2440,0.9168032786885246,1.9086065573770492,1.9086065573770492,0.0,0.0,0.6039552056616357,0,100
100,2,independent_mondrian,4,2331,0.8824538824538825,1.6872586872586872,1.6872586872586872,0.0,0.0,0.731562780728609,0,100
100,2,independent_mondrian,2,2395,0.911482254697286,2.2392484342379957,2.2392484342379957,0.0,0.0,0.6689206862013335,0,100
100,2,independent_mondrian,3,2366,0.9239222316145393,2.2037193575655114,2.2037193575655114,0.0,0.0,0.7670184504406551,0,100
100,2,independent_mondrian,0,468,0.8653846153846154,1.4102564102564104,1.4102564102564104,0.0,0.0,0.453620865660734,0,100
100,2,input_dependent_structured_mondrian,1,2440,0.8586065573770492,1.7536885245901639,1.7536885245901639,0.5447482370164247,0.040663320360345395,-0.04753463644966199,0,100
100,2,input_dependent_structured_mondrian,4,2331,0.8682968682968683,1.4869154869154868,1.4869154869154868,0.7437057202451762,0.04680066806955914,-0.07005491126050917,0,100
100,2,input_dependent_structured_mondrian,2,2395,0.9056367432150313,1.9014613778705636,1.9014613778705636,0.609947320091992,0.0430392869222232,-0.0006715208097499703,0,100
100,2,input_dependent_structured_mondrian,3,2366,0.8672865595942519,1.9459002535925614,1.9459002535925614,0.6755631939287575,0.043900781658383875,-0.05843645933762909,0,100
100,2,input_dependent_structured_mondrian,0,468,0.9081196581196581,1.3098290598290598,1.3098290598290598,0.4742528125712114,0.03612291222482457,0.017487011192818924,0,100
100,3,independent_mondrian,4,2344,0.8813993174061433,1.5251706484641638,1.5251706484641638,0.0,0.0,0.7377208426673091,0,100
100,3,independent_mondrian,2,2453,0.9294741133306156,2.100285364859356,2.100285364859356,0.0,0.0,0.7215167033475735,0,100
100,3,independent_mondrian,1,2284,0.9216287215411558,2.0529772329246936,2.0529772329246936,0.0,0.0,0.6338014747271509,0,100
100,3,independent_mondrian,3,2394,0.8458646616541353,2.210526315789474,2.210526315789474,0.0,0.0,0.5890541993344431,0,100
100,3,independent_mondrian,0,525,0.9180952380952381,1.5676190476190477,1.5676190476190477,0.0,0.0,0.5556462218698501,0,100
100,3,input_dependent_structured_mondrian,4,2344,0.8310580204778157,1.4735494880546076,1.4735494880546076,0.7583756962348945,0.04079303691384054,-0.12514403393215,0,100
100,3,input_dependent_structured_mondrian,2,2453,0.9412963717896453,1.9470036689767631,1.9470036689767631,0.6187287996297895,0.03981331967151938,0.06603421266110299,0,100
100,3,input_dependent_structured_mondrian,1,2284,0.8984238178633975,1.8502626970227671,1.8502626970227671,0.5479286458300615,0.03760813326064062,-0.002482509195589677,0,100
100,3,input_dependent_structured_mondrian,3,2394,0.8492063492063492,1.9477861319966583,1.9477861319966583,0.6830182875738238,0.040128118100889364,-0.08816717834378573,0,100
100,3,input_dependent_structured_mondrian,0,525,0.88,1.3523809523809525,1.3523809523809525,0.4642937782726266,0.03682661438682504,-0.004212665997638587,0,100
100,4,independent_mondrian,2,2375,0.8694736842105263,2.3444210526315787,2.3444210526315787,0.0,0.0,0.5584427510669231,0,100
100,4,independent_mondrian,4,2381,0.9034019319613608,1.5783284334313314,1.5783284334313314,0.0,0.0,0.7873787386377172,0,100
100,4,independent_mondrian,1,2362,0.9597798475867908,1.8365791701947503,1.8365791701947503,0.0,0.0,0.7742635418733175,0,100
100,4,independent_mondrian,3,2378,0.8915054667788057,2.174936921783011,2.174936921783011,0.0,0.0,0.6935613699740503,0,100
100,4,independent_mondrian,0,504,0.8849206349206349,1.6626984126984128,1.6626984126984128,0.0,0.0,0.5089319258116605,0,100
100,4,input_dependent_structured_mondrian,2,2375,0.8694736842105263,2.0522105263157893,2.0522105263157893,0.5940821069248293,0.034842486616129396,-0.04245426432926469,0,100
100,4,input_dependent_structured_mondrian,4,2381,0.8971020579588408,1.5506089878202436,1.5506089878202436,0.7513807917736748,0.0375456568655413,-0.0038725188955439638,0,100
100,4,input_dependent_structured_mondrian,1,2362,0.9525825571549534,1.7764606265876377,1.7764606265876377,0.5306264066403306,0.03481434192776907,0.11391956360395317,0,100
100,4,input_dependent_structured_mondrian,3,2378,0.9028595458368377,2.005466778805719,2.005466778805719,0.6685756252141636,0.03712414621416864,0.004785014593124859,0,100
100,4,input_dependent_structured_mondrian,0,504,0.876984126984127,1.4226190476190477,1.4226190476190477,0.46106726554518274,0.03064509204681141,-0.011096244316660842,0,100
100,5,independent_mondrian,2,2360,0.8766949152542373,2.1161016949152542,2.1161016949152542,0.0,0.0,0.5849265389827664,0,100
100,5,independent_mondrian,1,2447,0.9301185124642419,2.0159378831221906,2.0159378831221906,0.0,0.0,0.6468377553057164,0,100
100,5,independent_mondrian,3,2361,0.8487928843710292,2.094875052943668,2.094875052943668,0.0,0.0,0.60805855539754,0,100
100,5,independent_mondrian,0,491,0.9511201629327902,1.6313645621181263,1.6313645621181263,0.0,0.0,0.6419158855211252,0,100
100,5,independent_mondrian,4,2341,0.8889363519863306,1.4741563434429732,1.4741563434429732,0.0,0.0,0.7649722396745824,0,100
100,5,input_dependent_structured_mondrian,2,2360,0.9122881355932203,1.9673728813559321,1.9673728813559321,0.6105269714938704,0.03890001021783562,0.012572968624376846,0,100
100,5,input_dependent_structured_mondrian,1,2447,0.8843481814466694,1.7973028197793217,1.7973028197793217,0.5304233049061863,0.03520135991695448,-0.019611190506329923,0,100
100,5,input_dependent_structured_mondrian,3,2361,0.8881829733163914,2.026260059296908,2.026260059296908,0.7009213078973541,0.04334003113665,-0.0400758981739901,0,100
100,5,input_dependent_structured_mondrian,0,491,0.924643584521385,1.4256619144602851,1.4256619144602851,0.4657985664789857,0.03488586478885455,0.04243240544550575,0,100
100,5,input_dependent_structured_mondrian,4,2341,0.8718496369073045,1.5032037590773173,1.5032037590773173,0.7732600426113228,0.045662663524211416,-0.06172271615515923,0,100
100,6,independent_mondrian,4,2354,0.9167374681393373,1.667374681393373,1.667374681393373,0.0,0.0,0.8090631174188512,0,100
100,6,independent_mondrian,1,2305,0.9292841648590021,2.0286334056399133,2.0286334056399133,0.0,0.0,0.6512009707354577,0,100
100,6,independent_mondrian,2,2409,0.908675799086758,2.315483603154836,2.315483603154836,0.0,0.0,0.6653804727456162,0,100
100,6,independent_mondrian,0,534,0.9288389513108615,1.550561797752809,1.550561797752809,0.0,0.0,0.5445600193449653,0,100
100,6,independent_mondrian,3,2398,0.9203502919099249,2.2981651376146788,2.2981651376146788,0.0,0.0,0.749529832009882,0,100
100,6,input_dependent_structured_mondrian,4,2354,0.9566694987255735,1.5348343245539506,1.5348343245539506,0.7468736056953239,0.05614058575426047,0.14925238597323442,0,100
100,6,input_dependent_structured_mondrian,1,2305,0.9114967462039045,1.7900216919739695,1.7900216919739695,0.5136107747443083,0.02616944146354894,0.025351957819589988,0,100
100,6,input_dependent_structured_mondrian,2,2409,0.8891656288916563,2.0282274802822746,2.0282274802822746,0.5935874318042276,0.034416308301135644,0.01417739803307727,0,100
100,6,input_dependent_structured_mondrian,0,534,0.9194756554307116,1.3558052434456929,1.3558052434456929,0.42949191267168474,0.018294532761540052,0.03904094180125062,0,100
100,6,input_dependent_structured_mondrian,3,2398,0.8665554628857381,2.1326105087572977,2.1326105087572977,0.6707276064491374,0.043016462799183176,-0.05541647437500252,0,100
100,7,independent_mondrian,1,2357,0.9121764955451845,2.1972846839202376,2.1972846839202376,0.0,0.0,0.600622370138609,0,100
100,7,independent_mondrian,2,2379,0.9092055485498108,2.440521227406473,2.440521227406473,0.0,0.0,0.6486461895079634,0,100
100,7,independent_mondrian,3,2381,0.9252414951700966,2.374632507349853,2.374632507349853,0.0,0.0,0.7801664602595894,0,100
100,7,independent_mondrian,4,2386,0.9559932942162616,1.7053646269907796,1.7053646269907796,0.0,0.0,0.9744695824277334,0,100
100,7,independent_mondrian,0,497,0.9537223340040242,1.5251509054325956,1.5251509054325956,0.0,0.0,0.6778363375693621,0,100
100,7,input_dependent_structured_mondrian,1,2357,0.8502333474756045,1.8816291896478574,1.8816291896478574,0.5431153001891833,0.03981620829008505,-0.058094898764755154,0,100
100,7,input_dependent_structured_mondrian,2,2379,0.9281210592686002,2.140395124001681,2.140395124001681,0.6171521346901949,0.042940546805801796,0.04705525222614815,0,100
100,7,input_dependent_structured_mondrian,3,2381,0.9319613607727846,2.1982360352792942,2.1982360352792942,0.6730127581533416,0.045527990671896404,0.06585578837933359,0,100
100,7,input_dependent_structured_mondrian,4,2386,0.9480301760268232,1.6508801341156747,1.6508801341156747,0.7358419569362473,0.0491050862863163,0.12097404204649553,0,100
100,7,input_dependent_structured_mondrian,0,497,0.9456740442655935,1.3782696177062375,1.3782696177062375,0.4840042919458288,0.03581693235099159,0.04167002398767605,0,100
100,8,independent_mondrian,1,2460,0.9296747967479675,1.833739837398374,1.833739837398374,0.0,0.0,0.6259045031015729,0,100
100,8,independent_mondrian,4,2432,0.8889802631578947,1.6620065789473684,1.6620065789473684,0.0,0.0,0.7331834638761996,0,100
100,8,independent_mondrian,3,2333,0.9249892841834548,2.097728246892413,2.097728246892413,0.0,0.0,0.8046727003706031,0,100
100,8,independent_mondrian,2,2271,0.8524878907970057,2.2575957727873184,2.2575957727873184,0.0,0.0,0.5561769283633593,0,100
100,8,independent_mondrian,0,504,0.9027777777777778,1.5099206349206349,1.5099206349206349,0.0,0.0,0.4984307633267383,0,100
100,8,input_dependent_structured_mondrian,1,2460,0.9390243902439024,1.8252032520325203,1.8252032520325203,0.5373671448096577,0.03389101743780713,0.0470083081381264,0,100
100,8,input_dependent_structured_mondrian,4,2432,0.9399671052631579,1.674342105263158,1.674342105263158,0.7769842004929773,0.03737817229580083,0.03046267103821243,0,100
100,8,input_dependent_structured_mondrian,3,2333,0.9408486926703815,2.1525932276039432,2.1525932276039432,0.6974324668175581,0.03636849749577108,0.06583240740973006,0,100
100,8,input_dependent_structured_mondrian,2,2271,0.8859533245266402,2.13518273888155,2.13518273888155,0.6103249428497388,0.03671469111924694,-0.021114533662456192,0,100
100,8,input_dependent_structured_mondrian,0,504,0.8670634920634921,1.371031746031746,1.371031746031746,0.4511710638961377,0.03353486473321596,-0.018464173080222857,0,100
100,9,independent_mondrian,4,2298,0.8968668407310705,1.7040905134899913,1.7040905134899913,0.0,0.0,0.767174490186171,0,100
100,9,independent_mondrian,2,2377,0.9524610854017669,2.169962137147665,2.169962137147665,0.0,0.0,0.8326010020911014,0,100
100,9,independent_mondrian,1,2389,0.8865634156550858,2.2896609460025115,2.2896609460025115,0.0,0.0,0.5316302807802975,0,100
100,9,independent_mondrian,3,2447,0.8904781364936657,2.35022476501839,2.35022476501839,0.0,0.0,0.7077303292145617,0,100
100,9,independent_mondrian,0,489,0.9406952965235174,1.4417177914110428,1.4417177914110428,0.0,0.0,0.6328793210496527,0,100
100,9,input_dependent_structured_mondrian,4,2298,0.8990426457789382,1.621845082680592,1.621845082680592,0.7311597642693154,0.04474017284451569,7.950697806480278e-05,0,100
100,9,input_dependent_structured_mondrian,2,2377,0.9545645771981489,2.044594026083298,2.044594026083298,0.5856306241725353,0.034116700012741315,0.14843569431656523,0,100
100,9,input_dependent_structured_mondrian,1,2389,0.8978652155713688,1.90623691921306,1.90623691921306,0.5043733372966414,0.02874852059051948,0.01580522651439098,0,100
100,9,input_dependent_structured_mondrian,3,2447,0.8974254188802615,2.13363302002452,2.13363302002452,0.6622328852982133,0.040000169777070556,0.0319948792673308,0,100
100,9,input_dependent_structured_mondrian,0,489,0.8997955010224948,1.378323108384458,1.378323108384458,0.4428951808873529,0.02432347706208547,0.03736862773299035,0,100
100,10,independent_mondrian,2,2355,0.9235668789808917,2.1180467091295117,2.1180467091295117,0.0,0.0,0.6739435095232305,0,100
100,10,independent_mondrian,0,528,0.8806818181818182,1.2367424242424243,1.2367424242424243,0.0,0.0,0.4727240742714972,0,100
100,10,independent_mondrian,4,2349,0.9110259684972328,1.6836951894423158,1.6836951894423158,0.0,0.0,0.7988293826914428,0,100
100,10,independent_mondrian,3,2401,0.9067055393586005,2.228238234069138,2.228238234069138,0.0,0.0,0.7452231181286897,0,100
100,10,independent_mondrian,1,2367,0.8652302492606675,1.8876214617659484,1.8876214617659484,0.0,0.0,0.4897637184642812,0,100
100,10,input_dependent_structured_mondrian,2,2355,0.9163481953290871,2.09171974522293,2.09171974522293,0.6013271199877273,0.04016340516063335,0.006387345384992027,0,100
100,10,input_dependent_structured_mondrian,0,528,0.9015151515151515,1.331439393939394,1.331439393939394,0.4689356643797965,0.03114275149096532,-0.020385279184077815,0,100
100,10,input_dependent_structured_mondrian,4,2349,0.9391230310770541,1.6547467007237122,1.6547467007237122,0.7230306769749189,0.05001089718942567,0.1283069165059077,0,100
100,10,input_dependent_structured_mondrian,3,2401,0.9196168263223656,2.1524364847980006,2.1524364847980006,0.6631045630291779,0.04369898623569275,0.06983056528782522,0,100
100,10,input_dependent_structured_mondrian,1,2367,0.8825517532741868,1.785804816223067,1.785804816223067,0.5391805143783627,0.03423982213185891,-0.030568089000769016,0,100
100,11,independent_mondrian,1,2338,0.8832335329341318,1.8579982891360136,1.8579982891360136,0.0,0.0,0.5076871899407157,0,100
100,11,independent_mondrian,2,2349,0.8471690080885483,2.1596424010217112,2.1596424010217112,0.0,0.0,0.5492169531310945,0,100
100,11,independent_mondrian,4,2376,0.8699494949494949,1.6750841750841752,1.6750841750841752,0.0,0.0,0.7169568212196364,0,100
100,11,independent_mondrian,3,2458,0.9349064279902359,2.05939788445891,2.05939788445891,0.0,0.0,0.8680243083168361,0,100
100,11,independent_mondrian,0,479,0.9164926931106472,1.3215031315240084,1.3215031315240084,0.0,0.0,0.5400548689626532,0,100
100,11,input_dependent_structured_mondrian,1,2338,0.8691189050470488,1.7964071856287425,1.7964071856287425,0.5069314232748483,0.03185940575109958,-0.028023724716925213,0,100
100,11,input_dependent_structured_mondrian,2,2349,0.9212430821626224,2.029374201787995,2.029374201787995,0.6005815277801116,0.03491683720870389,0.03312773522661899,0,100
100,11,input_dependent_structured_mondrian,4,2376,0.8581649831649831,1.553030303030303,1.553030303030303,0.7579842917047266,0.0374994981420071,-0.07452494271107846,0,100
100,11,input_dependent_structured_mondrian,3,2458,0.9080553295362083,1.9959316517493897,1.9959316517493897,0.672713308209783,0.03624201211843243,0.03893532505672481,0,100
100,11,input_dependent_structured_mondrian,0,479,0.9373695198329853,1.361169102296451,1.361169102296451,0.42887005614800167,0.03071002514389992,0.08585175969763731,0,100
100,12,independent_mondrian,4,2391,0.9335006273525721,1.5595984943538268,1.5595984943538268,0.0,0.0,0.902049668403615,0,100
100,12,independent_mondrian,3,2403,0.850187265917603,2.2983770287141074,2.2983770287141074,0.0,0.0,0.6154876958985586,0,100
100,12,independent_mondrian,2,2346,0.9232736572890026,2.1278772378516626,2.1278772378516626,0.0,0.0,0.6917587711252869,0,100
100,12,independent_mondrian,1,2407,0.8969671790610719,1.9410054009140008,1.9410054009140008,0.0,0.0,0.5714227877078256,0,100
100,12,independent_mondrian,0,453,0.8940397350993378,1.4216335540838851,1.4216335540838851,0.0,0.0,0.49179243632011066,0,100
100,12,input_dependent_structured_mondrian,4,2391,0.931827687160184,1.5449602676704308,1.5449602676704308,0.7436243052281286,0.04832609344670454,0.08190599848268998,0,100
100,12,input_dependent_structured_mondrian,3,2403,0.8518518518518519,2.075738660008323,2.075738660008323,0.6800492372749617,0.04687081012163324,-0.058854279699571244,0,100
100,12,input_dependent_structured_mondrian,2,2346,0.9121909633418585,1.999147485080989,1.999147485080989,0.6140810070349066,0.04256240675239222,0.02376713639900807,0,100
100,12,input_dependent_structured_mondrian,1,2407,0.8737017033651848,1.7611134191940174,1.7611134191940174,0.535219374224121,0.03956757706005619,-0.027587894389345502,0,100
100,12,input_dependent_structured_mondrian,0,453,0.8565121412803532,1.3024282560706402,1.3024282560706402,0.4594399838658736,0.03726166196208621,-0.029709419201122717,0,100
100,13,independent_mondrian,1,2425,0.9208247422680412,1.97319587628866,1.97319587628866,0.0,0.0,0.6365054383235553,0,100
100,13,independent_mondrian,2,2345,0.9125799573560768,2.168869936034115,2.168869936034115,0.0,0.0,0.6853563705366091,0,100
100,13,independent_mondrian,4,2315,0.8868250539956803,1.591792656587473,1.591792656587473,0.0,0.0,0.7312451492656867,0,100
100,13,independent_mondrian,0,523,0.8852772466539197,1.479923518164436,1.479923518164436,0.0,0.0,0.501939207625877,0,100
100,13,independent_mondrian,3,2392,0.8821070234113713,2.172658862876254,2.172658862876254,0.0,0.0,0.6771957335597419,0,100
100,13,input_dependent_structured_mondrian,1,2425,0.8841237113402062,1.8144329896907216,1.8144329896907216,0.522776652410878,0.03066346089526341,-0.0043533822036000425,0,100
100,13,input_dependent_structured_mondrian,2,2345,0.9309168443496801,1.9373134328358208,1.9373134328358208,0.5872477195990736,0.0345527905381479,0.06643025958200166,0,100
100,13,input_dependent_structured_mondrian,4,2315,0.8285097192224622,1.4794816414686824,1.4794816414686824,0.7406206290160727,0.04324706032008257,-0.09574952456644237,0,100
100,13,input_dependent_structured_mondrian,0,523,0.9158699808795411,1.2906309751434035,1.2906309751434035,0.4393555257449476,0.0263548389040197,0.023904525158805867,0,100
100,13,input_dependent_structured_mondrian,3,2392,0.8770903010033445,1.9615384615384615,1.9615384615384615,0.6665455655373751,0.03966906349691089,-0.010599716626326638,0,100
100,14,independent_mondrian,3,2361,0.8695468022024566,2.1715374841168997,2.1715374841168997,0.0,0.0,0.647243504541839,0,100
100,14,independent_mondrian,0,503,0.9105367793240556,1.6242544731610338,1.6242544731610338,0.0,0.0,0.5544451635671048,0,100
100,14,independent_mondrian,1,2401,0.9375260308204915,2.0183256976259893,2.0183256976259893,0.0,0.0,0.6782013237784315,0,100
100,14,independent_mondrian,4,2366,0.8803888419273035,1.5621301775147929,1.5621301775147929,0.0,0.0,0.7252573561600735,0,100
100,14,independent_mondrian,2,2369,0.9109328830730266,2.20726044744618,2.20726044744618,0.0,0.0,0.6640850861647136,0,100
100,14,input_dependent_structured_mondrian,3,2361,0.9144430326132994,2.038542990258365,2.038542990258365,0.7001009606649519,0.0448632034254763,0.017118792573118213,0,100
100,14,input_dependent_structured_mondrian,0,503,0.9264413518886679,1.4532803180914513,1.4532803180914513,0.45475589072406547,0.0308417739531867,0.026564175598542183,0,100
100,14,input_dependent_structured_mondrian,1,2401,0.9300291545189504,1.845481049562682,1.845481049562682,0.5319362918043209,0.03748805205673143,0.05534443127144384,0,100
100,14,input_dependent_structured_mondrian,4,2366,0.8693998309382924,1.5617075232459847,1.5617075232459847,0.7694214571332062,0.05071199883644086,-0.0780872229950279,0,100
100,14,input_dependent_structured_mondrian,2,2369,0.9109328830730266,2.0878007598142676,2.0878007598142676,0.6129599052425764,0.041009799825115496,0.008670551562775741,0,100
100,15,independent_mondrian,3,2382,0.9290512174643157,2.1397984886649875,2.1397984886649875,0.0,0.0,0.8198781557503922,0,100
100,15,independent_mondrian,4,2341,0.915420760358821,1.6958564715933362,1.6958564715933362,0.0,0.0,0.833025262732592,0,100
100,15,independent_mondrian,2,2406,0.8183707398171238,2.20906068162926,2.20906068162926,0.0,0.0,0.5133675195530483,0,100
100,15,independent_mondrian,1,2402,0.8980016652789342,1.7206494587843464,1.7206494587843464,0.0,0.0,0.5714493218484448,0,100
100,15,independent_mondrian,0,469,0.8933901918976546,1.4307036247334755,1.4307036247334755,0.0,0.0,0.4698717827961546,0,100
100,15,input_dependent_structured_mondrian,3,2382,0.8988245172124265,2.0759865659109993,2.0759865659109993,0.6876112832768657,0.052081905580672695,0.010614629018568855,0,100
100,15,input_dependent_structured_mondrian,4,2341,0.9354976505766767,1.6232379325074755,1.6232379325074755,0.776151510840594,0.056407354798380556,0.07687222195101634,0,100
100,15,input_dependent_structured_mondrian,2,2406,0.8748960931005819,2.039900249376559,2.039900249376559,0.6070371569711661,0.043050539188897945,-0.03531012592080607,0,100
100,15,input_dependent_structured_mondrian,1,2402,0.8950874271440467,1.7926727726894254,1.7926727726894254,0.5355833450149705,0.04003913425180689,-0.0011884910820218475,0,100
100,15,input_dependent_structured_mondrian,0,469,0.9360341151385928,1.4051172707889126,1.4051172707889126,0.4457580448327292,0.03565444889434067,0.032397307351922616,0,100
100,16,independent_mondrian,1,2341,0.9034600598035027,2.202050405809483,2.202050405809483,0.0,0.0,0.5738717797788518,0,100
100,16,independent_mondrian,3,2365,0.9471458773784355,2.3175475687103595,2.3175475687103595,0.0,0.0,0.8837776288313066,0,100
100,16,independent_mondrian,2,2392,0.9343645484949833,2.3499163879598663,2.3499163879598663,0.0,0.0,0.7347300825775175,0,100
100,16,independent_mondrian,4,2414,0.876139188069594,1.780447390223695,1.780447390223695,0.0,0.0,0.7454101751600275,0,100
100,16,independent_mondrian,0,488,0.9262295081967213,1.459016393442623,1.459016393442623,0.0,0.0,0.5809116794409102,0,100
100,16,input_dependent_structured_mondrian,1,2341,0.9260999572832123,1.7962409226826144,1.7962409226826144,0.534923319636158,0.040114014328225436,0.0375067381214087,0,100
100,16,input_dependent_structured_mondrian,3,2365,0.9289640591966173,2.019027484143763,2.019027484143763,0.6776704692263553,0.042176424348128676,0.05953146644374452,0,100
100,16,input_dependent_structured_mondrian,2,2392,0.8896321070234113,2.072742474916388,2.072742474916388,0.6085119075486585,0.04164443422914576,-0.001883399299981825,0,100
100,16,input_dependent_structured_mondrian,4,2414,0.8666114333057167,1.5774647887323943,1.5774647887323943,0.7594224792945408,0.042330241672883025,-0.06391904401663051,0,100
100,16,input_dependent_structured_mondrian,0,488,0.8545081967213115,1.3586065573770492,1.3586065573770492,0.45207729305100647,0.04046679432281913,-0.028474800853318494,0,100
100,17,independent_mondrian,2,2418,0.8589743589743589,2.1137303556658393,2.1137303556658393,0.0,0.0,0.5696733771928664,0,100
100,17,independent_mondrian,3,2291,0.9052815364469664,2.2060235704932345,2.2060235704932345,0.0,0.0,0.7321453513077126,0,100
100,17,independent_mondrian,1,2352,0.8707482993197279,1.8643707482993197,1.8643707482993197,0.0,0.0,0.4977822460581954,0,100
100,17,independent_mondrian,4,2445,0.9284253578732107,1.622085889570552,1.622085889570552,0.0,0.0,0.8673992322356001,0,100
100,17,independent_mondrian,0,494,0.9311740890688259,1.311740890688259,1.311740890688259,0.0,0.0,0.5637733117139923,0,100
100,17,input_dependent_structured_mondrian,2,2418,0.8924731182795699,2.0595533498759306,2.0595533498759306,0.6211353299588146,0.03858027797228895,-0.02550406567926078,0,100
100,17,input_dependent_structured_mondrian,3,2291,0.8751636839807944,2.080750763858577,2.080750763858577,0.6694670634777631,0.03834838562514506,-0.036503969795557034,0,100
100,17,input_dependent_structured_mondrian,1,2352,0.9187925170068028,1.7789115646258504,1.7789115646258504,0.5542154414343242,0.03810648714139667,0.013790075412235037,0,100
100,17,input_dependent_structured_mondrian,4,2445,0.9374233128834356,1.532515337423313,1.532515337423313,0.7295286608740523,0.03619489086723647,0.0964682989086465,0,100
100,17,input_dependent_structured_mondrian,0,494,0.888663967611336,1.374493927125506,1.374493927125506,0.501873932049742,0.04190251336573188,-0.02999297784712801,0,100
100,18,independent_mondrian,3,2318,0.957290767903365,2.334339948231234,2.334339948231234,0.0,0.0,0.8763756342817278,0,100
100,18,independent_mondrian,2,2360,0.9419491525423729,2.291101694915254,2.291101694915254,0.0,0.0,0.7434666429284614,0,100
100,18,independent_mondrian,1,2417,0.8870500620604055,2.108398841539098,2.108398841539098,0.0,0.0,0.5333805756712362,0,100
100,18,independent_mondrian,4,2405,0.8997920997920998,1.7908523908523908,1.7908523908523908,0.0,0.0,0.7746561627918246,0,100
100,18,independent_mondrian,0,500,0.928,1.378,1.378,0.0,0.0,0.5178532779670219,0,100
100,18,input_dependent_structured_mondrian,3,2318,0.9603106125970664,2.202329594477998,2.202329594477998,0.6730670917757975,0.03927450930418271,0.14192172571794803,0,100
100,18,input_dependent_structured_mondrian,2,2360,0.9436440677966101,2.2427966101694916,2.2427966101694916,0.5916905461079792,0.034870519740446825,0.09200538304331796,0,100
100,18,input_dependent_structured_mondrian,1,2417,0.9234588332643773,1.9321472900289616,1.9321472900289616,0.5071981674893365,0.032071121921749414,0.052773766215133855,0,100
100,18,input_dependent_structured_mondrian,4,2405,0.9143451143451143,1.7097713097713099,1.7097713097713099,0.7501783758991335,0.04473194148886813,0.033574236033425686,0,100
100,18,input_dependent_structured_mondrian,0,500,0.902,1.346,1.346,0.4165357039773596,0.027326942784820382,0.038402459040656034,0,100
100,19,independent_mondrian,4,2371,0.8954027836355968,1.5432307043441587,1.5432307043441587,0.0,0.0,0.767756504000286,0,100
100,19,independent_mondrian,1,2345,0.9142857142857143,1.8673773987206823,1.8673773987206823,0.0,0.0,0.6147696590516867,0,100
