n_str,repetition,class_j,class_k,m_j,m_k,true_ks,empirical_ks,dkw_ucb,two_sample_radius,two_sample_direct_ucb,two_sample_path_ucb,two_sample_ucb,ucb_reduction,dkw_covers,two_sample_covers,dkw_all_pairs_cover,two_sample_all_pairs_cover
500,1,1,2,117,118,0.009973297288075951,0.07982036795596115,0.38012912603916194,0.25437515641587766,0.3341955243718388,0.3341955243718388,0.3341955243718388,0.04593360166732313,1,1,1,1
500,1,1,3,117,101,0.019945036390476102,0.07235338918507228,0.38478185149812993,0.26480189626180123,0.3371552854468735,0.6661876765732415,0.3371552854468735,0.047626566051256425,1,1,1,1
500,1,1,4,117,8,0.029913659851819575,0.36004273504273504,1.0,0.6850070802064703,1.0,1.0,1.0,0.0,1,1,1,1
500,1,2,3,118,101,0.009973297288075951,0.0677127034737372,0.3795022080898293,0.2642794487276655,0.3319921522014027,0.3319921522014027,0.3319921522014027,0.047510055888426606,1,1,1,1
500,1,2,4,118,8,0.019945036390476102,0.3707627118644068,1.0,0.6846726120816515,1.0,1.0,1.0,0.0,1,1,1,1
500,1,3,4,101,8,0.009973297288075951,0.3972772277227723,1.0,0.6910583136124466,1.0,1.0,1.0,0.0,1,1,1,1
500,2,0,1,146,117,0.009973297288075951,0.11333567497951058,0.3985126229907124,0.24188990391041756,0.3552255788899281,0.3552255788899281,0.3552255788899281,0.04328704410078427,1,1,1,1
500,2,0,2,146,107,0.019945036390476102,0.0858404813724235,0.37789188691842013,0.2480465588498578,0.33388704022228133,0.684479151176371,0.33388704022228133,0.0440048466961388,1,1,1,1
500,2,0,3,146,113,0.029913659851819575,0.1817796096496545,0.4695966512999118,0.24424190832817727,0.4260215179778318,1.0,0.4260215179778318,0.04357513332208002,1,1,1,1
500,2,0,4,146,17,0.03987761167674496,0.19661563255439163,0.7260754372757828,0.48684018041335264,0.6834558129677443,1.0,0.6834558129677443,0.04261962430803856,1,1,1,1
500,2,1,2,117,107,0.009973297288075951,0.06845594696061985,0.37627812027558105,0.2607976253258231,0.329253572286443,0.329253572286443,0.329253572286443,0.04702454798913808,1,1,1,1
500,2,1,3,117,113,0.019945036390476102,0.10959836623553439,0.4131861756547562,0.2571609346628533,0.36675930089838765,0.7039868058308956,0.36675930089838765,0.04642687475636853,1,1,1,1
500,2,1,4,117,17,0.029913659851819575,0.1970839617898441,0.7423145342801998,0.4956769595443916,0.6927609213342357,1.0,0.6927609213342357,0.049553612945964054,1,1,1,1
500,2,2,3,107,113,0.009973297288075951,0.11173600198494746,0.4221982689389641,0.2629972315595052,0.37473323354445265,0.37473323354445265,0.37473323354445265,0.04746503539451147,1,1,1,1
500,2,2,4,107,17,0.019945036390476102,0.2369433754810335,0.7890484055061842,0.4996077896187485,0.736551165099782,1.0,0.736551165099782,0.052497240406402135,1,1,1,1
500,2,3,4,113,17,0.009973297288075951,0.22280062467464856,0.7706712908040598,0.49718079856873915,0.7199814232433877,0.7199814232433877,0.7199814232433877,0.050689867560672175,1,1,1,1
500,3,0,1,131,132,0.009973297288075951,0.07425399028452462,0.35812658037896605,0.24045287638645116,0.3147068666709758,0.3147068666709758,0.3147068666709758,0.04341971370799025,1,1,1,1
500,3,0,2,131,107,0.019945036390476102,0.07284012270814011,0.3723945750206502,0.2540278288206846,0.3268679515288247,0.6420035487027317,0.3268679515288247,0.04552662349182551,1,1,1,1
500,3,0,3,131,113,0.029913659851819575,0.09356211578734042,0.3888822042041111,0.25030308849116795,0.34386520427850836,0.9960602459805398,0.34386520427850836,0.04501699992560276,1,1,1,1
500,3,0,4,131,17,0.03987761167674496,0.1540188594521778,0.6909817109400824,0.49101339735341937,0.6450322568055972,1.0,0.6450322568055972,0.04594945413448526,1,1,1,1
500,3,1,2,132,107,0.009973297288075951,0.07370433305012747,0.3727191016818149,0.2535923489816284,0.3272966820317559,0.3272966820317559,0.3272966820317559,0.045422419650059,1,1,1,1
500,3,1,3,132,113,0.019945036390476102,0.09841780638240816,0.3931982111183562,0.24986184501504818,0.3482796513974563,0.681353379309564,0.3482796513974563,0.044918559720899864,1,1,1,1
500,3,1,4,132,17,0.029913659851819575,0.15285204991087353,0.6892752177179555,0.49071136725232894,0.6435634171632025,1.0,0.6435634171632025,0.04571180055475299,1,1,1,1
500,3,2,3,107,113,0.009973297288075951,0.09105946571830287,0.4015217326723195,0.2629972315595052,0.3540566972778081,0.3540566972778081,0.3540566972778081,0.04746503539451141,1,1,1,1
500,3,2,4,107,17,0.019945036390476102,0.1561297416162727,0.7082347716414232,0.4996077896187485,0.6557375312350212,0.9813780476424868,0.6557375312350212,0.052497240406402024,1,1,1,1
500,3,3,4,113,17,0.009973297288075951,0.1301405517959396,0.6780112179253508,0.49718079856873915,0.6273213503646787,0.6273213503646787,0.6273213503646787,0.050689867560672064,1,1,1,1
500,4,0,1,140,147,0.009973297288075951,0.10918367346938773,0.38098711160565646,0.2302448799837999,0.3394285534531876,0.3394285534531876,0.3394285534531876,0.04155855815246884,1,1,1,1
500,4,0,2,140,105,0.019945036390476102,0.11904761904761896,0.41544672470259636,0.25164355950797646,0.3706911785555954,0.7149959405941602,0.3706911785555954,0.044755546147000946,1,1,1,1
500,4,0,3,140,86,0.029913659851819575,0.10282392026578074,0.4158943937574915,0.2669060054707075,0.3697299257364882,1.0,0.3697299257364882,0.04616446802100327,1,1,1,1
500,4,0,4,140,22,0.03987761167674496,0.28441558441558445,0.7689854121019981,0.4387442145255239,0.7231597989411084,1.0,0.7231597989411084,0.04582561316088973,1,1,1,1
500,4,1,2,147,105,0.009973297288075951,0.12653061224489792,0.4196145487164221,0.2490367748960747,0.3755673871409726,0.3755673871409726,0.3755673871409726,0.04404716157544952,1,1,1,1
500,4,1,3,147,86,0.019945036390476102,0.16682486948267677,0.47658017379093426,0.2644240061624696,0.43124887564514636,0.7810214646088527,0.43124887564514636,0.0453312981457879,1,1,1,1
500,4,1,4,147,22,0.029913659851819575,0.24242424242424243,0.7236789009272028,0.43684624160586033,0.6792704840301027,1.0,0.6792704840301027,0.04440841689710007,1,1,1,1
500,4,2,3,105,86,0.009973297288075951,0.12192691029900332,0.4562778821259695,0.2835271671688768,0.40545407746788015,0.40545407746788015,0.40545407746788015,0.05082380465808933,1,1,1,1
500,4,2,4,105,22,0.019945036390476102,0.34718614718614715,0.8530364732078162,0.4512433230868223,0.7984294702729695,1.0,0.7984294702729695,0.05460700293484666,1,1,1,1
500,4,3,4,86,22,0.009973297288075951,0.34355179704016914,0.8660734908985714,0.4614316820220688,0.8049834790622379,0.8049834790622379,0.8049834790622379,0.06109001183633356,1,1,1,1
500,5,0,1,133,123,0.009973297288075951,0.10960327648389268,0.3974940246154418,0.24389814030225898,0.35350141678615166,0.35350141678615166,0.35350141678615166,0.04399260782929015,1,1,1,1
500,5,0,2,133,119,0.019945036390476102,0.1698363555948696,0.46017323687854106,0.24601391295534517,0.4158502685502148,0.7623626426082714,0.4158502685502148,0.04432296832832627,1,1,1,1
500,5,0,3,133,105,0.029913659851819575,0.08571428571428572,0.3856869553923276,0.2544882332962184,0.34020251901050413,1.0,0.34020251901050413,0.04548443638182348,1,1,1,1
500,5,0,4,133,20,0.03987761167674496,0.21466165413533833,0.7197422298254732,0.458360221967747,0.6730218761030853,1.0,0.6730218761030853,0.04672035372238792,1,1,1,1
500,5,1,2,123,119,0.009973297288075951,0.1581608253057321,0.45412271935510173,0.2507004005163876,0.4088612258221197,0.4088612258221197,0.4088612258221197,0.04526149353298203,1,1,1,1
500,5,1,3,123,105,0.019945036390476102,0.11986062717770038,0.4254583096214404,0.2590371940933073,0.3788978212710077,0.8172420728654004,0.3788978212710077,0.046560488350432694,1,1,1,1
500,5,1,4,123,20,0.029913659851819575,0.18739837398373982,0.6981039624395727,0.4615895549814667,0.6489879289652065,1.0,0.6489879289652065,0.049116033474366216,1,1,1,1
500,5,2,3,119,105,0.009973297288075951,0.14733893557422972,0.4553827511700921,0.261041911469051,0.4083808470432807,0.4083808470432807,0.4083808470432807,0.04700190412681138,1,1,1,1
500,5,2,4,119,20,0.019945036390476102,0.23235294117647054,0.7455046627844258,0.46300508368383075,0.6953580248603013,1.0,0.6953580248603013,0.05014663792412455,1,1,1,1
500,5,3,4,105,20,0.009973297288075951,0.169047619047619,0.6918351290499447,0.46864831500296344,0.6376959340505824,0.6376959340505824,0.6376959340505824,0.05413919499936226,1,1,1,1
500,6,0,1,145,128,0.009973297288075951,0.1003771551724138,0.3794069039193224,0.236454101220092,0.3368312563925058,0.3368312563925058,0.3368312563925058,0.04257564752681664,1,1,1,1
500,6,0,2,145,99,0.019945036390476102,0.14427028909787526,0.4430194043203804,0.25407402710205773,0.398344316199933,0.6796451665292467,0.398344316199933,0.044675088120447404,1,1,1,1
500,6,0,3,145,118,0.029913659851819575,0.13512565751022795,0.42012734313766886,0.24169694607865763,0.3768226035888856,1.0,0.3768226035888856,0.04330473954878328,1,1,1,1
500,6,0,4,145,10,0.03987761167674496,0.27241379310344827,0.9222803631961701,0.6129921960222394,0.8854059891256877,1.0,0.8854059891256877,0.03687437407048244,1,1,1,1
500,6,1,2,128,99,0.009973297288075951,0.08191287878787878,0.3893581718886459,0.26090103134886206,0.34281391013674084,0.34281391013674084,0.34281391013674084,0.04654426175190507,1,1,1,1
500,6,1,3,128,118,0.019945036390476102,0.13387182203389836,0.4275696855396013,0.24882143325483205,0.38269325528873044,0.7298201006186781,0.38269325528873044,0.04487643025087085,1,1,1,1
500,6,1,4,128,10,0.029913659851819575,0.28125,0.9398127479709838,0.617574514741003,0.898824514741003,1.0,0.898824514741003,0.0409882332299808,1,1,1,1
500,6,2,3,99,118,0.009973297288075951,0.12129772299263819,0.4347149529739376,0.26570846748929905,0.38700619048193724,0.38700619048193724,0.38700619048193724,0.047708762492000345,1,1,1,1
500,6,2,4,99,10,0.019945036390476102,0.24747474747474751,0.9257568619213279,0.6281580856131217,0.8756328330878692,1.0,0.8756328330878692,0.05012402883345868,1,1,1,1
500,6,3,4,118,10,0.009973297288075951,0.18983050847457628,0.8543651933260924,0.6207510471107321,0.8105815555853084,0.8105815555853084,0.8105815555853084,0.043783637740783976,1,1,1,1
500,7,0,1,146,142,0.009973297288075951,0.07273779664287094,0.34402802768622276,0.22979969053179009,0.302537487174661,0.302537487174661,0.302537487174661,0.04149054051156176,1,1,1,1
500,7,0,2,146,95,0.019945036390476102,0.08558038932948808,0.38727414049657244,0.25684744489305245,0.34242783422254053,0.651266365948417,0.34242783422254053,0.04484630627403191,1,1,1,1
500,7,0,3,146,105,0.029913659851819575,0.0694063926940639,0.362949284810299,0.2493957930954353,0.3188021857894992,1.0,0.3188021857894992,0.044147099020799774,1,1,1,1
500,7,0,4,146,12,0.03987761167674496,0.18949771689497716,0.794055277683523,0.5655582586978602,0.7550559755928374,1.0,0.7550559755928374,0.038999302090685584,1,1,1,1
500,7,1,2,142,95,0.009973297288075951,0.09043736100815414,0.3940151629763531,0.25829151776560183,0.34872887877375597,0.34872887877375597,0.34872887877375597,0.045286284202597116,1,1,1,1
500,7,1,3,142,105,0.019945036390476102,0.055331991951710235,0.35075893486905985,0.25087589217314316,0.3062078841248534,0.7200376835327194,0.3062078841248534,0.044551050744206455,1,1,1,1
500,7,1,4,142,12,0.029913659851819575,0.15727699530516434,0.7637186068948247,0.5665626593001524,0.7238396546053167,1.0,0.7238396546053167,0.039878952289507996,1,1,1,1
500,7,2,3,95,105,0.009973297288075951,0.09523809523809523,0.42106855827917733,0.27607070952086815,0.3713088047589634,0.3713088047589634,0.3713088047589634,0.049759753520213945,1,1,1,1
500,7,2,4,95,12,0.019945036390476102,0.19999999999999996,0.8368451317133929,0.5831548315145957,0.7831548315145956,1.0,0.7831548315145956,0.05369030019879728,1,1,1,1
500,7,3,4,105,12,0.009973297288075951,0.15714285714285717,0.7858371298054008,0.5786339420435302,0.7357767991863874,0.7357767991863874,0.7357767991863874,0.05006033061901338,1,1,1,1
500,8,0,1,152,113,0.009973297288075951,0.11976013041453182,0.4048917911642723,0.2421117633445183,0.36187189375905016,0.36187189375905016,0.36187189375905016,0.04301989740522216,1,1,1,1
500,8,0,2,152,111,0.019945036390476102,0.16868183973447126,0.45518674727231256,0.24335067794895218,0.4120325176834234,0.8329815418033124,0.4120325176834234,0.04315422958888915,1,1,1,1
500,8,0,3,152,107,0.029913659851819575,0.14627397934087555,0.4356400039863554,0.24594476910953997,0.3922187484504155,1.0,0.3922187484504155,0.043421255535939896,1,1,1,1
500,8,0,4,152,17,0.03987761167674496,0.2074303405572755,0.73420476437815,0.48535993341076766,0.6927902739680432,1.0,0.6927902739680432,0.04141449041010681,1,1,1,1
500,8,1,2,113,111,0.009973297288075951,0.21055568843179462,0.5181568382781727,0.2605539596124676,0.4711096480442622,0.4711096480442622,0.4711096480442622,0.04704719023391052,1,1,1,1
500,8,1,3,113,107,0.019945036390476102,0.15664543875609954,0.4671077057101162,0.2629972315595052,0.41964267031560476,0.8512805747056336,0.41964267031560476,0.04746503539451141,1,1,1,1
500,8,1,4,113,17,0.029913659851819575,0.2670484122852681,0.8149190784146794,0.49718079856873915,0.7642292108540072,1.0,0.7642292108540072,0.050689867560672175,1,1,1,1
500,8,2,3,111,107,0.009973297288075951,0.11602256462069538,0.42785807836281287,0.264148362040676,0.38017092666137137,0.38017092666137137,0.38017092666137137,0.0476871517014415,1,1,1,1
500,8,2,4,111,17,0.019945036390476102,0.19130895601483838,0.7405528689323504,0.4979658594299224,0.6892748154447608,1.0,0.6892748154447608,0.051278053487589625,1,1,1,1
500,8,3,4,107,17,0.009973297288075951,0.18086860912589336,0.732973639151044,0.4996077896187485,0.6804763987446418,0.6804763987446418,0.6804763987446418,0.052497240406402135,1,1,1,1
500,9,0,1,149,126,0.009973297288075951,0.07425162458719503,0.3525919855120818,0.23595311863116505,0.3102047432183601,0.3102047432183601,0.3102047432183601,0.042387242293721705,1,1,1,1
500,9,0,2,149,107,0.019945036390476102,0.0887536850028226,0.3794421237152884,0.2469771909071927,0.33573087591001527,0.66218306517499,0.33573087591001527,0.043711247805273135,1,1,1,1
500,9,0,3,149,108,0.029913659851819575,0.09321401938851603,0.38317229956524623,0.246315923181379,0.339529942569895,1.0,0.339529942569895,0.04364235699535124,1,1,1,1
500,9,0,4,149,10,0.03987761167674496,0.21140939597315433,0.8594493039191407,0.6120360715952093,0.8234454675683637,1.0,0.8234454675683637,0.036003836350776974,1,1,1,1
500,9,1,2,126,107,0.009973297288075951,0.09568313306631071,0.39803168612848766,0.2562951888903192,0.3519783219566299,0.3519783219566299,0.3519783219566299,0.046053364171857736,1,1,1,1
500,9,1,3,126,108,0.019945036390476102,0.07142857142857151,0.37304696595501285,0.2556550576081829,0.3270836290367544,0.733446691566879,0.3270836290367544,0.045963336918258435,1,1,1,1
500,9,1,4,126,10,0.029913659851819575,0.24603174603174605,0.9057317683274435,0.6181775582412349,0.8642093042729809,1.0,0.8642093042729809,0.04152246405446258,1,1,1,1
500,9,2,3,107,108,0.009973297288075951,0.11552440290758048,0.4294908752216009,0.2659439667026686,0.3814683696102491,0.3814683696102491,0.3814683696102491,0.048022505611351796,1,1,1,1
500,9,2,4,107,10,0.019945036390476102,0.2009345794392523,0.8729826795225288,0.624782661704788,0.8257172411440403,1.0,0.8257172411440403,0.04726543837848851,1,1,1,1
500,9,3,4,108,10,0.009973297288075951,0.2777777777777778,0.9490957193253187,0.6243891263592676,0.9021669041370454,0.9021669041370454,0.9021669041370454,0.0469288151882733,1,1,1,1
500,10,0,1,146,130,0.009973297288075951,0.08113804004214964,0.35859316593681667,0.23510598698514357,0.3162440270272932,0.3162440270272932,0.3162440270272932,0.042349138909523465,1,1,1,1
500,10,0,2,146,112,0.019945036390476102,0.10261741682974568,0.39111648391135667,0.24485207155651453,0.34746948838626024,0.6832497711933274,0.34746948838626024,0.04364699552509643,1,1,1,1
500,10,0,3,146,102,0.029913659851819575,0.09441310770883699,0.390274951714648,0.25150262356862685,0.34591573127746383,1.0,0.34591573127746383,0.044359220437184155,1,1,1,1
500,10,0,4,146,10,0.03987761167674496,0.21369863013698637,0.8631015049165035,0.6127492767230153,0.8264479068600017,1.0,0.8264479068600017,0.03665359805650181,1,1,1,1
500,10,1,2,130,112,0.009973297288075951,0.11565934065934058,0.41220735339338144,0.25134640350669357,0.36700574416603415,0.36700574416603415,0.36700574416603415,0.045201609227347284,1,1,1,1
500,10,1,3,130,102,0.019945036390476102,0.14509803921568631,0.4490088288739271,0.2578503867737075,0.4029484259893938,0.757451514284721,0.4029484259893938,0.046060402884533336,1,1,1,1
500,10,1,4,130,10,0.029913659851819575,0.2538461538461539,0.9112979742781008,0.6169862912769128,0.8708324451230667,1.0,0.8708324451230667,0.0404655291550341,1,1,1,1
500,10,2,3,112,102,0.009973297288075951,0.12359943977591037,0.43855417062109514,0.2668463303427765,0.39044577011868686,0.39044577011868686,0.39044577011868686,0.04810840050240828,1,1,1,1
500,10,2,4,112,10,0.019945036390476102,0.19464285714285715,0.863138618761748,0.6228715857670312,0.8175144429098883,1.0,0.8175144429098883,0.04562417585185974,1,1,1,1
500,10,3,4,102,10,0.009973297288075951,0.2078431372549019,0.8837016757979927,0.626842530588644,0.8346856678435459,0.8346856678435459,0.8346856678435459,0.04901600795444683,1,1,1,1
500,11,0,1,147,130,0.009973297288075951,0.14358974358974363,0.4205859138396998,0.2347278626272408,0.3783176062169844,0.3783176062169844,0.3783176062169844,0.042268307622715384,1,1,1,1
500,11,0,2,147,116,0.019945036390476102,0.05964109781843768,0.34500629256048315,0.24209711291602617,0.30173821073446383,0.755714150154241,0.30173821073446383,0.04326808182601932,1,1,1,1
500,11,0,3,147,95,0.029913659851819575,0.1182957393483709,0.4195305348707444,0.2564971656879849,0.3747929050363558,1.0,0.3747929050363558,0.04473762983438856,1,1,1,1
500,11,0,4,147,12,0.03987761167674496,0.2142857142857143,0.8183843194295493,0.56531399216441,0.7795997064501243,1.0,0.7795997064501243,0.038784612979424926,1,1,1,1
500,11,1,2,130,116,0.009973297288075951,0.12838196286472148,0.42225505890390763,0.24901458107253516,0.37739654393725663,0.37739654393725663,0.37739654393725663,0.044858514966651,1,1,1,1
500,11,1,3,130,95,0.019945036390476102,0.21417004048582994,0.523912737305344,0.2630851847008771,0.47725522518670704,0.7978792003146281,0.47725522518670704,0.046657512118637,1,1,1,1
500,11,1,4,130,12,0.029913659851819575,0.1166666666666667,0.7292731731076423,0.569868115369912,0.6865347820365787,1.0,0.6865347820365787,0.042738391071063586,1,1,1,1
500,11,2,3,116,95,0.009973297288075951,0.1507259528130671,0.46883767412467053,0.26975670356430437,0.4204826563773715,0.4204826563773715,0.4204826563773715,0.048355017747299056,1,1,1,1
500,11,2,4,116,12,0.019945036390476102,0.20689655172413796,0.8278720826572028,0.5744025459763453,0.7812990977004832,1.0,0.7812990977004832,0.046572984956719576,1,1,1,1
500,11,3,4,95,12,0.009973297288075951,0.2666666666666666,0.9035117983800596,0.5831548315145957,0.8498214981812623,0.8498214981812623,0.8498214981812623,0.05369030019879728,1,1,1,1
500,12,0,1,154,143,0.009973297288075951,0.06793206793206794,0.33519844342314653,0.2264214310518839,0.2943534989839518,0.2943534989839518,0.2943534989839518,0.04084494443919473,1,1,1,1
500,12,0,2,154,107,0.019945036390476102,0.06523849981793906,0.35374446508516877,0.24527603729209013,0.3105145371100292,0.6402341924117954,0.3105145371100292,0.04322992797513958,1,1,1,1
500,12,0,3,154,83,0.029913659851819575,0.07706149272414331,0.3868740459340694,0.2651138698735592,0.34217536259770254,1.0,0.34217536259770254,0.04469868333636684,1,1,1,1
500,12,0,4,154,13,0.03987761167674496,0.2097902097902098,0.7923694333028111,0.5442978804270743,0.7540880902172841,1.0,0.7540880902172841,0.038281343085527,1,1,1,1
500,12,1,2,143,107,0.009973297288075951,0.09672570420233972,0.39018274527594465,0.2491549892255038,0.34588069342784356,0.34588069342784356,0.34588069342784356,0.0443020518481011,1,1,1,1
500,12,1,3,143,83,0.019945036390476102,0.07970342910101946,0.3944670581173207,0.26875886504255253,0.348462294143572,0.7154544150391542,0.348462294143572,0.0460047639737487,1,1,1,1
500,12,1,4,143,13,0.029913659851819575,0.21678321678321677,0.8043135161021931,0.5469503150949272,0.763733531878144,1.0,0.763733531878144,0.04057998422404918,1,1,1,1
500,12,2,3,107,83,0.009973297288075951,0.08444994933003042,0.4204531681224828,0.2851237722812803,0.3695737216113107,0.3695737216113107,0.3695737216113107,0.0508794465111721,1,1,1,1
500,12,2,4,107,13,0.019945036390476102,0.2386772106398275,0.847447099734955,0.5585562641124444,0.7972334747522719,1.0,0.7972334747522719,0.050213624982683114,1,1,1,1
500,12,3,4,83,13,0.009973297288075951,0.21964782205746058,0.8497242990952845,0.5705877697376177,0.7902355917950783,0.7902355917950783,0.7902355917950783,0.05948870730020617,1,1,1,1
500,13,0,1,133,118,0.009973297288075951,0.12813814196508216,0.4191059098411253,0.24656201665605612,0.37470015862113826,0.37470015862113826,0.37470015862113826,0.04440575121998702,1,1,1,1
500,13,0,2,133,128,0.019945036390476102,0.11654135338345861,0.4015371843789694,0.24141394063528474,0.3579552940187434,0.696879642723428,0.3579552940187434,0.04358189036022603,1,1,1,1
500,13,0,3,133,102,0.029913659851819575,0.14455255786525134,0.4468441794328692,0.25655896250413857,0.4011115203693899,1.0,0.4011115203693899,0.045732659063479286,1,1,1,1
500,13,0,4,133,19,0.03987761167674496,0.21052631578947373,0.7250616531788048,0.4681816746801637,0.6787079904696374,1.0,0.6787079904696374,0.04635366270916741,1,1,1,1
500,13,1,2,118,128,0.009973297288075951,0.07335805084745761,0.36705591435316054,0.24882143325483205,0.3221794841022897,0.3221794841022897,0.3221794841022897,0.04487643025087085,1,1,1,1
500,13,1,3,118,102,0.019945036390476102,0.07095380525091388,0.38194745932872387,0.2635829022192991,0.33453670747021297,0.6671639524000716,0.33453670747021297,0.0474107518585109,1,1,1,1
500,13,1,4,118,19,0.029913659851819575,0.3113291703835861,0.8345665402831093,0.4731565931022125,0.7844857634857986,1.0,0.7844857634857986,0.05008077679731071,1,1,1,1
500,13,2,3,128,102,0.009973297288075951,0.08624387254901966,0.3912655897462973,0.2587405957487623,0.34498446829778195,0.34498446829778195,0.34498446829778195,0.04628112144851537,1,1,1,1
500,13,2,4,128,19,0.019945036390476102,0.2701480263157895,0.7874134593347804,0.4697335707337785,0.739881597049568,1.0,0.739881597049568,0.047531862285212334,1,1,1,1
500,13,3,4,102,19,0.009973297288075951,0.32404540763673895,0.8586066312278369,0.4797561961101228,0.8038016037468618,0.8038016037468618,0.8038016037468618,0.054805027480975044,1,1,1,1
500,14,0,1,167,122,0.009973297288075951,0.11657013841170119,0.3898775560224256,0.2321395243666382,0.34870966277833937,0.34870966277833937,0.34870966277833937,0.04116789324408621,1,1,1,1
500,14,0,2,167,106,0.019945036390476102,0.13241441645011864,0.41645249655286043,0.24195756150574352,0.3743719779558622,0.7084158668053151,0.3743719779558622,0.04208051859699824,1,1,1,1
500,14,0,3,167,91,0.029913659851819575,0.16430874514706856,0.460879360271512,0.25369614937734436,0.4180048945244129,1.0,0.4180048945244129,0.04287446574709908,1,1,1,1
500,14,0,4,167,14,0.03987761167674496,0.3207869974337041,0.8817370082727725,0.5242651843308669,0.845052181764571,1.0,0.845052181764571,0.036684826508201485,1,1,1,1
500,14,1,2,122,106,0.009973297288075951,0.10083513764305596,0.406282039502179,0.2588710663839198,0.3597062040269758,0.3597062040269758,0.3597062040269758,0.04657583547520322,1,1,1,1
500,14,1,3,122,91,0.019945036390476102,0.11259232570707983,0.4305717625879045,0.26998896759948665,0.3825812933065665,0.7962099996069361,0.3825812933065665,0.047990469281338044,1,1,1,1
500,14,1,4,122,14,0.029913659851819575,0.2400468384074942,0.8224056710029438,0.535876939809897,0.7759237782173912,1.0,0.7759237782173912,0.04648189278555259,1,1,1,1
500,14,2,3,106,91,0.009973297288075951,0.15788928053078993,0.4865993799036321,0.2786145150491704,0.43650379557996033,0.43650379557996033,0.43650379557996033,0.05009558432367178,1,1,1,1
500,14,2,4,106,14,0.019945036390476102,0.25606469002695414,0.8491541851144212,0.541846898715631,0.7979115887425852,1.0,0.7979115887425852,0.051242596371836036,1,1,1,1
500,14,3,4,91,14,0.009973297288075951,0.21978021978021978,0.8254022498893885,0.5489519292473447,0.7687321490275645,0.7687321490275645,0.7687321490275645,0.056670100861824,1,1,1,1
500,15,0,1,142,133,0.009973297288075951,0.05819125277983689,0.3359112613849956,0.2352694858291762,0.2934607386090131,0.2934607386090131,0.2934607386090131,0.04245052277598249,1,1,1,1
500,15,0,2,142,106,0.019945036390476102,0.1078926388519798,0.40256856194978324,0.25019937573549916,0.35809201458747897,0.6505579026677994,0.35809201458747897,0.044476547362304275,1,1,1,1
500,15,0,3,142,102,0.029913659851819575,0.14167357083678533,0.4394194656437109,0.2529722029642496,0.39464577380103494,1.0,0.39464577380103494,0.04477369184267599,1,1,1,1
500,15,0,4,142,17,0.03987761167674496,0.1859983429991715,0.7173421985216772,0.4878828949637805,0.673881237962952,1.0,0.673881237962952,0.04346096055872528,1,1,1,1
