scenario,n_cal,repetition,method,class_id,test_count,coverage,threshold,threshold_is_infinite,rank,own_calibration_count,pooled_calibration_count,selected_radius,certified_epsilon,planned_pooled_support,selection_objective,structural_count,dkw_radius
strong_smoothness,200,2,adaptive_approximate,4,2987,0.9223300970873787,0.8076589521727261,0,85,7,93,2,0.08954990083748512,89.51599999999999,0.10059767139738614,1453,0.042699341688635206
strong_smoothness,200,2,adaptive_certified_v0_3,0,29928,0.9067094359796846,0.7652352766578452,0,54,58,58,0,0.0,60.660000000000004,0.01621796951021732,15165,0.013216996628818005
strong_smoothness,200,2,adaptive_certified_v0_3,1,24933,0.9222716881241728,0.7885622132056231,0,45,49,49,0,0.0,49.824,0.01967574374311349,12456,0.014583598079826503
strong_smoothness,200,2,adaptive_certified_v0_3,2,22103,0.9323168800615301,0.8076589521727261,0,45,48,48,0,0.0,43.976,0.022234080398434723,10994,0.01552301654004915
strong_smoothness,200,2,adaptive_certified_v0_3,3,20049,0.9634894508454287,0.8751702253483167,0,36,38,38,0,0.0,39.728,0.024553132979768216,9932,0.01633185934944673
strong_smoothness,200,2,adaptive_certified_v0_3,4,2987,1.0,,1,,7,93,2,0.08954990083748512,89.51599999999999,0.10059767139738614,1453,0.042699341688635206
strong_smoothness,200,3,independent_mondrian,0,30109,0.9406821880500847,0.8090101541409125,0,63,69,69,0,0.0,59.628,0.016494029161443557,14907,0.013330881281389964
strong_smoothness,200,3,independent_mondrian,1,25043,0.9026474463922054,0.7648362082358284,0,48,52,52,0,0.0,50.836000000000006,0.01929161200709931,12709,0.014437709418175966
strong_smoothness,200,3,independent_mondrian,2,21858,0.872083447707933,0.7398567408389347,0,37,40,40,0,0.0,43.919999999999995,0.022261798753339272,10980,0.01553290966399058
strong_smoothness,200,3,independent_mondrian,3,20079,0.9502465262214254,0.8442478171417904,0,31,33,33,0,0.0,39.564,0.024652401143871412,9891,0.016365673612807143
strong_smoothness,200,3,independent_mondrian,4,2911,1.0,,1,,6,6,2,0.08294873751529352,89.53599999999999,0.09399406754975495,1513,0.04184412805945646
strong_smoothness,200,3,fixed_ordinal_pooling_h1,0,30109,0.9133481683217642,0.7716961668093927,0,110,69,121,0,0.0,59.628,0.016494029161443557,14907,0.013330881281389964
strong_smoothness,200,3,fixed_ordinal_pooling_h1,1,25043,0.9024477898015414,0.7645348587547002,0,146,52,161,0,0.0,50.836000000000006,0.01929161200709931,12709,0.014437709418175966
strong_smoothness,200,3,fixed_ordinal_pooling_h1,2,21858,0.892167627413304,0.7611499269427586,0,114,40,125,0,0.0,43.919999999999995,0.022261798753339272,10980,0.01553290966399058
strong_smoothness,200,3,fixed_ordinal_pooling_h1,3,20079,0.8934707903780069,0.7597329146493477,0,72,33,79,0,0.0,39.564,0.024652401143871412,9891,0.016365673612807143
strong_smoothness,200,3,fixed_ordinal_pooling_h1,4,2911,0.9515630367571282,0.8442478171417904,0,36,6,39,2,0.08294873751529352,89.53599999999999,0.09399406754975495,1513,0.04184412805945646
strong_smoothness,200,3,adaptive_approximate,0,30109,0.9406821880500847,0.8090101541409125,0,63,69,69,0,0.0,59.628,0.016494029161443557,14907,0.013330881281389964
strong_smoothness,200,3,adaptive_approximate,1,25043,0.9026474463922054,0.7648362082358284,0,48,52,52,0,0.0,50.836000000000006,0.01929161200709931,12709,0.014437709418175966
strong_smoothness,200,3,adaptive_approximate,2,21858,0.872083447707933,0.7398567408389347,0,37,40,40,0,0.0,43.919999999999995,0.022261798753339272,10980,0.01553290966399058
strong_smoothness,200,3,adaptive_approximate,3,20079,0.9502465262214254,0.8442478171417904,0,31,33,33,0,0.0,39.564,0.024652401143871412,9891,0.016365673612807143
strong_smoothness,200,3,adaptive_approximate,4,2911,0.8941944349020955,0.7597329146493477,0,72,6,79,2,0.08294873751529352,89.53599999999999,0.09399406754975495,1513,0.04184412805945646
strong_smoothness,200,3,adaptive_certified_v0_3,0,30109,0.9406821880500847,0.8090101541409125,0,63,69,69,0,0.0,59.628,0.016494029161443557,14907,0.013330881281389964
strong_smoothness,200,3,adaptive_certified_v0_3,1,25043,0.9026474463922054,0.7648362082358284,0,48,52,52,0,0.0,50.836000000000006,0.01929161200709931,12709,0.014437709418175966
strong_smoothness,200,3,adaptive_certified_v0_3,2,21858,0.872083447707933,0.7398567408389347,0,37,40,40,0,0.0,43.919999999999995,0.022261798753339272,10980,0.01553290966399058
strong_smoothness,200,3,adaptive_certified_v0_3,3,20079,0.9502465262214254,0.8442478171417904,0,31,33,33,0,0.0,39.564,0.024652401143871412,9891,0.016365673612807143
strong_smoothness,200,3,adaptive_certified_v0_3,4,2911,0.9866025420817588,0.9648466484236002,0,79,6,79,2,0.08294873751529352,89.53599999999999,0.09399406754975495,1513,0.04184412805945646
strong_smoothness,200,4,independent_mondrian,0,29808,0.904488727858293,0.7618463088304743,0,57,62,62,0,0.0,59.632,0.016492941021242907,14908,0.013330434168938886
strong_smoothness,200,4,independent_mondrian,1,24886,0.9079000241099413,0.7696297511273194,0,49,53,53,0,0.0,49.992,0.019610919359899594,12498,0.014559073092728553
strong_smoothness,200,4,independent_mondrian,2,21975,0.876905574516496,0.7436753793610822,0,43,46,46,0,0.0,44.092,0.022176882817351192,11023,0.01550258362922672
strong_smoothness,200,4,independent_mondrian,3,20303,0.9543417228980938,0.8488148300856597,0,33,35,35,0,0.0,40.184,0.024281274281274284,10046,0.016238929622517932
strong_smoothness,200,4,independent_mondrian,4,3028,1.0,,1,,4,4,1,0.07973537975589406,46.284,0.10088418273364552,1525,0.04167917027645563
strong_smoothness,200,4,fixed_ordinal_pooling_h1,0,29808,0.904488727858293,0.7618463088304743,0,105,62,115,0,0.0,59.632,0.016492941021242907,14908,0.013330434168938886
strong_smoothness,200,4,fixed_ordinal_pooling_h1,1,24886,0.8791288274531865,0.7382697747334201,0,146,53,161,0,0.0,49.992,0.019610919359899594,12498,0.014559073092728553
strong_smoothness,200,4,fixed_ordinal_pooling_h1,2,21975,0.904391353811149,0.7735102145375136,0,122,46,134,0,0.0,44.092,0.022176882817351192,11023,0.01550258362922672
strong_smoothness,200,4,fixed_ordinal_pooling_h1,3,20303,0.9238536176919667,0.8003358357126409,0,78,35,85,0,0.0,40.184,0.024281274281274284,10046,0.016238929622517932
strong_smoothness,200,4,fixed_ordinal_pooling_h1,4,3028,0.9408850726552179,0.8328025204525467,0,36,4,39,1,0.07973537975589406,46.284,0.10088418273364552,1525,0.04167917027645563
strong_smoothness,200,4,adaptive_approximate,0,29808,0.904488727858293,0.7618463088304743,0,57,62,62,0,0.0,59.632,0.016492941021242907,14908,0.013330434168938886
strong_smoothness,200,4,adaptive_approximate,1,24886,0.9079000241099413,0.7696297511273194,0,49,53,53,0,0.0,49.992,0.019610919359899594,12498,0.014559073092728553
strong_smoothness,200,4,adaptive_approximate,2,21975,0.876905574516496,0.7436753793610822,0,43,46,46,0,0.0,44.092,0.022176882817351192,11023,0.01550258362922672
strong_smoothness,200,4,adaptive_approximate,3,20303,0.9543417228980938,0.8488148300856597,0,33,35,35,0,0.0,40.184,0.024281274281274284,10046,0.016238929622517932
strong_smoothness,200,4,adaptive_approximate,4,3028,0.9408850726552179,0.8328025204525467,0,36,4,39,1,0.07973537975589406,46.284,0.10088418273364552,1525,0.04167917027645563
strong_smoothness,200,4,adaptive_certified_v0_3,0,29808,0.904488727858293,0.7618463088304743,0,57,62,62,0,0.0,59.632,0.016492941021242907,14908,0.013330434168938886
strong_smoothness,200,4,adaptive_certified_v0_3,1,24886,0.9079000241099413,0.7696297511273194,0,49,53,53,0,0.0,49.992,0.019610919359899594,12498,0.014559073092728553
strong_smoothness,200,4,adaptive_certified_v0_3,2,21975,0.876905574516496,0.7436753793610822,0,43,46,46,0,0.0,44.092,0.022176882817351192,11023,0.01550258362922672
strong_smoothness,200,4,adaptive_certified_v0_3,3,20303,0.9543417228980938,0.8488148300856597,0,33,35,35,0,0.0,40.184,0.024281274281274284,10046,0.016238929622517932
strong_smoothness,200,4,adaptive_certified_v0_3,4,3028,1.0,,1,,4,39,1,0.07973537975589406,46.284,0.10088418273364552,1525,0.04167917027645563
strong_smoothness,200,5,independent_mondrian,0,30038,0.8608096411212465,0.717383904108363,0,57,62,62,0,0.0,60.904,0.016154044972861204,15226,0.013190494398304196
strong_smoothness,200,5,independent_mondrian,1,25123,0.9158938024917407,0.7771851328127497,0,47,51,51,0,0.0,49.596000000000004,0.019764408253616885,12399,0.014617081099372603
strong_smoothness,200,5,independent_mondrian,2,21882,0.9214422813271181,0.7936184808834874,0,38,41,41,0,0.0,43.964,0.02224001423360911,10991,0.01552513490381456
strong_smoothness,200,5,independent_mondrian,3,20006,0.8283514945516345,0.7054969596955919,0,40,43,43,0,0.0,39.584,0.024640252316183716,9896,0.016361538674108837
strong_smoothness,200,5,independent_mondrian,4,2951,1.0,,1,,3,3,1,0.07616845814410994,45.536,0.09765719804440219,1488,0.042194177056426856
strong_smoothness,200,5,fixed_ordinal_pooling_h1,0,30038,0.8928690325587589,0.7489953332377708,0,103,62,113,0,0.0,60.904,0.016154044972861204,15226,0.013190494398304196
strong_smoothness,200,5,fixed_ordinal_pooling_h1,1,25123,0.8943199458663377,0.7521346411293605,0,140,51,154,0,0.0,49.596000000000004,0.019764408253616885,12399,0.014617081099372603
strong_smoothness,200,5,fixed_ordinal_pooling_h1,2,21882,0.881500776894251,0.7489953332377708,0,123,41,135,0,0.0,43.964,0.02224001423360911,10991,0.01552513490381456
strong_smoothness,200,5,fixed_ordinal_pooling_h1,3,20006,0.8920823752874137,0.7642224501400607,0,80,43,87,0,0.0,39.584,0.024640252316183716,9896,0.016361538674108837
strong_smoothness,200,5,fixed_ordinal_pooling_h1,4,2951,0.8851236868858015,0.7642224501400607,0,43,3,46,1,0.07616845814410994,45.536,0.09765719804440219,1488,0.042194177056426856
strong_smoothness,200,5,adaptive_approximate,0,30038,0.8608096411212465,0.717383904108363,0,57,62,62,0,0.0,60.904,0.016154044972861204,15226,0.013190494398304196
strong_smoothness,200,5,adaptive_approximate,1,25123,0.9158938024917407,0.7771851328127497,0,47,51,51,0,0.0,49.596000000000004,0.019764408253616885,12399,0.014617081099372603
strong_smoothness,200,5,adaptive_approximate,2,21882,0.9214422813271181,0.7936184808834874,0,38,41,41,0,0.0,43.964,0.02224001423360911,10991,0.01552513490381456
strong_smoothness,200,5,adaptive_approximate,3,20006,0.8283514945516345,0.7054969596955919,0,40,43,43,0,0.0,39.584,0.024640252316183716,9896,0.016361538674108837
strong_smoothness,200,5,adaptive_approximate,4,2951,0.8851236868858015,0.7642224501400607,0,43,3,46,1,0.07616845814410994,45.536,0.09765719804440219,1488,0.042194177056426856
strong_smoothness,200,5,adaptive_certified_v0_3,0,30038,0.8608096411212465,0.717383904108363,0,57,62,62,0,0.0,60.904,0.016154044972861204,15226,0.013190494398304196
strong_smoothness,200,5,adaptive_certified_v0_3,1,25123,0.9158938024917407,0.7771851328127497,0,47,51,51,0,0.0,49.596000000000004,0.019764408253616885,12399,0.014617081099372603
strong_smoothness,200,5,adaptive_certified_v0_3,2,21882,0.9214422813271181,0.7936184808834874,0,38,41,41,0,0.0,43.964,0.02224001423360911,10991,0.01552513490381456
strong_smoothness,200,5,adaptive_certified_v0_3,3,20006,0.8283514945516345,0.7054969596955919,0,40,43,43,0,0.0,39.584,0.024640252316183716,9896,0.016361538674108837
strong_smoothness,200,5,adaptive_certified_v0_3,4,2951,0.9406980684513724,0.8339108573776317,0,46,3,46,1,0.07616845814410994,45.536,0.09765719804440219,1488,0.042194177056426856
strong_smoothness,200,6,independent_mondrian,0,30178,0.9591755583537677,0.8457571628954291,0,53,57,57,0,0.0,60.204,0.016338801385530358,15051,0.013266956607189028
strong_smoothness,200,6,independent_mondrian,1,25150,0.9433797216699801,0.8235664800699093,0,47,51,51,0,0.0,50.168,0.019543464665415886,12542,0.014533512494606172
strong_smoothness,200,6,independent_mondrian,2,21941,0.8590310377831457,0.725688358002771,0,43,46,46,0,0.0,44.236,0.022106287028030774,11059,0.015477330535055654
strong_smoothness,200,6,independent_mondrian,3,19740,0.9463019250253293,0.8423441481635079,0,40,43,43,0,0.0,39.156,0.024902878772786134,9789,0.01645071665872211
strong_smoothness,200,6,independent_mondrian,4,2991,1.0,,1,,3,3,1,0.09821420418539745,45.391999999999996,0.11976964477860318,1559,0.04122217749501372
strong_smoothness,200,6,fixed_ordinal_pooling_h1,0,30178,0.9506925574922128,0.8279898749508768,0,99,57,108,0,0.0,60.204,0.016338801385530358,15051,0.013266956607189028
strong_smoothness,200,6,fixed_ordinal_pooling_h1,1,25150,0.9271570576540755,0.7969463047950838,0,140,51,154,0,0.0,50.168,0.019543464665415886,12542,0.014533512494606172
strong_smoothness,200,6,fixed_ordinal_pooling_h1,2,21941,0.9427099949865548,0.822144361357189,0,127,46,140,0,0.0,44.236,0.022106287028030774,11059,0.015477330535055654
strong_smoothness,200,6,fixed_ordinal_pooling_h1,3,19740,0.9342958459979737,0.822144361357189,0,84,43,92,0,0.0,39.156,0.024902878772786134,9789,0.01645071665872211
strong_smoothness,200,6,fixed_ordinal_pooling_h1,4,2991,0.9448345035105316,0.8423441481635079,0,43,3,46,1,0.09821420418539745,45.391999999999996,0.11976964477860318,1559,0.04122217749501372
strong_smoothness,200,6,adaptive_approximate,0,30178,0.9591755583537677,0.8457571628954291,0,53,57,57,0,0.0,60.204,0.016338801385530358,15051,0.013266956607189028
strong_smoothness,200,6,adaptive_approximate,1,25150,0.9433797216699801,0.8235664800699093,0,47,51,51,0,0.0,50.168,0.019543464665415886,12542,0.014533512494606172
strong_smoothness,200,6,adaptive_approximate,2,21941,0.8590310377831457,0.725688358002771,0,43,46,46,0,0.0,44.236,0.022106287028030774,11059,0.015477330535055654
strong_smoothness,200,6,adaptive_approximate,3,19740,0.9463019250253293,0.8423441481635079,0,40,43,43,0,0.0,39.156,0.024902878772786134,9789,0.01645071665872211
strong_smoothness,200,6,adaptive_approximate,4,2991,0.9448345035105316,0.8423441481635079,0,43,3,46,1,0.09821420418539745,45.391999999999996,0.11976964477860318,1559,0.04122217749501372
strong_smoothness,200,6,adaptive_certified_v0_3,0,30178,0.9591755583537677,0.8457571628954291,0,53,57,57,0,0.0,60.204,0.016338801385530358,15051,0.013266956607189028
strong_smoothness,200,6,adaptive_certified_v0_3,1,25150,0.9433797216699801,0.8235664800699093,0,47,51,51,0,0.0,50.168,0.019543464665415886,12542,0.014533512494606172
strong_smoothness,200,6,adaptive_certified_v0_3,2,21941,0.8590310377831457,0.725688358002771,0,43,46,46,0,0.0,44.236,0.022106287028030774,11059,0.015477330535055654
strong_smoothness,200,6,adaptive_certified_v0_3,3,19740,0.9463019250253293,0.8423441481635079,0,40,43,43,0,0.0,39.156,0.024902878772786134,9789,0.01645071665872211
strong_smoothness,200,6,adaptive_certified_v0_3,4,2991,1.0,,1,,3,46,1,0.09821420418539745,45.391999999999996,0.11976964477860318,1559,0.04122217749501372
strong_smoothness,200,7,independent_mondrian,0,29819,0.9432576545155773,0.8144719296490814,0,64,70,70,0,0.0,60.352,0.016299387143043423,15088,0.013250679476150162
strong_smoothness,200,7,independent_mondrian,1,24988,0.950096046102129,0.8363380098053398,0,36,39,39,0,0.0,49.431999999999995,0.019828680203045686,12358,0.014641308485475502
strong_smoothness,200,7,independent_mondrian,2,22197,0.8900301842591342,0.7561056677011565,0,48,52,52,0,0.0,43.856,0.022293561619404316,10964,0.015544239285966642
strong_smoothness,200,7,independent_mondrian,3,19955,0.8432974191931847,0.7166313950102137,0,30,32,32,0,0.0,40.5,0.024096385542168676,10125,0.016175453689209304
strong_smoothness,200,7,independent_mondrian,4,3041,1.0,,1,,7,7,1,0.09555692953436412,46.36,0.11667179439922898,1465,0.04252410425285713
strong_smoothness,200,7,fixed_ordinal_pooling_h1,0,29819,0.9496629665649419,0.824589791746063,0,99,70,109,0,0.0,60.352,0.016299387143043423,15088,0.013250679476150162
strong_smoothness,200,7,fixed_ordinal_pooling_h1,1,24988,0.9350088042260285,0.8081956773977761,0,146,39,161,0,0.0,49.431999999999995,0.019828680203045686,12358,0.014641308485475502
strong_smoothness,200,7,fixed_ordinal_pooling_h1,2,22197,0.8900301842591342,0.7561056677011565,0,112,52,123,0,0.0,43.856,0.022293561619404316,10964,0.015544239285966642
strong_smoothness,200,7,fixed_ordinal_pooling_h1,3,19955,0.8514657980456026,0.7238828737975519,0,83,32,91,0,0.0,40.5,0.024096385542168676,10125,0.016175453689209304
strong_smoothness,200,7,fixed_ordinal_pooling_h1,4,3041,0.8451167379151595,0.7166313950102137,0,36,7,39,1,0.09555692953436412,46.36,0.11667179439922898,1465,0.04252410425285713
strong_smoothness,200,7,adaptive_approximate,0,29819,0.9432576545155773,0.8144719296490814,0,64,70,70,0,0.0,60.352,0.016299387143043423,15088,0.013250679476150162
strong_smoothness,200,7,adaptive_approximate,1,24988,0.950096046102129,0.8363380098053398,0,36,39,39,0,0.0,49.431999999999995,0.019828680203045686,12358,0.014641308485475502
strong_smoothness,200,7,adaptive_approximate,2,22197,0.8900301842591342,0.7561056677011565,0,48,52,52,0,0.0,43.856,0.022293561619404316,10964,0.015544239285966642
strong_smoothness,200,7,adaptive_approximate,3,19955,0.8432974191931847,0.7166313950102137,0,30,32,32,0,0.0,40.5,0.024096385542168676,10125,0.016175453689209304
strong_smoothness,200,7,adaptive_approximate,4,3041,0.8451167379151595,0.7166313950102137,0,36,7,39,1,0.09555692953436412,46.36,0.11667179439922898,1465,0.04252410425285713
strong_smoothness,200,7,adaptive_certified_v0_3,0,29819,0.9432576545155773,0.8144719296490814,0,64,70,70,0,0.0,60.352,0.016299387143043423,15088,0.013250679476150162
strong_smoothness,200,7,adaptive_certified_v0_3,1,24988,0.950096046102129,0.8363380098053398,0,36,39,39,0,0.0,49.431999999999995,0.019828680203045686,12358,0.014641308485475502
strong_smoothness,200,7,adaptive_certified_v0_3,2,22197,0.8900301842591342,0.7561056677011565,0,48,52,52,0,0.0,43.856,0.022293561619404316,10964,0.015544239285966642
strong_smoothness,200,7,adaptive_certified_v0_3,3,19955,0.8432974191931847,0.7166313950102137,0,30,32,32,0,0.0,40.5,0.024096385542168676,10125,0.016175453689209304
strong_smoothness,200,7,adaptive_certified_v0_3,4,3041,1.0,,1,,7,39,1,0.09555692953436412,46.36,0.11667179439922898,1465,0.04252410425285713
