scenario,n_cal,support_bin,method,repetitions,finite_threshold_rate,class4_coverage,mean_selected_radius,mean_certified_epsilon,mean_pooled_support
strong_smoothness,1600,n4_21_50,independent_mondrian,59,1,0.8987004262607978,0,0.0,44.559322033898304
strong_smoothness,1600,n4_21_50,fixed_ordinal_pooling_h1,59,1,0.8967074752606219,0,0.0,366.8305084745763
strong_smoothness,1600,n4_21_50,adaptive_approximate,59,1,0.8987004262607978,0,0.0,44.559322033898304
strong_smoothness,1600,n4_21_50,adaptive_certified_v0_3,59,1,0.8987004262607978,0,0.0,44.559322033898304
strong_smoothness,1600,n4_gt_50,independent_mondrian,41,1,0.9103910509598765,0,0.0,54.78048780487805
strong_smoothness,1600,n4_gt_50,fixed_ordinal_pooling_h1,41,1,0.898099192380276,0,0.0,374.4634146341463
strong_smoothness,1600,n4_gt_50,adaptive_approximate,41,1,0.9103910509598765,0,0.0,54.78048780487805
strong_smoothness,1600,n4_gt_50,adaptive_certified_v0_3,41,1,0.9103910509598765,0,0.0,54.78048780487805
moderate_smoothness,200,n4_le_5,independent_mondrian,50,0,1.0,0,0.0,3.68
moderate_smoothness,200,n4_le_5,fixed_ordinal_pooling_h1,50,1,0.8884409640065991,0,0.0,45.04
moderate_smoothness,200,n4_le_5,adaptive_approximate,50,0,1.0,0,0.0,3.68
moderate_smoothness,200,n4_le_5,adaptive_certified_v0_3,50,0,1.0,0,0.0,3.68
moderate_smoothness,200,n4_6_10,independent_mondrian,47,0.3191489361702128,0.9679929903147491,0,0.0,7.680851063829787
moderate_smoothness,200,n4_6_10,fixed_ordinal_pooling_h1,47,1,0.8791847445816264,0,0.0,46.42553191489362
moderate_smoothness,200,n4_6_10,adaptive_approximate,47,0.3191489361702128,0.9679929903147491,0,0.0,7.680851063829787
moderate_smoothness,200,n4_6_10,adaptive_certified_v0_3,47,0.3191489361702128,0.9679929903147491,0,0.0,7.680851063829787
moderate_smoothness,200,n4_11_20,independent_mondrian,3,1,0.9676061899053252,0,0.0,12.333333333333334
moderate_smoothness,200,n4_11_20,fixed_ordinal_pooling_h1,3,1,0.8884875057004172,0,0.0,47
moderate_smoothness,200,n4_11_20,adaptive_approximate,3,1,0.9676061899053252,0,0.0,12.333333333333334
moderate_smoothness,200,n4_11_20,adaptive_certified_v0_3,3,1,0.9676061899053252,0,0.0,12.333333333333334
moderate_smoothness,400,n4_le_5,independent_mondrian,1,0,1.0,0,0.0,3
moderate_smoothness,400,n4_le_5,fixed_ordinal_pooling_h1,1,1,0.8607553366174056,0,0.0,84
moderate_smoothness,400,n4_le_5,adaptive_approximate,1,0,1.0,0,0.0,3
moderate_smoothness,400,n4_le_5,adaptive_certified_v0_3,1,0,1.0,0,0.0,3
moderate_smoothness,400,n4_6_10,independent_mondrian,37,0.5405405405405406,0.9222890391966391,0,0.0,8.405405405405405
moderate_smoothness,400,n4_6_10,fixed_ordinal_pooling_h1,37,1,0.8686642819402297,0,0.0,89.97297297297297
moderate_smoothness,400,n4_6_10,adaptive_approximate,37,0.5405405405405406,0.9222890391966391,0,0.0,8.405405405405405
moderate_smoothness,400,n4_6_10,adaptive_certified_v0_3,37,0.5405405405405406,0.9222890391966391,0,0.0,8.405405405405405
moderate_smoothness,400,n4_11_20,independent_mondrian,61,1,0.9339350947610591,0,0.0,14.180327868852459
moderate_smoothness,400,n4_11_20,fixed_ordinal_pooling_h1,61,1,0.8789874096535585,0,0.0,94.59016393442623
moderate_smoothness,400,n4_11_20,adaptive_approximate,61,1,0.9339350947610591,0,0.0,14.180327868852459
moderate_smoothness,400,n4_11_20,adaptive_certified_v0_3,61,1,0.9339350947610591,0,0.0,14.180327868852459
moderate_smoothness,400,n4_21_50,independent_mondrian,1,1,0.8725296442687747,0,0.0,21
moderate_smoothness,400,n4_21_50,fixed_ordinal_pooling_h1,1,1,0.8652832674571805,0,0.0,90
moderate_smoothness,400,n4_21_50,adaptive_approximate,1,1,0.8725296442687747,0,0.0,21
moderate_smoothness,400,n4_21_50,adaptive_certified_v0_3,1,1,0.8725296442687747,0,0.0,21
moderate_smoothness,800,n4_11_20,independent_mondrian,19,1,0.94145962468436,0,0.0,17.736842105263158
moderate_smoothness,800,n4_11_20,fixed_ordinal_pooling_h1,19,1,0.8747230051746999,0,0.0,179.21052631578948
moderate_smoothness,800,n4_11_20,adaptive_approximate,19,1,0.94145962468436,0,0.0,17.736842105263158
moderate_smoothness,800,n4_11_20,adaptive_certified_v0_3,19,1,0.94145962468436,0,0.0,17.736842105263158
moderate_smoothness,800,n4_21_50,independent_mondrian,81,1,0.915343855638098,0,0.0,26.40740740740741
moderate_smoothness,800,n4_21_50,fixed_ordinal_pooling_h1,81,1,0.8748010018245311,0,0.0,184.35802469135803
moderate_smoothness,800,n4_21_50,adaptive_approximate,81,1,0.915343855638098,0,0.0,26.40740740740741
moderate_smoothness,800,n4_21_50,adaptive_certified_v0_3,81,1,0.915343855638098,0,0.0,26.40740740740741
moderate_smoothness,1600,n4_21_50,independent_mondrian,59,1,0.9128071654968642,0,0.0,44.271186440677965
moderate_smoothness,1600,n4_21_50,fixed_ordinal_pooling_h1,59,1,0.8723367827746035,0,0.0,364.22033898305085
moderate_smoothness,1600,n4_21_50,adaptive_approximate,59,1,0.9128071654968642,0,0.0,44.271186440677965
moderate_smoothness,1600,n4_21_50,adaptive_certified_v0_3,59,1,0.9128071654968642,0,0.0,44.271186440677965
moderate_smoothness,1600,n4_gt_50,independent_mondrian,41,1,0.8958958298497506,0,0.0,55
moderate_smoothness,1600,n4_gt_50,fixed_ordinal_pooling_h1,41,1,0.8712163075543916,0,0.0,374.1951219512195
moderate_smoothness,1600,n4_gt_50,adaptive_approximate,41,1,0.8958958298497506,0,0.0,55
moderate_smoothness,1600,n4_gt_50,adaptive_certified_v0_3,41,1,0.8958958298497506,0,0.0,55
local_discontinuity,200,n4_le_5,independent_mondrian,47,0,1.0,0.9148936170212766,0.0768947773491329,3.7872340425531914
local_discontinuity,200,n4_le_5,fixed_ordinal_pooling_h1,47,1,0.9196345757116926,0.9148936170212766,0.0768947773491329,44.57446808510638
local_discontinuity,200,n4_le_5,adaptive_approximate,47,0.9148936170212766,0.9267158592668469,0.9148936170212766,0.0768947773491329,41.06382978723404
local_discontinuity,200,n4_le_5,adaptive_certified_v0_3,47,0.21276595744680848,0.9966490718156533,0.9148936170212766,0.0768947773491329,41.06382978723404
local_discontinuity,200,n4_6_10,independent_mondrian,51,0.23529411764705888,0.970641758556831,0.9607843137254902,0.08055145353459676,7.470588235294118
local_discontinuity,200,n4_6_10,fixed_ordinal_pooling_h1,51,1,0.9085555460262043,0.9607843137254902,0.08055145353459676,48.372549019607845
local_discontinuity,200,n4_6_10,adaptive_approximate,51,0.9803921568627451,0.9081103468302623,0.9607843137254902,0.08055145353459676,46.627450980392155
local_discontinuity,200,n4_6_10,adaptive_certified_v0_3,51,0.2941176470588235,0.9906205547479314,0.9607843137254902,0.08055145353459676,46.627450980392155
local_discontinuity,200,n4_11_20,independent_mondrian,2,1,0.9781265165672524,1,0.08563135505959339,12.5
local_discontinuity,200,n4_11_20,fixed_ordinal_pooling_h1,2,1,0.9059092816632079,1,0.08563135505959339,46.5
local_discontinuity,200,n4_11_20,adaptive_approximate,2,1,0.9059092816632079,1,0.08563135505959339,46.5
local_discontinuity,200,n4_11_20,adaptive_certified_v0_3,2,0,1.0,1,0.08563135505959339,46.5
local_discontinuity,400,n4_le_5,independent_mondrian,1,0,1.0,0,0.0,3
local_discontinuity,400,n4_le_5,fixed_ordinal_pooling_h1,1,1,0.9192900200937709,0,0.0,76
local_discontinuity,400,n4_le_5,adaptive_approximate,1,0,1.0,0,0.0,3
local_discontinuity,400,n4_le_5,adaptive_certified_v0_3,1,0,1.0,0,0.0,3
local_discontinuity,400,n4_6_10,independent_mondrian,33,0.5151515151515151,0.9416176393077679,0,0.0,8.666666666666666
local_discontinuity,400,n4_6_10,fixed_ordinal_pooling_h1,33,1,0.907257472623224,0,0.0,88.75757575757575
local_discontinuity,400,n4_6_10,adaptive_approximate,33,0.5151515151515151,0.9416176393077679,0,0.0,8.666666666666666
local_discontinuity,400,n4_6_10,adaptive_certified_v0_3,33,0.5151515151515151,0.9416176393077679,0,0.0,8.666666666666666
local_discontinuity,400,n4_11_20,independent_mondrian,66,1,0.9304738303663126,0,0.0,14.393939393939394
local_discontinuity,400,n4_11_20,fixed_ordinal_pooling_h1,66,1,0.9030040203323382,0,0.0,94.57575757575758
local_discontinuity,400,n4_11_20,adaptive_approximate,66,1,0.9304738303663126,0,0.0,14.393939393939394
local_discontinuity,400,n4_11_20,adaptive_certified_v0_3,66,1,0.9304738303663126,0,0.0,14.393939393939394
local_discontinuity,800,n4_11_20,independent_mondrian,25,1,0.9069452229917434,0,0.0,17.96
local_discontinuity,800,n4_11_20,fixed_ordinal_pooling_h1,25,1,0.8987032004407333,0,0.0,178.2
local_discontinuity,800,n4_11_20,adaptive_approximate,25,1,0.9069452229917434,0,0.0,17.96
local_discontinuity,800,n4_11_20,adaptive_certified_v0_3,25,1,0.9069452229917434,0,0.0,17.96
local_discontinuity,800,n4_21_50,independent_mondrian,75,1,0.9125210117819651,0,0.0,26.36
local_discontinuity,800,n4_21_50,fixed_ordinal_pooling_h1,75,1,0.8996832443570894,0,0.0,186.61333333333334
local_discontinuity,800,n4_21_50,adaptive_approximate,75,1,0.9125210117819651,0,0.0,26.36
local_discontinuity,800,n4_21_50,adaptive_certified_v0_3,75,1,0.9125210117819651,0,0.0,26.36
local_discontinuity,1600,n4_21_50,independent_mondrian,61,1,0.9082394748598933,0,0.0,44.21311475409836
local_discontinuity,1600,n4_21_50,fixed_ordinal_pooling_h1,61,1,0.8965820915584753,0,0.0,365.4590163934426
local_discontinuity,1600,n4_21_50,adaptive_approximate,61,1,0.9082394748598933,0,0.0,44.21311475409836
local_discontinuity,1600,n4_21_50,adaptive_certified_v0_3,61,1,0.9082394748598933,0,0.0,44.21311475409836
local_discontinuity,1600,n4_gt_50,independent_mondrian,39,1,0.9105464258719024,0,0.0,54.794871794871796
local_discontinuity,1600,n4_gt_50,fixed_ordinal_pooling_h1,39,1,0.8984368080819993,0,0.0,373.84615384615387
local_discontinuity,1600,n4_gt_50,adaptive_approximate,39,1,0.9105464258719024,0,0.0,54.794871794871796
local_discontinuity,1600,n4_gt_50,adaptive_certified_v0_3,39,1,0.9105464258719024,0,0.0,54.794871794871796
no_ordinal_structure,200,n4_le_5,independent_mondrian,46,0,1.0,0,0.0,3.717391304347826
no_ordinal_structure,200,n4_le_5,fixed_ordinal_pooling_h1,46,1,1.0,0,0.0,43.5
no_ordinal_structure,200,n4_le_5,adaptive_approximate,46,0,1.0,0,0.0,3.717391304347826
no_ordinal_structure,200,n4_le_5,adaptive_certified_v0_3,46,0,1.0,0,0.0,3.717391304347826
no_ordinal_structure,200,n4_6_10,independent_mondrian,49,0.26530612244897955,0.9861317074752093,0,0.0,7.36734693877551
no_ordinal_structure,200,n4_6_10,fixed_ordinal_pooling_h1,49,1,1.0,0,0.0,46.183673469387756
no_ordinal_structure,200,n4_6_10,adaptive_approximate,49,0.26530612244897955,0.9861317074752093,0,0.0,7.36734693877551
no_ordinal_structure,200,n4_6_10,adaptive_certified_v0_3,49,0.26530612244897955,0.9861317074752093,0,0.0,7.36734693877551
no_ordinal_structure,200,n4_11_20,independent_mondrian,5,1,0.9430445457918035,0,0.0,12
no_ordinal_structure,200,n4_11_20,fixed_ordinal_pooling_h1,5,1,1.0,0,0.0,51.6
no_ordinal_structure,200,n4_11_20,adaptive_approximate,5,1,0.9430445457918035,0,0.0,12
no_ordinal_structure,200,n4_11_20,adaptive_certified_v0_3,5,1,0.9430445457918035,0,0.0,12
no_ordinal_structure,400,n4_le_5,independent_mondrian,4,0,1.0,0,0.0,4.75
no_ordinal_structure,400,n4_le_5,fixed_ordinal_pooling_h1,4,1,1.0,0,0.0,90.5
no_ordinal_structure,400,n4_le_5,adaptive_approximate,4,0,1.0,0,0.0,4.75
no_ordinal_structure,400,n4_le_5,adaptive_certified_v0_3,4,0,1.0,0,0.0,4.75
no_ordinal_structure,400,n4_6_10,independent_mondrian,39,0.7692307692307692,0.9317659166714596,0,0.0,9.102564102564102
no_ordinal_structure,400,n4_6_10,fixed_ordinal_pooling_h1,39,1,1.0,0,0.0,90.3076923076923
no_ordinal_structure,400,n4_6_10,adaptive_approximate,39,0.7692307692307692,0.9317659166714596,0,0.0,9.102564102564102
no_ordinal_structure,400,n4_6_10,adaptive_certified_v0_3,39,0.7692307692307692,0.9317659166714596,0,0.0,9.102564102564102
no_ordinal_structure,400,n4_11_20,independent_mondrian,55,1,0.9242917839615596,0,0.0,13.872727272727273
no_ordinal_structure,400,n4_11_20,fixed_ordinal_pooling_h1,55,1,1.0,0,0.0,93.2
no_ordinal_structure,400,n4_11_20,adaptive_approximate,55,1,0.9242917839615596,0,0.0,13.872727272727273
no_ordinal_structure,400,n4_11_20,adaptive_certified_v0_3,55,1,0.9242917839615596,0,0.0,13.872727272727273
no_ordinal_structure,400,n4_21_50,independent_mondrian,2,1,0.8634788973420411,0,0.0,21.5
no_ordinal_structure,400,n4_21_50,fixed_ordinal_pooling_h1,2,1,1.0,0,0.0,101.5
no_ordinal_structure,400,n4_21_50,adaptive_approximate,2,1,0.8634788973420411,0,0.0,21.5
no_ordinal_structure,400,n4_21_50,adaptive_certified_v0_3,2,1,0.8634788973420411,0,0.0,21.5
no_ordinal_structure,800,n4_11_20,independent_mondrian,28,1,0.9144024841691378,0,0.0,17.607142857142858
no_ordinal_structure,800,n4_11_20,fixed_ordinal_pooling_h1,28,1,1.0,0,0.0,178.35714285714286
no_ordinal_structure,800,n4_11_20,adaptive_approximate,28,1,0.9144024841691378,0,0.0,17.607142857142858
no_ordinal_structure,800,n4_11_20,adaptive_certified_v0_3,28,1,0.9144024841691378,0,0.0,17.607142857142858
no_ordinal_structure,800,n4_21_50,independent_mondrian,72,1,0.9155237935046872,0,0.0,25.73611111111111
no_ordinal_structure,800,n4_21_50,fixed_ordinal_pooling_h1,72,1,1.0,0,0.0,186.79166666666666
no_ordinal_structure,800,n4_21_50,adaptive_approximate,72,1,0.9155237935046872,0,0.0,25.73611111111111
no_ordinal_structure,800,n4_21_50,adaptive_certified_v0_3,72,1,0.9155237935046872,0,0.0,25.73611111111111
no_ordinal_structure,1600,n4_21_50,independent_mondrian,71,1,0.9049552248276191,0,0.0,43.478873239436616
no_ordinal_structure,1600,n4_21_50,fixed_ordinal_pooling_h1,71,1,1.0,0,0.0,364.0422535211268
no_ordinal_structure,1600,n4_21_50,adaptive_approximate,71,1,0.9049552248276191,0,0.0,43.478873239436616
no_ordinal_structure,1600,n4_21_50,adaptive_certified_v0_3,71,1,0.9049552248276191,0,0.0,43.478873239436616
no_ordinal_structure,1600,n4_gt_50,independent_mondrian,29,1,0.8945001896577215,0,0.0,55.310344827586206
no_ordinal_structure,1600,n4_gt_50,fixed_ordinal_pooling_h1,29,1,1.0,0,0.0,369
no_ordinal_structure,1600,n4_gt_50,adaptive_approximate,29,1,0.8945001896577215,0,0.0,55.310344827586206
no_ordinal_structure,1600,n4_gt_50,adaptive_certified_v0_3,29,1,0.8945001896577215,0,0.0,55.310344827586206
