scenario,n_cal,method,class_id,repetitions,mean_coverage,finite_threshold_rate,infinite_threshold_rate,mean_selected_radius,mean_certified_epsilon,mean_own_calibration_count,mean_pooled_calibration_count,mean_marginal_coverage,mean_worst_class_coverage
moderate_smoothness,200,adaptive_approximate,1,100,0.9037743204102084,1,0,0,0.0,50.62,50.62,,
moderate_smoothness,200,adaptive_approximate,2,100,0.9095564603997455,1,0,0,0.0,44.65,44.65,,
moderate_smoothness,200,adaptive_approximate,3,100,0.9170396681796469,1,0,0,0.0,39.93,39.93,,
moderate_smoothness,200,adaptive_approximate,4,100,0.9839848911450918,0.18000000000000005,0.82,0,0.0,5.82,5.82,,
moderate_smoothness,200,adaptive_certified_v0_3,0,100,0.9127940667393756,1,0,0,0.0,58.98,58.98,,
moderate_smoothness,200,adaptive_certified_v0_3,1,100,0.9037743204102084,1,0,0,0.0,50.62,50.62,,
moderate_smoothness,200,adaptive_certified_v0_3,2,100,0.9095564603997455,1,0,0,0.0,44.65,44.65,,
moderate_smoothness,200,adaptive_certified_v0_3,3,100,0.9170396681796469,1,0,0,0.0,39.93,39.93,,
moderate_smoothness,200,adaptive_certified_v0_3,4,100,0.9839848911450918,0.18000000000000005,0.82,0,0.0,5.82,5.82,,
moderate_smoothness,200,fixed_ordinal_pooling_h1,0,100,0.9157122283912325,1,0,0,0.0,58.98,109.6,,
moderate_smoothness,200,fixed_ordinal_pooling_h1,1,100,0.9023862563346031,1,0,0,0.0,50.62,154.25,,
moderate_smoothness,200,fixed_ordinal_pooling_h1,2,100,0.9039877428042705,1,0,0,0.0,44.65,135.2,,
moderate_smoothness,200,fixed_ordinal_pooling_h1,3,100,0.8951150920605678,1,0,0,0.0,39.93,90.4,,
moderate_smoothness,200,fixed_ordinal_pooling_h1,4,100,0.8840919371276765,1,0,0,0.0,5.82,45.75,,
moderate_smoothness,200,independent_mondrian,0,100,0.9127940667393756,1,0,0,0.0,58.98,58.98,,
moderate_smoothness,200,independent_mondrian,1,100,0.9037743204102084,1,0,0,0.0,50.62,50.62,,
moderate_smoothness,200,independent_mondrian,2,100,0.9095564603997455,1,0,0,0.0,44.65,44.65,,
moderate_smoothness,200,independent_mondrian,3,100,0.9170396681796469,1,0,0,0.0,39.93,39.93,,
moderate_smoothness,200,independent_mondrian,4,100,0.9839848911450918,0.18000000000000005,0.82,0,0.0,5.82,5.82,,
moderate_smoothness,400,adaptive_approximate,0,100,0.8996925892398786,1,0,0,0.0,120.15,120.15,,
moderate_smoothness,400,adaptive_approximate,1,100,0.9026262594119647,1,0,0,0.0,100.37,100.37,,
moderate_smoothness,400,adaptive_approximate,2,100,0.8998699617671897,1,0,0,0.0,86.75,86.75,,
moderate_smoothness,400,adaptive_approximate,3,100,0.9020545344343381,1,0,0,0.0,80.73,80.73,,
moderate_smoothness,400,adaptive_approximate,4,100,0.9296726487496902,0.8200000000000001,0.18,0,0.0,12,12,,
moderate_smoothness,400,adaptive_certified_v0_3,0,100,0.8996925892398786,1,0,0,0.0,120.15,120.15,,
moderate_smoothness,400,adaptive_certified_v0_3,1,100,0.9026262594119647,1,0,0,0.0,100.37,100.37,,
moderate_smoothness,400,adaptive_certified_v0_3,2,100,0.8998699617671897,1,0,0,0.0,86.75,86.75,,
moderate_smoothness,400,adaptive_certified_v0_3,3,100,0.9020545344343381,1,0,0,0.0,80.73,80.73,,
moderate_smoothness,400,adaptive_certified_v0_3,4,100,0.9296726487496902,0.8200000000000001,0.18,0,0.0,12,12,,
moderate_smoothness,400,fixed_ordinal_pooling_h1,0,100,0.9132601135645142,1,0,0,0.0,120.15,220.52,,
moderate_smoothness,400,fixed_ordinal_pooling_h1,1,100,0.8978169612730774,1,0,0,0.0,100.37,307.27,,
moderate_smoothness,400,fixed_ordinal_pooling_h1,2,100,0.9002186358036637,1,0,0,0.0,86.75,267.85,,
moderate_smoothness,400,fixed_ordinal_pooling_h1,3,100,0.8866635103049668,1,0,0,0.0,80.73,179.48,,
moderate_smoothness,400,fixed_ordinal_pooling_h1,4,100,0.8748484902473016,1,0,0,0.0,12,92.73,,
moderate_smoothness,400,independent_mondrian,0,100,0.8996925892398786,1,0,0,0.0,120.15,120.15,,
moderate_smoothness,400,independent_mondrian,1,100,0.9026262594119647,1,0,0,0.0,100.37,100.37,,
moderate_smoothness,400,independent_mondrian,2,100,0.8998699617671897,1,0,0,0.0,86.75,86.75,,
moderate_smoothness,400,independent_mondrian,3,100,0.9020545344343381,1,0,0,0.0,80.73,80.73,,
moderate_smoothness,400,independent_mondrian,4,100,0.9296726487496902,0.8200000000000001,0.18,0,0.0,12,12,,
moderate_smoothness,800,adaptive_approximate,0,100,0.9006244843698193,1,0,0,0.0,241.97,241.97,,
moderate_smoothness,800,adaptive_approximate,1,100,0.904999971991229,1,0,0,0.0,199.95,199.95,,
moderate_smoothness,800,adaptive_approximate,2,100,0.9015990240153652,1,0,0,0.0,174.7,174.7,,
moderate_smoothness,800,adaptive_approximate,3,100,0.9026224572348015,1,0,0,0.0,158.62,158.62,,
moderate_smoothness,800,adaptive_approximate,4,100,0.9203058517568877,1,0,0,0.0,24.76,24.76,,
moderate_smoothness,800,adaptive_certified_v0_3,0,100,0.9006244843698193,1,0,0,0.0,241.97,241.97,,
moderate_smoothness,800,adaptive_certified_v0_3,1,100,0.904999971991229,1,0,0,0.0,199.95,199.95,,
moderate_smoothness,800,adaptive_certified_v0_3,2,100,0.9015990240153652,1,0,0,0.0,174.7,174.7,,
moderate_smoothness,800,adaptive_certified_v0_3,3,100,0.9026224572348015,1,0,0,0.0,158.62,158.62,,
moderate_smoothness,800,adaptive_certified_v0_3,4,100,0.9203058517568877,1,0,0,0.0,24.76,24.76,,
moderate_smoothness,800,fixed_ordinal_pooling_h1,0,100,0.9165701532582397,1,0,0,0.0,241.97,441.92,,
moderate_smoothness,800,fixed_ordinal_pooling_h1,1,100,0.9004813001764034,1,0,0,0.0,199.95,616.62,,
moderate_smoothness,800,fixed_ordinal_pooling_h1,2,100,0.9005756522823942,1,0,0,0.0,174.7,533.27,,
moderate_smoothness,800,fixed_ordinal_pooling_h1,3,100,0.8880254179985143,1,0,0,0.0,158.62,358.08,,
moderate_smoothness,800,fixed_ordinal_pooling_h1,4,100,0.8747861824610632,1,0,0,0.0,24.76,183.38,,
moderate_smoothness,800,independent_mondrian,0,100,0.9006244843698193,1,0,0,0.0,241.97,241.97,,
moderate_smoothness,800,independent_mondrian,1,100,0.904999971991229,1,0,0,0.0,199.95,199.95,,
moderate_smoothness,800,independent_mondrian,2,100,0.9015990240153652,1,0,0,0.0,174.7,174.7,,
moderate_smoothness,800,independent_mondrian,3,100,0.9026224572348015,1,0,0,0.0,158.62,158.62,,
moderate_smoothness,800,independent_mondrian,4,100,0.9203058517568877,1,0,0,0.0,24.76,24.76,,
moderate_smoothness,1600,adaptive_approximate,0,100,0.8995623367234722,1,0,0,0.0,481.94,481.94,,
moderate_smoothness,1600,adaptive_approximate,1,100,0.8994929809505227,1,0,0,0.0,398.32,398.32,,
moderate_smoothness,1600,adaptive_approximate,2,100,0.9018617505857182,1,0,0,0.0,351.43,351.43,,
moderate_smoothness,1600,adaptive_approximate,3,100,0.9005490008292998,1,0,0,0.0,319.64,319.64,,
moderate_smoothness,1600,adaptive_approximate,4,100,0.9058735178815476,1,0,0,0.0,48.67,48.67,,
moderate_smoothness,1600,adaptive_certified_v0_3,0,100,0.8995623367234722,1,0,0,0.0,481.94,481.94,,
moderate_smoothness,1600,adaptive_certified_v0_3,1,100,0.8994929809505227,1,0,0,0.0,398.32,398.32,,
moderate_smoothness,1600,adaptive_certified_v0_3,2,100,0.9018617505857182,1,0,0,0.0,351.43,351.43,,
moderate_smoothness,1600,adaptive_certified_v0_3,3,100,0.9005490008292998,1,0,0,0.0,319.64,319.64,,
moderate_smoothness,1600,adaptive_certified_v0_3,4,100,0.9058735178815476,1,0,0,0.0,48.67,48.67,,
moderate_smoothness,1600,fixed_ordinal_pooling_h1,0,100,0.9134472090355462,1,0,0,0.0,481.94,880.26,,
moderate_smoothness,1600,fixed_ordinal_pooling_h1,1,100,0.8984715836118613,1,0,0,0.0,398.32,1231.69,,
moderate_smoothness,1600,fixed_ordinal_pooling_h1,2,100,0.8992332529357635,1,0,0,0.0,351.43,1069.39,,
moderate_smoothness,1600,fixed_ordinal_pooling_h1,3,100,0.8880529793092082,1,0,0,0.0,319.64,719.74,,
moderate_smoothness,1600,fixed_ordinal_pooling_h1,4,100,0.8718773879343166,1,0,0,0.0,48.67,368.31,,
moderate_smoothness,1600,independent_mondrian,0,100,0.8995623367234722,1,0,0,0.0,481.94,481.94,,
moderate_smoothness,1600,independent_mondrian,1,100,0.8994929809505227,1,0,0,0.0,398.32,398.32,,
moderate_smoothness,1600,independent_mondrian,2,100,0.9018617505857182,1,0,0,0.0,351.43,351.43,,
moderate_smoothness,1600,independent_mondrian,3,100,0.9005490008292998,1,0,0,0.0,319.64,319.64,,
moderate_smoothness,1600,independent_mondrian,4,100,0.9058735178815476,1,0,0,0.0,48.67,48.67,,
no_ordinal_structure,200,adaptive_approximate,0,100,0.9125879419811934,1,0,0,0.0,59.49,59.49,,
no_ordinal_structure,200,adaptive_approximate,1,100,0.9119592370510331,1,0,0,0.0,50.3,50.3,,
no_ordinal_structure,200,adaptive_approximate,2,100,0.9134227621921971,1,0,0,0.0,44.99,44.99,,
no_ordinal_structure,200,adaptive_approximate,3,100,0.9137032720683947,1,0,0,0.0,39.3,39.3,,
no_ordinal_structure,200,adaptive_approximate,4,100,0.9903567639524427,0.18000000000000005,0.82,0,0.0,5.92,5.92,,
no_ordinal_structure,200,adaptive_certified_v0_3,0,100,0.9125879419811934,1,0,0,0.0,59.49,59.49,,
no_ordinal_structure,200,adaptive_certified_v0_3,1,100,0.9119592370510331,1,0,0,0.0,50.3,50.3,,
no_ordinal_structure,200,adaptive_certified_v0_3,2,100,0.9134227621921971,1,0,0,0.0,44.99,44.99,,
no_ordinal_structure,200,adaptive_certified_v0_3,3,100,0.9137032720683947,1,0,0,0.0,39.3,39.3,,
no_ordinal_structure,200,adaptive_certified_v0_3,4,100,0.9903567639524427,0.18000000000000005,0.82,0,0.0,5.92,5.92,,
no_ordinal_structure,200,fixed_ordinal_pooling_h1,0,100,0.9999253700878132,1,0,0,0.0,59.49,109.79,,
no_ordinal_structure,200,fixed_ordinal_pooling_h1,1,100,0.708592139529562,1,0,0,0.0,50.3,154.78,,
no_ordinal_structure,200,fixed_ordinal_pooling_h1,2,100,0.9999940895255477,1,0,0,0.0,44.99,134.59,,
no_ordinal_structure,200,fixed_ordinal_pooling_h1,3,100,0.7898108294920991,1,0,0,0.0,39.3,90.21,,
no_ordinal_structure,200,fixed_ordinal_pooling_h1,4,100,1.0,1,0,0,0.0,5.92,45.22,,
no_ordinal_structure,200,independent_mondrian,0,100,0.9125879419811934,1,0,0,0.0,59.49,59.49,,
no_ordinal_structure,200,independent_mondrian,1,100,0.9119592370510331,1,0,0,0.0,50.3,50.3,,
no_ordinal_structure,200,independent_mondrian,2,100,0.9134227621921971,1,0,0,0.0,44.99,44.99,,
no_ordinal_structure,200,independent_mondrian,3,100,0.9137032720683947,1,0,0,0.0,39.3,39.3,,
no_ordinal_structure,200,independent_mondrian,4,100,0.9903567639524427,0.18000000000000005,0.82,0,0.0,5.92,5.92,,
no_ordinal_structure,400,adaptive_approximate,0,100,0.9015781836540574,1,0,0,0.0,119.24,119.24,,
no_ordinal_structure,400,adaptive_approximate,1,100,0.9064164109154679,1,0,0,0.0,101.22,101.22,,
no_ordinal_structure,400,adaptive_approximate,2,100,0.9060007303705889,1,0,0,0.0,87.41,87.41,,
no_ordinal_structure,400,adaptive_approximate,3,100,0.9037642938494568,1,0,0,0.0,80.33,80.33,,
no_ordinal_structure,400,adaptive_approximate,4,100,0.9290187666275679,0.87,0.13,0,0.0,11.8,11.8,,
no_ordinal_structure,400,adaptive_certified_v0_3,0,100,0.9015781836540574,1,0,0,0.0,119.24,119.24,,
no_ordinal_structure,400,adaptive_certified_v0_3,1,100,0.9064164109154679,1,0,0,0.0,101.22,101.22,,
no_ordinal_structure,400,adaptive_certified_v0_3,2,100,0.9060007303705889,1,0,0,0.0,87.41,87.41,,
no_ordinal_structure,400,adaptive_certified_v0_3,3,100,0.9037642938494568,1,0,0,0.0,80.33,80.33,,
no_ordinal_structure,400,adaptive_certified_v0_3,4,100,0.9290187666275679,0.87,0.13,0,0.0,11.8,11.8,,
no_ordinal_structure,400,fixed_ordinal_pooling_h1,0,100,0.9999160114302797,1,0,0,0.0,119.24,220.46,,
no_ordinal_structure,400,fixed_ordinal_pooling_h1,1,100,0.6928068797197515,1,0,0,0.0,101.22,307.87,,
no_ordinal_structure,400,fixed_ordinal_pooling_h1,2,100,0.9999959197992128,1,0,0,0.0,87.41,268.96,,
no_ordinal_structure,400,fixed_ordinal_pooling_h1,3,100,0.779222568832027,1,0,0,0.0,80.33,179.54,,
no_ordinal_structure,400,fixed_ordinal_pooling_h1,4,100,1.0,1,0,0,0.0,11.8,92.13,,
no_ordinal_structure,400,independent_mondrian,0,100,0.9015781836540574,1,0,0,0.0,119.24,119.24,,
no_ordinal_structure,400,independent_mondrian,1,100,0.9064164109154679,1,0,0,0.0,101.22,101.22,,
no_ordinal_structure,400,independent_mondrian,2,100,0.9060007303705889,1,0,0,0.0,87.41,87.41,,
no_ordinal_structure,400,independent_mondrian,3,100,0.9037642938494568,1,0,0,0.0,80.33,80.33,,
no_ordinal_structure,400,independent_mondrian,4,100,0.9290187666275679,0.87,0.13,0,0.0,11.8,11.8,,
no_ordinal_structure,800,adaptive_approximate,0,100,0.9028459908444875,1,0,0,0.0,240.87,240.87,,
no_ordinal_structure,800,adaptive_approximate,1,100,0.9027719644630353,1,0,0,0.0,198.81,198.81,,
no_ordinal_structure,800,adaptive_approximate,2,100,0.8976529125221291,1,0,0,0.0,175.89,175.89,,
no_ordinal_structure,800,adaptive_approximate,3,100,0.9009970716138442,1,0,0,0.0,160.97,160.97,,
no_ordinal_structure,800,adaptive_approximate,4,100,0.9152098268907334,1,0,0,0.0,23.46,23.46,,
no_ordinal_structure,800,adaptive_certified_v0_3,0,100,0.9028459908444875,1,0,0,0.0,240.87,240.87,,
no_ordinal_structure,800,adaptive_certified_v0_3,1,100,0.9027719644630353,1,0,0,0.0,198.81,198.81,,
no_ordinal_structure,800,adaptive_certified_v0_3,2,100,0.8976529125221291,1,0,0,0.0,175.89,175.89,,
no_ordinal_structure,800,adaptive_certified_v0_3,3,100,0.9009970716138442,1,0,0,0.0,160.97,160.97,,
no_ordinal_structure,800,adaptive_certified_v0_3,4,100,0.9152098268907334,1,0,0,0.0,23.46,23.46,,
no_ordinal_structure,800,fixed_ordinal_pooling_h1,0,100,0.9999080185529339,1,0,0,0.0,240.87,439.68,,
no_ordinal_structure,800,fixed_ordinal_pooling_h1,1,100,0.6919597890709447,1,0,0,0.0,198.81,615.57,,
no_ordinal_structure,800,fixed_ordinal_pooling_h1,2,100,0.9999990900238487,1,0,0,0.0,175.89,535.67,,
no_ordinal_structure,800,fixed_ordinal_pooling_h1,3,100,0.7756246014389395,1,0,0,0.0,160.97,360.32,,
no_ordinal_structure,800,fixed_ordinal_pooling_h1,4,100,1.0,1,0,0,0.0,23.46,184.43,,
no_ordinal_structure,800,independent_mondrian,0,100,0.9028459908444875,1,0,0,0.0,240.87,240.87,,
no_ordinal_structure,800,independent_mondrian,1,100,0.9027719644630353,1,0,0,0.0,198.81,198.81,,
no_ordinal_structure,800,independent_mondrian,2,100,0.8976529125221291,1,0,0,0.0,175.89,175.89,,
no_ordinal_structure,800,independent_mondrian,3,100,0.9009970716138442,1,0,0,0.0,160.97,160.97,,
no_ordinal_structure,800,independent_mondrian,4,100,0.9152098268907334,1,0,0,0.0,23.46,23.46,,
no_ordinal_structure,1600,adaptive_approximate,0,100,0.8993383804899618,1,0,0,0.0,482.43,482.43,,
no_ordinal_structure,1600,adaptive_approximate,1,100,0.8982430855487417,1,0,0,0.0,399.86,399.86,,
no_ordinal_structure,1600,adaptive_approximate,2,100,0.8995172970803292,1,0,0,0.0,352.23,352.23,,
no_ordinal_structure,1600,adaptive_approximate,3,100,0.8992641126332585,1,0,0,0.0,318.57,318.57,,
no_ordinal_structure,1600,adaptive_approximate,4,100,0.9019232646283488,1,0,0,0.0,46.91,46.91,,
no_ordinal_structure,1600,adaptive_certified_v0_3,0,100,0.8993383804899618,1,0,0,0.0,482.43,482.43,,
no_ordinal_structure,1600,adaptive_certified_v0_3,1,100,0.8982430855487417,1,0,0,0.0,399.86,399.86,,
no_ordinal_structure,1600,adaptive_certified_v0_3,2,100,0.8995172970803292,1,0,0,0.0,352.23,352.23,,
no_ordinal_structure,1600,adaptive_certified_v0_3,3,100,0.8992641126332585,1,0,0,0.0,318.57,318.57,,
no_ordinal_structure,1600,adaptive_certified_v0_3,4,100,0.9019232646283488,1,0,0,0.0,46.91,46.91,,
no_ordinal_structure,1600,fixed_ordinal_pooling_h1,0,100,0.9999113356276915,1,0,0,0.0,482.43,882.29,,
no_ordinal_structure,1600,fixed_ordinal_pooling_h1,1,100,0.687608068366978,1,0,0,0.0,399.86,1234.52,,
no_ordinal_structure,1600,fixed_ordinal_pooling_h1,2,100,0.9999981724403104,1,0,0,0.0,352.23,1070.66,,
no_ordinal_structure,1600,fixed_ordinal_pooling_h1,3,100,0.773967365679341,1,0,0,0.0,318.57,717.71,,
no_ordinal_structure,1600,fixed_ordinal_pooling_h1,4,100,1.0,1,0,0,0.0,46.91,365.48,,
no_ordinal_structure,1600,independent_mondrian,0,100,0.8993383804899618,1,0,0,0.0,482.43,482.43,,
no_ordinal_structure,1600,independent_mondrian,1,100,0.8982430855487417,1,0,0,0.0,399.86,399.86,,
no_ordinal_structure,1600,independent_mondrian,2,100,0.8995172970803292,1,0,0,0.0,352.23,352.23,,
no_ordinal_structure,1600,independent_mondrian,3,100,0.8992641126332585,1,0,0,0.0,318.57,318.57,,
no_ordinal_structure,1600,independent_mondrian,4,100,0.9019232646283488,1,0,0,0.0,46.91,46.91,,
strong_smoothness,200,adaptive_approximate,0,100,0.9086150872178006,1,0,0,0.0,61.2,61.2,,
strong_smoothness,200,adaptive_approximate,1,100,0.9123667370331772,1,0,0,0.0,49.8,49.8,,
strong_smoothness,200,adaptive_approximate,2,100,0.911090912781479,1,0,0,0.0,43.64,43.64,,
strong_smoothness,200,adaptive_approximate,3,100,0.9108594017351118,1,0,0,0.0,39.45,39.45,,
strong_smoothness,200,adaptive_approximate,4,100,0.9038758745535722,0.98,0.02,1.5,0.08180483893825391,5.91,67.15,,
