scenario,rare_count,method,marginal_coverage,marginal_coverage_sd,worst_class_coverage,rare_class_coverage,mean_set_size,mean_set_size_sd,mean_ordinal_span,rare_infinite_rate,relative_size_vs_mondrian_pct,ordinal_vs_nonordinal_size_delta
B_nonlinear_misspecified,100,input_dependent_ordinal,0.9021,0.012632038631986522,0.8617797528297245,0.898944332097353,1.592756,0.05286566053687401,1.592756,0,-3.570788552165723,-0.0004279999999998729
B_nonlinear_misspecified,50,independent_mondrian,0.900712,0.016228328811063696,0.8597804963130496,0.8905675800208452,1.64858,0.09392564931902254,1.64858,0,0.0,0.0504119999999999
B_nonlinear_misspecified,50,ordinal_cluster,0.900628,0.015109679546568814,0.8717120085083023,0.9474239409439067,1.66122,0.08638303768680515,1.66122,0,0.7667204503269471,0.06305199999999989
B_nonlinear_misspecified,50,input_dependent_nonordinal,0.900596,0.013746882701179927,0.856633039285935,0.8868884902857909,1.598168,0.05217445137229524,1.598168,0,-3.057904378313452,0.0
B_nonlinear_misspecified,50,input_dependent_ordinal,0.900844,0.013012565619431088,0.8568584971330451,0.8903782148141437,1.598612,0.050718776168200266,1.598612,0,-3.030972109330455,0.00044399999999988893
B_nonlinear_misspecified,20,independent_mondrian,0.903288,0.014518190520860378,0.8583456319450519,0.915691035808296,1.673796,0.08193257217981136,1.673796,0,0.0,0.06750000000000012
B_nonlinear_misspecified,20,ordinal_cluster,0.90324,0.01509898009800661,0.8730777870916273,0.9619695687731508,1.682232,0.09221745049609645,1.682232,0,0.5040040721808325,0.075936
B_nonlinear_misspecified,20,input_dependent_nonordinal,0.902396,0.016437347231229256,0.862040528026027,0.9085857254205872,1.606296,0.06323171659855518,1.606296,0,-4.032749510693066,0.0
B_nonlinear_misspecified,20,input_dependent_ordinal,0.902036,0.01648799272197802,0.8614281787902768,0.9094872728743498,1.605176,0.064706495995379,1.605176,0,-4.099663280351974,-0.0011200000000000099
B_nonlinear_misspecified,10,independent_mondrian,0.898744,0.013934649762372927,0.8424719820125091,0.9097074380400376,1.6673040000000001,0.0803208390394423,1.6673040000000001,0,0.0,0.05089200000000016
B_nonlinear_misspecified,10,ordinal_cluster,0.899696,0.014079445443624546,0.8701361090441793,0.9541314028357599,1.65898,0.08054074496799742,1.65898,0,-0.49924908714908733,0.04256799999999994
B_nonlinear_misspecified,10,input_dependent_nonordinal,0.902984,0.014352969866895136,0.8553763655058564,0.920592645760085,1.616412,0.06589995338389855,1.616412,0,-3.052352780296824,0.0
B_nonlinear_misspecified,10,input_dependent_ordinal,0.902556,0.01475199186550752,0.8538817957373076,0.9170861253114372,1.61298,0.06765006725791187,1.61298,0,-3.2581940665889384,-0.0034319999999998796
B_nonlinear_misspecified,5,independent_mondrian,0.906172,0.014885805856587005,0.869463536511215,1.0,2.540088,0.08777068449089365,3.644944,1,0.0,0.03659599999999985
B_nonlinear_misspecified,5,ordinal_cluster,0.903252,0.014644797574565516,0.8740734979209971,0.9606786096883512,1.678268,0.09537829195367259,1.678268,0,-33.9287457757369,-0.825224
B_nonlinear_misspecified,5,input_dependent_nonordinal,0.909048,0.013948221965540995,0.8747020038452674,1.0,2.503492,0.06420908608600502,3.622576,1,-1.4407374862603126,0.0
B_nonlinear_misspecified,5,input_dependent_ordinal,0.908928,0.013686300303588259,0.8738149649552338,1.0,2.501624,0.06316104672976848,3.621412,1,-1.5142782454781027,-0.0018679999999999808
C_weaker_ordinal_smoothness,100,independent_mondrian,0.902008,0.014339314349019621,0.8603519703451254,0.8900291449164774,1.957972,0.08475815958360587,1.957972,0,0.0,0.060324000000000044
C_weaker_ordinal_smoothness,100,ordinal_cluster,0.8985,0.01567526714285917,0.8389854990241286,0.9176749634124337,1.932524,0.10146514585807287,1.932524,0,-1.29971215114415,0.03487599999999991
C_weaker_ordinal_smoothness,100,input_dependent_nonordinal,0.903344,0.01682236796649034,0.8599302093101869,0.8935602865406109,1.897648,0.0754155587130401,1.897648,0,-3.080942934832574,0.0
C_weaker_ordinal_smoothness,100,input_dependent_ordinal,0.903372,0.01675747045350222,0.8591662366248956,0.8938580034965179,1.897724,0.0751856889574073,1.897724,0,-3.077061367578294,7.599999999996498e-05
C_weaker_ordinal_smoothness,50,independent_mondrian,0.904824,0.014585726721696104,0.8631613169937383,0.9026882503818878,1.980124,0.08544884682662486,1.980124,0,0.0,0.07845199999999997
C_weaker_ordinal_smoothness,50,ordinal_cluster,0.902764,0.01518608257583239,0.8431386813680076,0.9237028012572103,1.95492,0.09531679390327816,1.95492,0,-1.2728495791172676,0.05324799999999996
C_weaker_ordinal_smoothness,50,input_dependent_nonordinal,0.903316,0.013943032094921102,0.8622021381588637,0.9072942583696496,1.901672,0.0709943069266825,1.901672,0,-3.9619740985918037,0.0
C_weaker_ordinal_smoothness,50,input_dependent_ordinal,0.9036959999999999,0.013988809241676003,0.8617640522089771,0.9060842328215637,1.901548,0.07129098467548334,1.901548,0,-3.968236332674114,-0.000124000000000013
C_weaker_ordinal_smoothness,20,independent_mondrian,0.90092,0.01829548578201738,0.8512757371277732,0.9064124341810613,1.970852,0.11733551080555281,1.970852,0,0.0,0.08675999999999995
C_weaker_ordinal_smoothness,20,ordinal_cluster,0.899576,0.0162642006873993,0.8321413682605112,0.93133576004554,1.946504,0.10269605047907149,1.946504,0,-1.235404789400728,0.06241199999999991
C_weaker_ordinal_smoothness,20,input_dependent_nonordinal,0.899556,0.019158216618464254,0.8497111397688428,0.897386661534294,1.884092,0.09855244459677295,1.884092,0,-4.402157036652166,0.0
C_weaker_ordinal_smoothness,20,input_dependent_ordinal,0.899692,0.019090907154978257,0.8499407284324814,0.8969167903702413,1.883064,0.09888871676789014,1.883064,0,-4.4543172191519185,-0.0010280000000000289
C_weaker_ordinal_smoothness,10,independent_mondrian,0.903824,0.011995641875281203,0.8547930087606025,0.9204376969419685,2.009512,0.09506337389341912,2.009524,0,0.0,0.10132399999999997
C_weaker_ordinal_smoothness,10,ordinal_cluster,0.903116,0.01202764083268202,0.8369897334442485,0.9352271898020719,1.969476,0.07717220110894855,1.969476,0,-1.9923245046558549,0.06128800000000001
C_weaker_ordinal_smoothness,10,input_dependent_nonordinal,0.900664,0.016309331807281377,0.846477797016977,0.9087719609934257,1.908188,0.09467001561212506,1.908444,0,-5.042219205458836,0.0
C_weaker_ordinal_smoothness,10,input_dependent_ordinal,0.899964,0.016145423624049016,0.8500495298196765,0.9150026136353802,1.904328,0.09142557856530086,1.904768,0,-5.23430564236491,-0.0038599999999999746
C_weaker_ordinal_smoothness,5,independent_mondrian,0.905528,0.01528726319522236,0.8642419740480894,1.0,2.815592,0.08027952127410827,3.8021760000000002,1,0.0,0.0558200000000002
C_weaker_ordinal_smoothness,5,ordinal_cluster,0.902148,0.015260763283663109,0.835612283766321,0.9358652409908991,1.965432,0.08830207571739186,1.965432,0,-30.194715711651405,-0.7943399999999998
C_weaker_ordinal_smoothness,5,input_dependent_nonordinal,0.907672,0.013729428830071557,0.8719703723519021,1.0,2.759772,0.056600240423517675,3.768924,1,-1.9825315599703437,0.0
C_weaker_ordinal_smoothness,5,input_dependent_ordinal,0.9074800000000001,0.014916460706213115,0.8719303689237674,1.0,2.756116,0.060415085400916196,3.76762,1,-2.1123799186814027,-0.0036559999999998816
D_no_useful_ordinal_structure,100,independent_mondrian,0.90166,0.010780148421983804,0.8644979642083414,0.900977659310234,2.004732,0.07431503331089881,2.004848,0,0.0,0.07561600000000013
D_no_useful_ordinal_structure,100,ordinal_cluster,0.896452,0.012460164364887002,0.7888924638237695,0.8378755441375654,1.888728,0.07768132604429459,1.888728,0,-5.786509119423455,-0.04038800000000009
D_no_useful_ordinal_structure,100,input_dependent_nonordinal,0.902184,0.013912230015349799,0.8611679092305339,0.8983223508513731,1.929116,0.07490650268167644,1.929164,0,-3.7718757419944473,0.0
D_no_useful_ordinal_structure,100,input_dependent_ordinal,0.9011,0.01341004101410581,0.8595688396872077,0.8998181755173592,1.922856,0.07396844775983881,1.922952,0,-4.084136932018857,-0.006260000000000154
D_no_useful_ordinal_structure,50,independent_mondrian,0.903284,0.013353716486431782,0.8600854297424303,0.89913952938206,2.016112,0.08765831082105108,2.016312,0,0.0,0.07310400000000006
D_no_useful_ordinal_structure,50,ordinal_cluster,0.896884,0.011742578251815065,0.7834441170924473,0.8070622543945981,1.883548,0.08154242880856566,1.883548,0,-6.575229947542603,-0.05946000000000007
D_no_useful_ordinal_structure,50,input_dependent_nonordinal,0.905268,0.011717242679060632,0.8649770669007019,0.9032635120245208,1.943008,0.08069102512671407,1.943008,0,-3.625989032355348,0.0
D_no_useful_ordinal_structure,50,input_dependent_ordinal,0.90516,0.011829725271535266,0.8659890524627628,0.9049346888236148,1.9408,0.08016480025547372,1.9408,0,-3.73550675756109,-0.0022079999999999878
D_no_useful_ordinal_structure,20,independent_mondrian,0.900108,0.015871696065638354,0.8560022483148942,0.8953446685750769,1.999636,0.10192750906404022,2.002316,0,0.0,0.07928800000000003
D_no_useful_ordinal_structure,20,ordinal_cluster,0.887604,0.016691146874915457,0.7487157943042833,0.762884897969129,1.817756,0.1051826395561549,1.817756,0,-9.095655409284491,-0.10259200000000002
D_no_useful_ordinal_structure,20,input_dependent_nonordinal,0.89918,0.01686654677164238,0.8578718319440152,0.9088988583389421,1.920348,0.0992990780219031,1.921892,0,-3.965121652140691,0.0
D_no_useful_ordinal_structure,20,input_dependent_ordinal,0.899656,0.016487621538596772,0.8580091654200984,0.9092618869363313,1.919664,0.09887719607674968,1.920884,0,-3.9993278776737333,-0.0006839999999999069
D_no_useful_ordinal_structure,10,independent_mondrian,0.903176,0.014040948116135184,0.8441786312344807,0.8933652898916905,2.025364,0.12950341888923245,2.032424,0,0.0,0.06818800000000014
D_no_useful_ordinal_structure,10,ordinal_cluster,0.89132,0.013789851340750559,0.7339705306424004,0.7381584380627295,1.828096,0.09062036186200097,1.828096,0,-9.739878856343857,-0.12908000000000008
D_no_useful_ordinal_structure,10,input_dependent_nonordinal,0.90412,0.015429322733030115,0.8473708619053318,0.9011933440970751,1.957176,0.12748006049574973,1.962208,0,-3.3667034666361273,0.0
D_no_useful_ordinal_structure,10,input_dependent_ordinal,0.903824,0.015552113168312526,0.8491668564587465,0.9020517202554241,1.952768,0.12667389540074941,1.95682,0,-3.584343357539687,-0.0044079999999999675
D_no_useful_ordinal_structure,5,independent_mondrian,0.9047,0.012682349939975631,0.8702117263041907,1.0,2.744872,0.07634706815588929,3.763304,1,0.0,0.07253199999999982
D_no_useful_ordinal_structure,5,ordinal_cluster,0.886976,0.013550949191846306,0.7282037371128587,0.7325833378316142,1.803428,0.09481946644017777,1.803428,0,-34.29828421871766,-0.8689120000000001
D_no_useful_ordinal_structure,5,input_dependent_nonordinal,0.904088,0.015159005772147459,0.8659496499200943,1.0,2.67234,0.07728131727655788,3.722456,1,-2.6424547301294856,0.0
D_no_useful_ordinal_structure,5,input_dependent_ordinal,0.903888,0.015150084356200797,0.8664694036727035,1.0,2.6696,0.07593080007480497,3.720708,1,-2.742277235514079,-0.0027400000000001867
