n_str,repetition,probability_floor,m3,m4,interval_lower,empirical_local_directional,local_ucb,dkw_ucb,two_sample_ucb,oracle_local_discrepancy,local_admissible,rank,rank_finite,tilde_q,guard_in_region,guard_feasible,oracle_rank_finite,oracle_guard_in_region,oracle_guard_feasible
500,8,0.85,107,17,0.7583905677472851,0.002748763056624526,0.5177705121567924,0.732973639151044,0.6804763987446418,0.005884589330452106,0,,0,,0,0,1,1,1
500,8,0.9,107,17,0.8236931617813434,0.002748763056624526,0.5177705121567924,0.732973639151044,0.6804763987446418,0.004439341130138996,0,,0,,0,0,1,1,1
500,9,0.7,108,10,0.595080559100731,0.2777777777777778,0.5812301006597308,0.9490957193253187,0.9021669041370454,0.00873390906696958,0,,0,,0,0,1,1,1
500,9,0.8,108,10,0.6539245784413116,0.12592592592592589,0.5812301006597308,0.9490957193253187,0.9021669041370454,0.007053151477321773,0,,0,,0,0,1,1,1
500,9,0.85,108,10,0.7138973982900039,0.12592592592592589,0.5812301006597308,0.9490957193253187,0.9021669041370454,0.005884589330452106,0,,0,,0,0,1,0,0
500,9,0.9,108,10,0.794342388462988,0.12592592592592589,0.5812301006597308,0.9490957193253187,0.9021669041370454,0.004439341130138996,0,,0,,0,0,1,0,0
500,10,0.7,102,10,0.6343492652510363,0.14509803921568631,0.5823194252784673,0.8837016757979927,0.8346856678435459,0.00873390906696958,0,,0,,0,0,1,1,1
500,10,0.8,102,10,0.6940343214823381,0.1215686274509803,0.5823194252784673,0.8837016757979927,0.8346856678435459,0.007053151477321773,0,,0,,0,0,1,1,1
500,10,0.85,102,10,0.710389435835864,0.1215686274509803,0.5823194252784673,0.8837016757979927,0.8346856678435459,0.005884589330452106,0,,0,,0,0,1,1,1
500,10,0.9,102,10,0.7340053862138418,0.1215686274509803,0.5823194252784673,0.8837016757979927,0.8346856678435459,0.004439341130138996,0,,0,,0,0,1,1,1
500,11,0.7,95,12,0.6098402431872358,0.07017543859649122,0.562524824937111,0.9035117983800596,0.8498214981812623,0.00873390906696958,0,,0,,0,0,1,1,1
500,11,0.8,95,12,0.6731386756905284,0.009649122807017574,0.562524824937111,0.9035117983800596,0.8498214981812623,0.007053151477321773,0,,0,,0,0,1,1,1
500,11,0.85,95,12,0.694908232033876,0.009649122807017574,0.562524824937111,0.9035117983800596,0.8498214981812623,0.005884589330452106,0,,0,,0,0,1,1,1
500,11,0.9,95,12,0.7238721656600147,0.009649122807017574,0.562524824937111,0.9035117983800596,0.8498214981812623,0.004439341130138996,0,,0,,0,0,1,0,0
500,12,0.7,83,13,0.6010361876950556,0.10565338276181646,0.565727599826273,0.8497242990952845,0.7902355917950783,0.00873390906696958,0,,0,,0,0,1,1,1
500,12,0.8,83,13,0.6524176595166937,0.10565338276181646,0.565727599826273,0.8497242990952845,0.7902355917950783,0.007053151477321773,0,,0,,0,0,1,1,1
500,12,0.85,83,13,0.6836976939332178,0.10565338276181646,0.565727599826273,0.8497242990952845,0.7902355917950783,0.005884589330452106,0,,0,,0,0,1,1,1
500,12,0.9,83,13,0.733221873754925,0.10565338276181646,0.565727599826273,0.8497242990952845,0.7902355917950783,0.004439341130138996,0,,0,,0,0,1,0,0
500,13,0.7,102,19,0.6087459535089133,0.02063983488132104,0.5023842528924076,0.8586066312278369,0.8038016037468618,0.00873390906696958,0,,0,,0,0,1,1,1
500,13,0.8,102,19,0.6841574221996213,0.02063983488132104,0.5023842528924076,0.8586066312278369,0.8038016037468618,0.007053151477321773,0,,0,,0,0,1,1,1
500,13,0.85,102,19,0.709642445556818,0.02063983488132104,0.5023842528924076,0.8586066312278369,0.8038016037468618,0.005884589330452106,0,,0,,0,0,1,1,1
500,13,0.9,102,19,0.7984951766303069,0.017027863777089758,0.5023842528924076,0.8586066312278369,0.8038016037468618,0.004439341130138996,0,,0,,0,0,1,1,1
500,14,0.7,91,14,0.642424480923063,0.21978021978021978,0.5437558591272366,0.8254022498893885,0.7687321490275645,0.00873390906696958,0,,0,,0,0,1,1,1
500,14,0.8,91,14,0.7045339870815358,0.11538461538461542,0.5437558591272366,0.8254022498893885,0.7687321490275645,0.007053151477321773,0,,0,,0,0,1,1,1
500,14,0.85,91,14,0.7355205555386299,0.11538461538461542,0.5437558591272366,0.8254022498893885,0.7687321490275645,0.005884589330452106,0,,0,,0,0,1,1,1
500,14,0.9,91,14,0.771935563307431,0.05494505494505497,0.5437558591272366,0.8254022498893885,0.7687321490275645,0.004439341130138996,0,,0,,0,0,1,0,0
500,15,0.7,102,17,0.6591770213903944,0.0490196078431373,0.5204894313910797,0.751993899857514,0.6978862249037749,0.00873390906696958,0,,0,,0,0,1,1,1
500,15,0.8,102,17,0.7221377957457586,0.0490196078431373,0.5204894313910797,0.751993899857514,0.6978862249037749,0.007053151477321773,0,,0,,0,0,1,1,1
500,15,0.85,102,17,0.7494684676861372,0.0490196078431373,0.5204894313910797,0.751993899857514,0.6978862249037749,0.005884589330452106,0,,0,,0,0,1,1,1
500,15,0.9,102,17,0.8051297304835504,0.0490196078431373,0.5204894313910797,0.751993899857514,0.6978862249037749,0.004439341130138996,0,,0,,0,0,1,1,1
500,16,0.7,109,15,0.6189665189248943,0.044036697247706424,0.5308069276079346,0.7155982252571713,0.664706901434063,0.00873390906696958,0,,0,,0,0,1,1,1
500,16,0.8,109,15,0.6900279722764326,0.044036697247706424,0.5308069276079346,0.7155982252571713,0.664706901434063,0.007053151477321773,0,,0,,0,0,1,1,1
500,16,0.85,109,15,0.7285682029948963,0.0024464831804281717,0.5308069276079346,0.7155982252571713,0.664706901434063,0.005884589330452106,0,,0,,0,0,1,1,1
500,16,0.9,109,15,0.7659631636049105,0.0024464831804281717,0.5308069276079346,0.7155982252571713,0.664706901434063,0.004439341130138996,0,,0,,0,0,1,1,1
500,17,0.7,108,21,0.604710705160225,0.023809523809523836,0.4860237748541867,0.694334434222512,0.6408449846863926,0.00873390906696958,0,,0,,0,0,1,1,1
500,17,0.8,108,21,0.649414647677743,0.023809523809523836,0.4860237748541867,0.694334434222512,0.6408449846863926,0.007053151477321773,0,,0,,0,0,1,1,1
500,17,0.85,108,21,0.6942483544066801,0.002645502645502673,0.4860237748541867,0.694334434222512,0.6408449846863926,0.005884589330452106,0,,0,,0,0,1,1,1
500,17,0.9,108,21,0.7880141073323367,0.002645502645502673,0.4860237748541867,0.694334434222512,0.6408449846863926,0.004439341130138996,0,,0,,0,0,1,1,1
500,18,0.7,77,8,0.6627742643701224,0.0892857142857143,0.6078039298065055,1.0,1.0,0.00873390906696958,0,,0,,0,0,1,1,1
500,18,0.8,77,8,0.6938796765036961,0.03409090909090906,0.6078039298065055,1.0,1.0,0.007053151477321773,0,,0,,0,0,1,1,1
500,18,0.85,77,8,0.7276483019324413,0.03409090909090906,0.6078039298065055,1.0,1.0,0.005884589330452106,0,,0,,0,0,1,1,1
500,18,0.9,77,8,0.775016627836794,0.03409090909090906,0.6078039298065055,1.0,1.0,0.004439341130138996,0,,0,,0,0,1,1,1
500,19,0.7,94,15,0.6127332930646442,0.008510638297872242,0.5337348994994044,0.8498293014010111,0.7937861648847693,0.00873390906696958,0,,0,,0,0,1,1,1
500,19,0.8,94,15,0.6933830013854387,0.008510638297872242,0.5337348994994044,0.8498293014010111,0.7937861648847693,0.007053151477321773,0,,0,,0,0,1,1,1
500,19,0.85,94,15,0.7207775468058505,0.0,0.5337348994994044,0.8498293014010111,0.7937861648847693,0.005884589330452106,0,,0,,0,0,1,1,1
500,19,0.9,94,15,0.783825593895525,0.0,0.5337348994994044,0.8498293014010111,0.7937861648847693,0.004439341130138996,0,,0,,0,0,1,1,1
500,20,0.7,111,13,0.6048296002930763,0.1143451143451143,0.5596492323021223,1.0,1.0,0.00873390906696958,0,,0,,0,0,1,1,1
500,20,0.8,111,13,0.682628663317135,0.10880110880110883,0.5596492323021223,1.0,1.0,0.007053151477321773,0,,0,,0,0,1,1,1
500,20,0.85,111,13,0.7037357232419924,0.10880110880110883,0.5596492323021223,1.0,1.0,0.005884589330452106,0,,0,,0,0,1,1,1
500,20,0.9,111,13,0.7472717459827465,0.10880110880110883,0.5596492323021223,1.0,1.0,0.004439341130138996,0,,0,,0,0,1,1,1
500,21,0.7,94,11,0.636629958084118,0.12959381044487428,0.5814878735096615,0.8085268369293235,0.7553564270505406,0.00873390906696958,0,,0,,0,0,1,1,1
500,21,0.8,94,11,0.7216772376298486,0.09090909090909094,0.5814878735096615,0.8085268369293235,0.7553564270505406,0.007053151477321773,0,,0,,0,0,1,1,1
500,21,0.85,94,11,0.7468553237653239,0.09090909090909094,0.5814878735096615,0.8085268369293235,0.7553564270505406,0.005884589330452106,0,,0,,0,0,1,1,1
500,21,0.9,94,11,0.7700059940716333,0.09090909090909094,0.5814878735096615,0.8085268369293235,0.7553564270505406,0.004439341130138996,0,,0,,0,0,1,1,1
500,22,0.7,107,13,0.6258949298009163,0.0,0.5501342068342422,0.9128676604826186,0.8626540354999355,0.00873390906696958,0,,0,,0,0,1,1,1
500,22,0.8,107,13,0.6812390852509306,0.0,0.5501342068342422,0.9128676604826186,0.8626540354999355,0.007053151477321773,0,,0,,0,0,1,1,1
500,22,0.85,107,13,0.6915602852793048,0.0,0.5501342068342422,0.9128676604826186,0.8626540354999355,0.005884589330452106,0,,0,,0,0,1,1,1
500,22,0.9,107,13,0.7456649009857251,0.0,0.5501342068342422,0.9128676604826186,0.8626540354999355,0.004439341130138996,0,,0,,0,0,1,0,0
500,23,0.7,109,21,0.5910198053066946,0.016164263870685924,0.48585388018887915,0.7683922703300945,0.7151960517017752,0.00873390906696958,0,,0,,0,0,1,1,1
500,23,0.8,109,21,0.6798471524777733,0.016164263870685924,0.48585388018887915,0.7683922703300945,0.7151960517017752,0.007053151477321773,0,,0,,0,0,1,1,1
500,23,0.85,109,21,0.7138811477858231,0.014416775884665833,0.48585388018887915,0.7683922703300945,0.7151960517017752,0.005884589330452106,0,,0,,0,0,1,1,1
500,23,0.9,109,21,0.7661125225609804,0.0,0.48585388018887915,0.7683922703300945,0.7151960517017752,0.004439341130138996,0,,0,,0,0,1,1,1
500,24,0.7,93,16,0.6593263390634116,0.0,0.5249712193185254,0.8021611105290456,0.7452737448087675,0.00873390906696958,0,,0,,0,0,1,1,1
500,24,0.8,93,16,0.7024454757934231,0.0,0.5249712193185254,0.8021611105290456,0.7452737448087675,0.007053151477321773,0,,0,,0,0,1,1,1
500,24,0.85,93,16,0.7559548781046186,0.0,0.5249712193185254,0.8021611105290456,0.7452737448087675,0.005884589330452106,0,,0,,0,0,1,1,1
500,24,0.9,93,16,0.793473773159011,0.0,0.5249712193185254,0.8021611105290456,0.7452737448087675,0.004439341130138996,0,,0,,0,0,1,1,1
500,25,0.7,97,13,0.657318639706171,0.056304520222045906,0.5520611747502264,0.9077205728925287,0.854016047325502,0.00873390906696958,0,,0,,0,0,1,1,1
500,25,0.8,97,13,0.7139307139258668,0.056304520222045906,0.5520611747502264,0.9077205728925287,0.854016047325502,0.007053151477321773,0,,0,,0,0,1,1,1
500,25,0.85,97,13,0.7422678963140239,0.056304520222045906,0.5520611747502264,0.9077205728925287,0.854016047325502,0.005884589330452106,0,,0,,0,0,1,1,1
500,25,0.9,97,13,0.7735661117801524,0.056304520222045906,0.5520611747502264,0.9077205728925287,0.854016047325502,0.004439341130138996,0,,0,,0,0,1,1,1
500,26,0.7,91,7,0.6408684305122395,0.0,0.616350251438109,1.0,1.0,0.00873390906696958,0,,0,,0,0,1,1,1
500,26,0.8,91,7,0.743609541305008,0.0,0.616350251438109,1.0,1.0,0.007053151477321773,0,,0,,0,0,1,1,1
500,26,0.85,91,7,0.773651220789246,0.0,0.616350251438109,1.0,1.0,0.005884589330452106,0,,0,,0,0,1,1,1
500,26,0.9,91,7,0.8105836819534835,0.0,0.616350251438109,1.0,1.0,0.004439341130138996,0,,0,,0,0,1,0,0
500,27,0.7,93,15,0.583894274264061,0.027956989247311825,0.5339636800988096,0.7051563548615911,0.6487317065778925,0.00873390906696958,0,,0,,0,0,1,1,1
500,27,0.8,93,15,0.64460231651487,0.027956989247311825,0.5339636800988096,0.7051563548615911,0.6487317065778925,0.007053151477321773,0,,0,,0,0,1,1,1
500,27,0.85,93,15,0.6649514336202205,0.01505376344086018,0.5339636800988096,0.7051563548615911,0.6487317065778925,0.005884589330452106,0,,0,,0,0,1,0,0
500,27,0.9,93,15,0.7505377098519537,0.0,0.5339636800988096,0.7051563548615911,0.6487317065778925,0.004439341130138996,0,,0,,0,0,1,0,0
500,28,0.7,87,18,0.5842416861061307,0.0,0.5137808306053099,0.6769080848428892,0.6169796918083957,0.00873390906696958,0,,0,,0,0,1,1,1
500,28,0.8,87,18,0.6586192038475198,0.0,0.5137808306053099,0.6769080848428892,0.6169796918083957,0.007053151477321773,0,,0,,0,0,1,1,1
500,28,0.85,87,18,0.7098304202997052,0.0,0.5137808306053099,0.6769080848428892,0.6169796918083957,0.005884589330452106,0,,0,,0,0,1,1,1
500,28,0.9,87,18,0.7505141673391759,0.0,0.5137808306053099,0.6769080848428892,0.6169796918083957,0.004439341130138996,0,,0,,0,0,1,1,1
500,29,0.7,96,10,0.6461941652593007,0.0,0.5835449154745457,1.0,0.9670393726463317,0.00873390906696958,0,,0,,0,0,1,1,1
500,29,0.8,96,10,0.6694537808754544,0.0,0.5835449154745457,1.0,0.9670393726463317,0.007053151477321773,0,,0,,0,0,1,1,1
500,29,0.85,96,10,0.7327033046932558,0.0,0.5835449154745457,1.0,0.9670393726463317,0.005884589330452106,0,,0,,0,0,1,1,1
500,29,0.9,96,10,0.772046710812718,0.0,0.5835449154745457,1.0,0.9670393726463317,0.004439341130138996,0,,0,,0,0,1,1,1
500,30,0.7,100,9,0.6445875232638373,0.4144444444444444,0.6035400860029507,1.0,1.0,0.00873390906696958,0,,0,,0,0,1,1,1
500,30,0.8,100,9,0.7170524886910743,0.4144444444444444,0.6035400860029507,1.0,1.0,0.007053151477321773,0,,0,,0,0,1,1,1
500,30,0.85,100,9,0.7465782157511041,0.4144444444444444,0.6035400860029507,1.0,1.0,0.005884589330452106,0,,0,,0,0,1,1,1
500,30,0.9,100,9,0.7745214824118773,0.4144444444444444,0.6035400860029507,1.0,1.0,0.004439341130138996,0,,0,,0,0,1,0,0
500,31,0.7,97,13,0.5590253824254305,0.04996034892942114,0.5520611747502264,0.838727710085233,0.7850231845182062,0.00873390906696958,0,,0,,0,0,1,1,1
500,31,0.8,97,13,0.5988316519522671,0.0,0.5520611747502264,0.838727710085233,0.7850231845182062,0.007053151477321773,0,,0,,0,0,1,1,1
500,31,0.85,97,13,0.6175090849677252,0.0,0.5520611747502264,0.838727710085233,0.7850231845182062,0.005884589330452106,0,,0,,0,0,1,1,1
500,31,0.9,97,13,0.6878951965984594,0.0,0.5520611747502264,0.838727710085233,0.7850231845182062,0.004439341130138996,0,,0,,0,0,1,1,1
500,32,0.7,101,13,0.6493496863278212,0.14699162223914697,0.5512445982472153,0.8281515017794387,0.7758988488465144,0.00873390906696958,0,,0,,0,0,1,1,1
500,32,0.8,101,13,0.729044643144196,0.14166031987814165,0.5512445982472153,0.8281515017794387,0.7758988488465144,0.007053151477321773,0,,0,,0,0,1,1,1
500,32,0.85,101,13,0.743366271435081,0.14166031987814165,0.5512445982472153,0.8281515017794387,0.7758988488465144,0.005884589330452106,0,,0,,0,0,1,1,1
500,32,0.9,101,13,0.7976497491473153,0.0845392231530846,0.5512445982472153,0.8281515017794387,0.7758988488465144,0.004439341130138996,0,,0,,0,0,1,1,1
500,33,0.7,98,12,0.6129546270912397,0.12755102040816324,0.5618803566234698,0.8740652042491573,0.8215161363514728,0.00873390906696958,0,,0,,0,0,1,1,1
500,33,0.8,98,12,0.6962589892951796,0.12755102040816324,0.5618803566234698,0.8740652042491573,0.8215161363514728,0.007053151477321773,0,,0,,0,0,1,1,1
500,33,0.85,98,12,0.7398110207566462,0.12755102040816324,0.5618803566234698,0.8740652042491573,0.8215161363514728,0.005884589330452106,0,,0,,0,0,1,1,1
500,33,0.9,98,12,0.8084484476227423,0.06292517006802723,0.5618803566234698,0.8740652042491573,0.8215161363514728,0.004439341130138996,0,,0,,0,0,1,1,1
500,34,0.7,92,18,0.6167588026671836,0.05555555555555558,0.5244139824019636,0.8528429708785035,0.7948545402480693,0.00873390906696958,0,,0,,0,0,1,1,1
500,34,0.8,92,18,0.680499372842309,0.05555555555555558,0.5244139824019636,0.8528429708785035,0.7948545402480693,0.007053151477321773,0,,0,,0,0,1,1,1
500,34,0.85,92,18,0.7232554694563389,0.05555555555555558,0.5244139824019636,0.8528429708785035,0.7948545402480693,0.005884589330452106,0,,0,,0,0,1,1,1
500,34,0.9,92,18,0.758938565944991,0.05555555555555558,0.5244139824019636,0.8528429708785035,0.7948545402480693,0.004439341130138996,0,,0,,0,0,1,0,0
500,35,0.7,98,17,0.6012562182614961,0.06662665066026419,0.5208895914551053,0.7014284325757602,0.6459567543918022,0.00873390906696958,0,,0,,0,0,1,1,1
500,35,0.8,98,17,0.6936015265027906,0.06662665066026419,0.5208895914551053,0.7014284325757602,0.6459567543918022,0.007053151477321773,0,,0,,0,0,1,1,1
500,35,0.85,98,17,0.7610014707042866,0.06662665066026419,0.5208895914551053,0.7014284325757602,0.6459567543918022,0.005884589330452106,0,,0,,0,0,1,1,1
500,35,0.9,98,17,0.821970166290684,0.06662665066026419,0.5208895914551053,0.7014284325757602,0.6459567543918022,0.004439341130138996,0,,0,,0,0,1,1,1
500,36,0.7,98,14,0.6562304336730485,0.1428571428571428,0.5421860004145207,0.9055379771058718,0.8515375942470772,0.00873390906696958,0,,0,,0,0,1,1,1
500,36,0.8,98,14,0.7001373312754893,0.05102040816326536,0.5421860004145207,0.9055379771058718,0.8515375942470772,0.007053151477321773,0,,0,,0,0,1,1,1
500,36,0.85,98,14,0.7483550464550194,0.04081632653061218,0.5421860004145207,0.9055379771058718,0.8515375942470772,0.005884589330452106,0,,0,,0,0,1,1,1
500,36,0.9,98,14,0.7958864850781707,0.04081632653061218,0.5421860004145207,0.9055379771058718,0.8515375942470772,0.004439341130138996,0,,0,,0,0,1,0,0
500,37,0.7,86,23,0.6188226560086874,0.15015166835187055,0.4889972818845576,0.7312743394986363,0.6700783864484531,0.00873390906696958,0,,0,,0,0,1,1,1
500,37,0.8,86,23,0.6685022698751641,0.05763397371081902,0.4889972818845576,0.7312743394986363,0.6700783864484531,0.007053151477321773,0,,0,,0,0,1,1,1
500,37,0.85,86,23,0.6886151966247567,0.05763397371081902,0.4889972818845576,0.7312743394986363,0.6700783864484531,0.005884589330452106,0,,0,,0,0,1,1,1
500,37,0.9,86,23,0.723548156132672,0.04347826086956519,0.4889972818845576,0.7312743394986363,0.6700783864484531,0.004439341130138996,0,,0,,0,0,1,1,1
500,38,0.7,103,15,0.6395917394117697,0.1307443365695793,0.533528471428601,0.806515103733283,0.753682319595035,0.00873390906696958,0,,0,,0,0,1,1,1
500,38,0.8,103,15,0.6853505243728499,0.1307443365695793,0.533528471428601,0.806515103733283,0.753682319595035,0.007053151477321773,0,,0,,0,0,1,1,1
500,38,0.85,103,15,0.7110177671523122,0.09320388349514563,0.533528471428601,0.806515103733283,0.753682319595035,0.005884589330452106,0,,0,,0,0,1,1,1
500,38,0.9,103,15,0.7666815917173739,0.06537216828478964,0.533528471428601,0.806515103733283,0.753682319595035,0.004439341130138996,0,,0,,0,0,1,1,1
500,39,0.7,99,14,0.635228131206146,0.12481962481962472,0.5419798573512348,0.7443261884432244,0.6906866208804652,0.00873390906696958,0,,0,,0,0,1,1,1
500,39,0.8,99,14,0.7023122058272024,0.12337662337662336,0.5419798573512348,0.7443261884432244,0.6906866208804652,0.007053151477321773,0,,0,,0,0,1,1,1
500,39,0.85,99,14,0.7342634151089436,0.12337662337662336,0.5419798573512348,0.7443261884432244,0.6906866208804652,0.005884589330452106,0,,0,,0,0,1,1,1
500,39,0.9,99,14,0.7947963928347599,0.07215007215007219,0.5419798573512348,0.7443261884432244,0.6906866208804652,0.004439341130138996,0,,0,,0,0,1,1,1
500,40,0.7,101,7,0.630855294230161,0.10749646393210743,0.6141742096581068,1.0,1.0,0.00873390906696958,0,,0,,0,0,1,1,1
500,40,0.8,101,7,0.7059113652998328,0.10749646393210743,0.6141742096581068,1.0,1.0,0.007053151477321773,0,,0,,0,0,1,1,1
500,40,0.85,101,7,0.7478659313580814,0.0,0.6141742096581068,1.0,1.0,0.005884589330452106,0,,0,,0,0,1,1,1
500,40,0.9,101,7,0.7769923218538022,0.0,0.6141742096581068,1.0,1.0,0.004439341130138996,0,,0,,0,0,1,1,1
500,41,0.7,107,12,0.6075258618448494,0.09968847352024923,0.5601637821432104,0.7891965555627103,0.7398063401923785,0.00873390906696958,0,,0,,0,0,1,1,1
500,41,0.8,107,12,0.6671631668261804,0.06464174454828664,0.5601637821432104,0.7891965555627103,0.7398063401923785,0.007053151477321773,0,,0,,0,0,1,1,1
500,41,0.85,107,12,0.6988822254429637,0.06464174454828664,0.5601637821432104,0.7891965555627103,0.7398063401923785,0.005884589330452106,0,,0,,0,0,1,1,1
500,41,0.9,107,12,0.7480367674965659,0.06464174454828664,0.5601637821432104,0.7891965555627103,0.7398063401923785,0.004439341130138996,0,,0,,0,0,1,1,1
500,42,0.7,91,11,0.6364518640264182,0.17682317682317683,0.5738656359257003,0.8851445303380412,0.8307497657494053,0.00873390906696958,0,,0,,0,0,1,1,1
500,42,0.8,91,11,0.7045497527976021,0.08591408591408589,0.5738656359257003,0.8851445303380412,0.8307497657494053,0.007053151477321773,0,,0,,0,0,1,1,1
500,42,0.85,91,11,0.7356788525303956,0.03596403596403597,0.5738656359257003,0.8851445303380412,0.8307497657494053,0.005884589330452106,0,,0,,0,0,1,1,1
500,42,0.9,91,11,0.7753976045630748,0.03596403596403597,0.5738656359257003,0.8851445303380412,0.8307497657494053,0.004439341130138996,0,,0,,0,0,1,1,1
500,43,0.7,107,16,0.6791206408074603,0.1039719626168224,0.5221574317594861,0.806660765160635,0.7546160059563387,0.00873390906696958,0,,0,,0,0,1,1,1
