scenario,n_cal,repetition,method,eta,class_id,lipschitz_constant,radius,borrowing_cost,guarantee_floor,slack_floor,own_support,pooled_support,support_multiplier,threshold,finite,actual_coverage
strong_smoothness,200,2,approximate_ordinal_borrowing,0.0,1,0.009973297288075951,0,0.0,0.9,0.9,47,47,1.0,0.7588386529967437,1,0.8978139287068649
strong_smoothness,200,2,approximate_ordinal_borrowing,0.0,2,0.009973297288075951,0,0.0,0.9,0.9,35,35,1.0,0.6807107541742856,1,0.8033238588256946
strong_smoothness,200,2,approximate_ordinal_borrowing,0.0,3,0.009973297288075951,0,0.0,0.9,0.9,47,47,1.0,0.8773158069732387,1,0.9649743666037442
strong_smoothness,200,2,approximate_ordinal_borrowing,0.0,4,0.009973297288075951,0,0.0,0.9,0.9,4,4,1.0,,0,1.0
strong_smoothness,200,2,approximate_ordinal_borrowing,0.01,0,0.009973297288075951,2,0.00893711055684728,0.8910628894431527,0.89,67,149,2.2238805970149254,0.7708402517648911,1,0.9121639112363533
strong_smoothness,200,2,approximate_ordinal_borrowing,0.01,1,0.009973297288075951,2,0.009459209798999871,0.8905407902010002,0.89,47,196,4.170212765957447,0.8129896692922975,1,0.9382135276317427
strong_smoothness,200,2,approximate_ordinal_borrowing,0.01,2,0.009973297288075951,1,0.006698483253185341,0.8933015167468147,0.89,35,129,3.6857142857142855,0.7699265977465248,1,0.9031366062053867
strong_smoothness,200,2,approximate_ordinal_borrowing,0.01,3,0.009973297288075951,1,0.005540720715597749,0.8944592792844023,0.89,47,86,1.8297872340425532,0.823681133414832,1,0.9386338102285448
strong_smoothness,200,2,approximate_ordinal_borrowing,0.01,4,0.009973297288075951,1,0.00867243242441387,0.8913275675755862,0.89,4,51,12.75,0.8773158069732387,1,0.9629972236521113
strong_smoothness,200,2,approximate_ordinal_borrowing,0.02,0,0.009973297288075951,4,0.014062349176187093,0.8859376508238129,0.88,67,200,2.985074626865672,0.8129896692922975,1,0.9412024893535649
strong_smoothness,200,2,approximate_ordinal_borrowing,0.02,1,0.009973297288075951,3,0.010073030260956711,0.8899269697390433,0.88,47,200,4.25531914893617,0.8129896692922975,1,0.9382135276317427
strong_smoothness,200,2,approximate_ordinal_borrowing,0.02,2,0.009973297288075951,2,0.011070359989764307,0.8889296400102357,0.88,35,200,5.714285714285714,0.8129896692922975,1,0.9351072572247952
strong_smoothness,200,2,approximate_ordinal_borrowing,0.02,3,0.009973297288075951,3,0.016455940525325317,0.8835440594746747,0.88,47,200,4.25531914893617,0.8129896692922975,1,0.9318810909623421
strong_smoothness,200,2,approximate_ordinal_borrowing,0.02,4,0.009973297288075951,3,0.019804118900607962,0.8801958810993921,0.88,4,133,33.25,0.7708402517648911,1,0.8951155687754987
strong_smoothness,200,2,approximate_ordinal_borrowing,0.05,0,0.009973297288075951,4,0.014062349176187093,0.8859376508238129,0.85,67,200,2.985074626865672,0.8129896692922975,1,0.9412024893535649
strong_smoothness,200,2,approximate_ordinal_borrowing,0.05,1,0.009973297288075951,3,0.010073030260956711,0.8899269697390433,0.85,47,200,4.25531914893617,0.8129896692922975,1,0.9382135276317427
strong_smoothness,200,2,approximate_ordinal_borrowing,0.05,2,0.009973297288075951,2,0.011070359989764307,0.8889296400102357,0.85,35,200,5.714285714285714,0.8129896692922975,1,0.9351072572247952
strong_smoothness,200,2,approximate_ordinal_borrowing,0.05,3,0.009973297288075951,3,0.016455940525325317,0.8835440594746747,0.85,47,200,4.25531914893617,0.8129896692922975,1,0.9318810909623421
strong_smoothness,200,2,approximate_ordinal_borrowing,0.05,4,0.009973297288075951,4,0.025830839976116717,0.8741691600238833,0.85,4,200,50.0,0.8129896692922975,1,0.9285324945208548
strong_smoothness,200,3,independent_mondrian,,0,0.009973297288075951,0,0.0,0.9,,60,60,1.0,0.7677731049247664,1,0.9096927726233254
strong_smoothness,200,3,independent_mondrian,,1,0.009973297288075951,0,0.0,0.9,,43,43,1.0,0.7214108169610077,1,0.8603857518393008
strong_smoothness,200,3,independent_mondrian,,2,0.009973297288075951,0,0.0,0.9,,50,50,1.0,0.7303175354359633,1,0.8646795159850477
strong_smoothness,200,3,independent_mondrian,,3,0.009973297288075951,0,0.0,0.9,,37,37,1.0,0.8362146734595237,1,0.9458711046133037
strong_smoothness,200,3,independent_mondrian,,4,0.009973297288075951,0,0.0,0.9,,10,10,1.0,0.8980459279552047,1,0.9706363728897583
strong_smoothness,200,3,fixed_ordinal_pooling,,0,0.009973297288075951,1,0.004533316949125432,0.8954666830508746,,60,103,1.7166666666666666,0.7316879717812623,1,0.8766577094253032
strong_smoothness,200,3,fixed_ordinal_pooling,,1,0.009973297288075951,1,0.006735213752986357,0.8932647862470137,,43,153,3.558139534883721,0.7303175354359633,1,0.8700415741954584
strong_smoothness,200,3,fixed_ordinal_pooling,,2,0.009973297288075951,1,0.006698483253185341,0.8933015167468147,,50,130,2.6,0.7605221091039209,1,0.8948262624249366
strong_smoothness,200,3,fixed_ordinal_pooling,,3,0.009973297288075951,1,0.005540720715597749,0.8944592792844023,,37,97,2.6216216216216215,0.8072247210381749,1,0.9280092383623544
strong_smoothness,200,3,fixed_ordinal_pooling,,4,0.009973297288075951,1,0.00867243242441387,0.8913275675755862,,10,47,4.7,0.8362146734595237,1,0.9430693682864404
strong_smoothness,200,3,approximate_ordinal_borrowing,0.0,0,0.009973297288075951,0,0.0,0.9,0.9,60,60,1.0,0.7677731049247664,1,0.9096927726233254
strong_smoothness,200,3,approximate_ordinal_borrowing,0.0,1,0.009973297288075951,0,0.0,0.9,0.9,43,43,1.0,0.7214108169610077,1,0.8603857518393008
strong_smoothness,200,3,approximate_ordinal_borrowing,0.0,2,0.009973297288075951,0,0.0,0.9,0.9,50,50,1.0,0.7303175354359633,1,0.8646795159850477
strong_smoothness,200,3,approximate_ordinal_borrowing,0.0,3,0.009973297288075951,0,0.0,0.9,0.9,37,37,1.0,0.8362146734595237,1,0.9458711046133037
strong_smoothness,200,3,approximate_ordinal_borrowing,0.0,4,0.009973297288075951,0,0.0,0.9,0.9,10,10,1.0,0.8980459279552047,1,0.9706363728897583
strong_smoothness,200,3,approximate_ordinal_borrowing,0.01,0,0.009973297288075951,2,0.00893711055684728,0.8910628894431527,0.89,60,153,2.55,0.7303175354359633,1,0.8752547262348254
strong_smoothness,200,3,approximate_ordinal_borrowing,0.01,1,0.009973297288075951,2,0.009459209798999871,0.8905407902010002,0.89,43,190,4.4186046511627906,0.7605221091039209,1,0.8993066098007709
strong_smoothness,200,3,approximate_ordinal_borrowing,0.01,2,0.009973297288075951,1,0.006698483253185341,0.8933015167468147,0.89,50,130,2.6,0.7605221091039209,1,0.8948262624249366
strong_smoothness,200,3,approximate_ordinal_borrowing,0.01,3,0.009973297288075951,1,0.005540720715597749,0.8944592792844023,0.89,37,97,2.6216216216216215,0.8072247210381749,1,0.9280092383623544
strong_smoothness,200,3,approximate_ordinal_borrowing,0.01,4,0.009973297288075951,1,0.00867243242441387,0.8913275675755862,0.89,10,47,4.7,0.8362146734595237,1,0.9430693682864404
strong_smoothness,200,3,approximate_ordinal_borrowing,0.02,0,0.009973297288075951,4,0.014062349176187093,0.8859376508238129,0.88,60,200,3.3333333333333335,0.7605221091039209,1,0.9036461221615155
strong_smoothness,200,3,approximate_ordinal_borrowing,0.02,1,0.009973297288075951,3,0.010073030260956711,0.8899269697390433,0.88,43,200,4.651162790697675,0.7605221091039209,1,0.8993066098007709
strong_smoothness,200,3,approximate_ordinal_borrowing,0.02,2,0.009973297288075951,2,0.011070359989764307,0.8889296400102357,0.88,50,200,4.0,0.7605221091039209,1,0.8948262624249366
strong_smoothness,200,3,approximate_ordinal_borrowing,0.02,3,0.009973297288075951,3,0.016455940525325317,0.8835440594746747,0.88,37,200,5.405405405405405,0.7605221091039209,1,0.8902033994007382
strong_smoothness,200,3,approximate_ordinal_borrowing,0.02,4,0.009973297288075951,3,0.019804118900607962,0.8801958810993921,0.88,10,140,14.0,0.7605221091039209,1,0.8854364675474364
strong_smoothness,200,3,approximate_ordinal_borrowing,0.05,0,0.009973297288075951,4,0.014062349176187093,0.8859376508238129,0.85,60,200,3.3333333333333335,0.7605221091039209,1,0.9036461221615155
strong_smoothness,200,3,approximate_ordinal_borrowing,0.05,1,0.009973297288075951,3,0.010073030260956711,0.8899269697390433,0.85,43,200,4.651162790697675,0.7605221091039209,1,0.8993066098007709
strong_smoothness,200,3,approximate_ordinal_borrowing,0.05,2,0.009973297288075951,2,0.011070359989764307,0.8889296400102357,0.85,50,200,4.0,0.7605221091039209,1,0.8948262624249366
strong_smoothness,200,3,approximate_ordinal_borrowing,0.05,3,0.009973297288075951,3,0.016455940525325317,0.8835440594746747,0.85,37,200,5.405405405405405,0.7605221091039209,1,0.8902033994007382
strong_smoothness,200,3,approximate_ordinal_borrowing,0.05,4,0.009973297288075951,4,0.025830839976116717,0.8741691600238833,0.85,10,200,20.0,0.7605221091039209,1,0.8854364675474364
strong_smoothness,200,4,independent_mondrian,,0,0.009973297288075951,0,0.0,0.9,,55,55,1.0,0.8275811956290227,1,0.949279345644719
strong_smoothness,200,4,independent_mondrian,,1,0.009973297288075951,0,0.0,0.9,,48,48,1.0,0.7853964261957417,1,0.9195397086219126
strong_smoothness,200,4,independent_mondrian,,2,0.009973297288075951,0,0.0,0.9,,47,47,1.0,0.8883712883080268,1,0.9707449446260497
strong_smoothness,200,4,independent_mondrian,,3,0.009973297288075951,0,0.0,0.9,,45,45,1.0,0.7154236049103353,1,0.8418567032605442
strong_smoothness,200,4,independent_mondrian,,4,0.009973297288075951,0,0.0,0.9,,5,5,1.0,,0,1.0
strong_smoothness,200,4,fixed_ordinal_pooling,,0,0.009973297288075951,1,0.004533316949125432,0.8954666830508746,,55,103,1.8727272727272728,0.7849579561885807,1,0.922891011415514
strong_smoothness,200,4,fixed_ordinal_pooling,,1,0.009973297288075951,1,0.006735213752986357,0.8932647862470137,,48,150,3.125,0.7853964261957417,1,0.9195397086219126
strong_smoothness,200,4,fixed_ordinal_pooling,,2,0.009973297288075951,1,0.006698483253185341,0.8933015167468147,,47,140,2.978723404255319,0.7666312810474728,1,0.9002813571376096
strong_smoothness,200,4,fixed_ordinal_pooling,,3,0.009973297288075951,1,0.005540720715597749,0.8944592792844023,,45,97,2.1555555555555554,0.7715307172849155,1,0.9001932662802807
strong_smoothness,200,4,fixed_ordinal_pooling,,4,0.009973297288075951,1,0.00867243242441387,0.8913275675755862,,5,50,10.0,0.7154236049103353,1,0.8357446373469786
strong_smoothness,200,4,approximate_ordinal_borrowing,0.0,0,0.009973297288075951,0,0.0,0.9,0.9,55,55,1.0,0.8275811956290227,1,0.949279345644719
strong_smoothness,200,4,approximate_ordinal_borrowing,0.0,1,0.009973297288075951,0,0.0,0.9,0.9,48,48,1.0,0.7853964261957417,1,0.9195397086219126
strong_smoothness,200,4,approximate_ordinal_borrowing,0.0,2,0.009973297288075951,0,0.0,0.9,0.9,47,47,1.0,0.8883712883080268,1,0.9707449446260497
strong_smoothness,200,4,approximate_ordinal_borrowing,0.0,3,0.009973297288075951,0,0.0,0.9,0.9,45,45,1.0,0.7154236049103353,1,0.8418567032605442
strong_smoothness,200,4,approximate_ordinal_borrowing,0.0,4,0.009973297288075951,0,0.0,0.9,0.9,5,5,1.0,,0,1.0
strong_smoothness,200,4,approximate_ordinal_borrowing,0.01,0,0.009973297288075951,2,0.00893711055684728,0.8910628894431527,0.89,55,150,2.727272727272727,0.7853964261957417,1,0.9232074773542243
strong_smoothness,200,4,approximate_ordinal_borrowing,0.01,1,0.009973297288075951,2,0.009459209798999871,0.8905407902010002,0.89,48,195,4.0625,0.7666312810474728,1,0.9045898674343836
strong_smoothness,200,4,approximate_ordinal_borrowing,0.01,2,0.009973297288075951,1,0.006698483253185341,0.8933015167468147,0.89,47,140,2.978723404255319,0.7666312810474728,1,0.9002813571376096
strong_smoothness,200,4,approximate_ordinal_borrowing,0.01,3,0.009973297288075951,1,0.005540720715597749,0.8944592792844023,0.89,45,97,2.1555555555555554,0.7715307172849155,1,0.9001932662802807
strong_smoothness,200,4,approximate_ordinal_borrowing,0.01,4,0.009973297288075951,1,0.00867243242441387,0.8913275675755862,0.89,5,50,10.0,0.7154236049103353,1,0.8357446373469786
strong_smoothness,200,4,approximate_ordinal_borrowing,0.02,0,0.009973297288075951,4,0.014062349176187093,0.8859376508238129,0.88,55,200,3.6363636363636362,0.7666312810474728,1,0.9087597588610503
strong_smoothness,200,4,approximate_ordinal_borrowing,0.02,1,0.009973297288075951,3,0.010073030260956711,0.8899269697390433,0.88,48,200,4.166666666666667,0.7666312810474728,1,0.9045898674343836
strong_smoothness,200,4,approximate_ordinal_borrowing,0.02,2,0.009973297288075951,2,0.011070359989764307,0.8889296400102357,0.88,47,200,4.25531914893617,0.7666312810474728,1,0.9002813571376096
strong_smoothness,200,4,approximate_ordinal_borrowing,0.02,3,0.009973297288075951,3,0.016455940525325317,0.8835440594746747,0.88,45,200,4.444444444444445,0.7666312810474728,1,0.8958324012129081
strong_smoothness,200,4,approximate_ordinal_borrowing,0.02,4,0.009973297288075951,3,0.019804118900607962,0.8801958810993921,0.88,5,145,29.0,0.7715307172849155,1,0.8957414676760276
strong_smoothness,200,4,approximate_ordinal_borrowing,0.05,0,0.009973297288075951,4,0.014062349176187093,0.8859376508238129,0.85,55,200,3.6363636363636362,0.7666312810474728,1,0.9087597588610503
strong_smoothness,200,4,approximate_ordinal_borrowing,0.05,1,0.009973297288075951,3,0.010073030260956711,0.8899269697390433,0.85,48,200,4.166666666666667,0.7666312810474728,1,0.9045898674343836
strong_smoothness,200,4,approximate_ordinal_borrowing,0.05,2,0.009973297288075951,2,0.011070359989764307,0.8889296400102357,0.85,47,200,4.25531914893617,0.7666312810474728,1,0.9002813571376096
strong_smoothness,200,4,approximate_ordinal_borrowing,0.05,3,0.009973297288075951,3,0.016455940525325317,0.8835440594746747,0.85,45,200,4.444444444444445,0.7666312810474728,1,0.8958324012129081
strong_smoothness,200,4,approximate_ordinal_borrowing,0.05,4,0.009973297288075951,4,0.025830839976116717,0.8741691600238833,0.85,5,200,40.0,0.7666312810474728,1,0.8912412917085043
strong_smoothness,200,5,independent_mondrian,,0,0.009973297288075951,0,0.0,0.9,,60,60,1.0,0.793877722995269,1,0.9291362932232158
strong_smoothness,200,5,independent_mondrian,,1,0.009973297288075951,0,0.0,0.9,,40,40,1.0,0.7994407658082576,1,0.9295170781311696
strong_smoothness,200,5,independent_mondrian,,2,0.009973297288075951,0,0.0,0.9,,51,51,1.0,0.8551161962626943,1,0.9577885883329369
strong_smoothness,200,5,independent_mondrian,,3,0.009973297288075951,0,0.0,0.9,,40,40,1.0,0.7606703341971234,1,0.8903425090698034
strong_smoothness,200,5,independent_mondrian,,4,0.009973297288075951,0,0.0,0.9,,9,9,1.0,0.7669133009923741,1,0.8915040593560704
strong_smoothness,200,5,fixed_ordinal_pooling,,0,0.009973297288075951,1,0.004533316949125432,0.8954666830508746,,60,100,1.6666666666666667,0.793877722995269,1,0.9291362932232158
strong_smoothness,200,5,fixed_ordinal_pooling,,1,0.009973297288075951,1,0.006735213752986357,0.8932647862470137,,40,151,3.775,0.8077831968123939,1,0.9349764252088402
